"logFC"	"AveExpr"
"miR-20b-5p"	-2.07949133482255	8.69493539643001
"miR-6782-5p"	-2.46624769565779	5.39126741551453
"miR-4728-3p"	2.06374487361722	5.48073264748766
"miR-1587"	2.40463365675078	3.59797831397601
"miR-1225-5p"	-2.0986995950371	5.34261014825174
"miR-4530"	-2.0612363269403	5.60832618440887
"miR-6792-3p"	2.13524005254661	4.13153262579292
"miR-454-3p"	-2.59469417022528	5.17859530571666
"miR-6808-5p"	-2.09356000119642	4.19765903116304
"miR-6799-5p"	-1.79494339835403	7.76034551032317
"miR-616-3p"	2.09827391711349	4.47085488399088
"miR-296-5p"	2.7417436707673	3.93965912360321
"miR-378g"	2.72664503887264	5.38559033329259
"miR-765"	-1.67792799050213	5.1870349768909
"miR-194-5p"	2.69656656354803	4.19547528402594
"miR-3689a-3p"	2.42401493212052	3.68860411378814
"miR-4430"	-2.23370625443097	3.42007908239718
"miR-4512"	2.3387869187726	4.65469856327839
"miR-19a-3p"	-1.89931959061517	8.63427649924105
"miR-4507"	1.71114510930435	7.12548951005264
"miR-130b-5p"	2.40344604803696	4.10202268106046
"miR-532-5p"	2.37102943040856	4.52909548253173
"miR-548w"	1.69166964409544	5.61583544698927
"miR-4252"	2.41898620660767	3.69221394568817
"miR-664b-3p"	2.68929746091419	4.10130546395906
"miR-301a-3p"	2.68233786560477	6.33420812979313
"miR-183-5p"	-2.02349865051407	5.47863522214864
"miR-874-3p"	2.05311290558475	4.23734350042256
"miR-328-3p"	2.06219056607944	3.73220931493213
"miR-1227-3p"	2.31728092448909	3.78149073657722
"miR-210-5p"	2.1603908730988	5.48095673101329
"miR-4783-5p"	1.49334930212348	5.65532625759938
"miR-532-3p"	2.41379629813884	4.69094217862504
"miR-6760-5p"	-2.41883884636072	3.77915627213415
"miR-4706"	-1.85666898284278	3.25049682979336
"miR-1269b"	2.04766929775511	4.50889377130093
"miR-1273d"	1.43519054180027	10.422112993988
"miR-7150"	-1.45106675038019	8.22904086251814
"miR-8089"	-1.7596185580051	4.78466656333669
"miR-93-3p"	-1.97253622953544	4.17401217525761
"miR-197-3p"	1.86791796541981	5.94575307966848
"miR-4667-5p"	-1.72295016992031	3.58113619671005
"miR-766-3p"	2.08682822042384	5.59080439949208
"miR-1273a"	1.4995891049003	5.99017090767168
"miR-8078"	1.84782288382899	6.89128038220179
"miR-3674"	1.43860760786249	6.94795832942428
"miR-99b-3p"	1.92804383367455	3.749384707455
"miR-6763-3p"	1.37703638295153	6.75292175827309
"miR-4463"	-1.6082479016848	7.47873311127579
"miR-146b-5p"	1.87568505029478	4.14873235573015
"miR-4322"	-2.02876863863542	4.22259922124818
"miR-1271-5p"	1.83280003542722	4.96308007164583
"miR-155-5p"	-2.05926680074277	5.47714192266207
"miR-212-3p"	1.83361233825331	4.45054786611302
"miR-4253"	-1.97098376294024	3.42393592635918
"miR-1273h-5p"	1.37221617747129	11.1265574252512
"miR-34a-5p"	-2.33653118836373	5.97464103726322
"miR-1913"	1.55774092175396	5.42564938621535
"miR-6846-5p"	-1.65980217631918	4.31636866411155
"CTRL_miR_POS5"	1.37055726109957	10.117705133109
"miR-424-5p"	-1.37342302816737	7.43011599687492
"miR-1973"	-1.36854406862228	10.952099886653
"miR-940"	2.17915289781711	3.99093615263129
"miR-21-5p"	-1.83274769682362	12.4802388585092
"miR-1224-5p"	1.94326426636966	3.64208222818731
"miR-320d"	-1.60055105029747	7.26634000207037
"miR-1236-5p"	-1.76814089147445	3.20382356527328
"miR-1285-5p"	1.29823574730369	10.1547238662054
"CTRL_miR_POS1"	1.31330145691346	10.5995249909221
"miR-4687-5p"	1.31302387671697	6.78299460840778
"miR-4479"	1.59231838001217	3.95998903307835
"miR-10a-5p"	-2.00682406660727	4.65090719546983
"miR-6784-5p"	-1.56611342722864	4.00456071532624
"miR-378f"	1.83460144240535	4.79150219439627
"miR-429"	-1.5270150333253	5.92211269761428
"miR-4792"	1.08663590546556	14.464015809118
"miR-1914-5p"	1.42089698396466	5.37220848000096
"miR-3607-5p"	-1.67798746519291	4.72963638867206
"miR-18b-5p"	-1.72571670837651	4.71736219376204
"miR-1228-3p"	1.37272228333441	5.24736257491119
"miR-222-3p"	-1.49264061826557	9.66427830837297
"CTRL_miR_POS4"	1.24092201374246	10.1423424746981
"miR-1976"	1.85815896513033	4.5786162032468
"miR-4539"	1.35349075683926	5.3667859189638
"miR-3184-3p"	1.33756138196972	5.36810658766123
"miR-6884-3p"	1.70555154004809	3.75320087266441
"miR-25-3p"	-1.38767714293235	8.23199199136391
"miR-7855-5p"	1.30417598515853	5.42807060217998
"miR-6126"	1.17477849958201	14.1694436102572
"CTRL_miR_POS6"	1.22488551901466	10.5926148195381
"miR-1281"	1.51609250554335	3.69546067541749
"miR-4632-5p"	-1.20669859279238	7.22490260153827
"miR-5585-3p"	1.16038607424574	9.63730240540998
"miR-6862-3p"	1.58728938230572	4.36381041591205
"miR-15b-3p"	1.89130390405584	4.02578227868014
"miR-18a-5p"	-2.07280682728278	6.21172161707358
"miR-126-5p"	-1.59439579384155	4.57967643419172
"CTRL_miR_POS2"	1.25511016592922	10.2925103201464
"miR-378a-3p"	1.49456599440612	5.99911290533351
"miR-6804-3p"	1.33243744998797	5.62107470347057
"miR-224-5p"	-1.28708115617946	7.20788768321457
"miR-6836-3p"	1.33286247832724	5.71826910625646
"miR-3652"	-1.30409323603572	4.55767323196544
"miR-6511a-5p"	-1.34253732765821	4.66768203493087
"miR-6763-5p"	-1.22833866631468	6.72013746043914
"miR-15b-5p"	-1.16337665340158	9.59729723340483
"miR-1469"	1.15635906589742	5.19270415981289
"miR-193a-5p"	-1.64924080321385	3.83579364046982
"miR-4436b-3p"	-1.34469388927289	3.5316492441272
"miR-548az-5p"	1.50297830651304	4.62741807063779
"miR-6722-3p"	1.22792615196977	4.9575156813029
"miR-181d-5p"	-1.53258912807874	6.60708338837135
"miR-30e-3p"	-1.3224524944902	5.29839634610307
"miR-1225-3p"	1.20275520902805	6.70956793371582
"miR-566"	1.44008270383071	5.47166611967303
"miR-24-3p"	-1.25198567216254	11.0062191097704
"miR-4734"	1.11011036815545	5.72209501859344
"miR-1260b"	1.02008420876923	10.210604315475
"miR-1910-3p"	-1.29042227380811	3.50405705312882
"miR-3620-3p"	1.23495063450421	3.81750319590817
"miR-1249"	1.19182947040165	3.97088904355547
"miR-941"	1.17156043473996	3.75477552586041
"miR-6775-3p"	1.20791593701962	4.6244512168515
"miR-4722-3p"	1.19946040659765	4.03711721973497
"miR-452-5p"	1.16804949384267	3.17167400287846
"miR-6729-3p"	1.23492845444174	2.25589914924011
"miR-4732-3p"	1.20024371892642	4.20566457816837
"miR-3176"	1.16408270549827	2.57984413816532
"miR-6819-3p"	1.21841461300833	3.93667036109521
"miR-5095"	1.2136727854919	10.2134880587527
"miR-425-5p"	1.46953599473281	6.21580264599577
"miR-7-1-3p"	1.16403991321861	4.39232509371005
"miR-7975"	-1.17889279206354	5.30433408789555
"miR-4259"	1.22294322157267	2.82588189638742
"miR-1244"	1.20225546760084	4.43837448395098
"miR-324-5p"	-1.17394301968868	4.92123105037028
"miR-504-3p"	-1.1562388499603	3.96519156629083
"miR-151a-3p"	1.14987746955727	6.8442139125792
"miR-181a-5p"	-1.20135028825345	9.03264805908474
"miR-625-5p"	1.12316753571577	3.73691301937508
"miR-6845-5p"	-1.1313661903973	6.78573389087638
"miR-6796-3p"	1.25495532185144	3.89880350356223
"miR-598-3p"	1.12146554996088	2.78308515297371
"miR-106b-3p"	1.13259093853775	4.85673102964873
"miR-944"	1.11982582989145	3.21725070068022
"miR-101-3p"	-1.25230634395278	7.64918125346388
"miR-1307-5p"	1.2080214297243	4.01458317017901
"miR-1291"	1.10411213280632	3.55532802786998
"miR-21-3p"	1.08624795208795	5.74028593076373
"miR-361-3p"	1.13343767874916	4.30267483107872
"miR-28-5p"	-1.20709382899124	4.9500603174326
"miR-141-5p"	1.12206061013062	4.00495803264261
"miR-3609"	1.16374066784945	4.16765941671523
"miR-362-3p"	1.10036117715491	4.44933710099738
"miR-6845-3p"	1.00149543148499	6.67060253231701
"miR-19b-3p"	-1.10187603289671	10.6762009276779
"miR-378i"	1.12143203879306	4.89390766991702
"miR-4741"	1.02761124272661	6.94915397833124
"miR-6858-5p"	-1.03073067938488	7.11677639622448
"miR-340-5p"	1.17892331895634	2.86203170381785
"miR-6516-3p"	1.10375120910222	3.64809074543031
"miR-6882-3p"	1.51335394446258	3.67449911150116
"miR-32-5p"	1.1308693270902	4.25968654651037
"miR-4285"	1.11152678290063	4.89038208960874
"miR-582-5p"	-1.12558269505127	2.8804583180777
"miR-505-3p"	1.15061997972745	3.70927329241363
"miR-4640-3p"	-1.12180229402575	3.80122924952698
"miR-873-5p"	1.10226686479964	4.22238474572965
"miR-26b-5p"	-1.0561520244319	8.95508768180954
"miR-3610"	-1.0346343839364	4.05022794141179
"miR-181a-2-3p"	1.18339934385777	3.36882653775896
"miR-6798-3p"	1.06158740187393	5.03182718670953
"miR-129-2-3p"	0.954658432240812	5.32022327564029
"miR-1273e"	0.924286730415512	8.73214304745723
"miR-664b-5p"	1.12744264149142	4.18551653721212
"miR-7158-5p"	0.973649634828311	3.74648892038853
"miR-378d"	1.12243036886796	4.66131375806928
"miR-378e"	1.10526893123288	4.28517593572831
"miR-221-5p"	-0.946183375278536	4.85637752882011
"miR-3607-3p"	1.20922034143939	3.05460403317603
"miR-664a-5p"	1.1560570765883	3.34658589067699
"miR-1203"	1.07491871577365	4.52506816654105
"miR-8072"	-0.925948255042525	10.1127241706747
"let-7c-5p"	-0.987230612729626	9.86405364621143
"miR-6877-3p"	0.994387753707401	5.42338666618489
"miR-4726-5p"	0.969984992733168	4.44815578870718
"miR-6077"	0.975488367018184	6.61610064371699
"miR-92b-5p"	-0.945696905784449	3.87008460109665
"miR-27a-3p"	-1.06115346929205	12.1867280328746
"miR-590-5p"	-0.961135243951831	5.68142455269038
"miR-181c-5p"	-0.927041401017565	5.72726030617503
"miR-145-5p"	1.06593792160033	3.6266286796648
"miR-1306-5p"	0.868631632725012	4.69410592897055
"CTRL_miR_POS3"	0.983316162639483	10.2967451216677
"miR-1915-3p"	0.895194845893855	8.2289804707085
"miR-3187-5p"	-1.39432871833386	3.68569804758819
"miR-362-5p"	-1.11065444448493	3.11600951207345
"miR-6791-5p"	-0.941602846358751	5.13899011671129
"miR-93-5p"	-1.01860108331363	8.72931656150167
"miR-33b-5p"	1.11997688450213	5.10106232850809
"let-7d-3p"	0.878188297327055	4.96458720184257
"miR-198"	-0.963496757752579	3.66658497825027
"miR-3615"	1.02782368402345	4.22827307998648
"miR-10b-5p"	-0.892735603395481	4.51429937242526
"miR-6895-5p"	-0.930003081046174	4.50669703579147
"miR-1909-3p"	1.24019811650118	4.45147914978187
"miR-6741-5p"	1.44377297577741	10.5578998168387
"miR-3665"	0.85752146545611	9.28787242365307
"miR-4306"	-0.939636539145727	4.70731000798302
"miR-143-3p"	0.958894634181943	3.73940554846643
"miR-6805-3p"	0.933871549681528	4.97402737124848
"miR-20a-5p"	-0.911460645052143	9.5431180486168
"miR-135b-5p"	-0.98180408194563	5.51475608405287
"miR-31-5p"	-1.19962920993632	10.8911662532903
"miR-8071"	-0.904790334992199	3.99475278763315
"miR-654-5p"	-0.836334689960973	7.02805508046599
"miR-92a-3p"	-0.928011594999107	9.91527138057623
"miR-663b"	0.812130569527296	6.47845156263012
"miR-1303"	0.863026691024444	5.07091478555368
"miR-5591-3p"	0.84670608939337	6.98909093279639
"miR-6511a-3p"	0.753540466844041	3.70892221338348
"miR-5096"	0.855545088901585	13.3891692913433
"miR-3934-5p"	0.688779036689912	4.27829704941616
"miR-16-5p"	-0.81696794011972	11.7127641749383
"miR-6071"	0.794820584459975	3.8270761348901
"miR-527"	0.912508100592739	4.14814352897108
"miR-7108-5p"	-0.809667742724706	6.62861695117514
"miR-374b-5p"	0.783840291455377	6.27381666592626
"miR-218-5p"	0.695143184292876	3.60982717424027
"miR-140-5p"	-0.727313126407807	4.26683307998535
"miR-6723-5p"	0.759181789189496	5.15973330699132
"miR-192-5p"	0.640524316827961	4.92433326592576
"miR-6879-3p"	1.26119513090064	3.59438093597109
"miR-4486"	0.748139611828615	4.7559306975344
"miR-3197"	-0.772731667575356	11.5788373031107
"miR-363-3p"	-0.535558631912345	5.63660996406818
"miR-1288-5p"	0.72483533879118	3.85856193654275
"miR-6727-3p"	0.695396439172205	4.3713552489049
"miR-4634"	0.778075351595857	8.87010771792853
"miR-1322"	0.477686179052474	4.73221646250311
"miR-23c"	0.479131204244082	4.14016991663314
"miR-664a-3p"	-0.432826262625799	3.75546110816399
"miR-6516-5p"	-0.484673108941308	4.36285691150703
"miR-582-3p"	0.582826385545663	3.80667933734846
"miR-324-3p"	0.620404281157935	5.93897122158351
"miR-331-3p"	0.693813289860697	5.74352883625264
"miR-574-5p"	0.753577510034958	8.18238736666313
"miR-301b"	-0.450158177906282	3.88243074012186
"miR-18a-3p"	-0.452304656097024	3.24248332361646
"miR-629-5p"	-0.437090640794189	3.21493918321309
"miR-24-2-5p"	-0.424298203863861	4.51587517674911
"miR-152-3p"	0.778551617767833	7.45553792755977
"miR-455-5p"	-0.449965906274031	4.38488043128601
"miR-20a-3p"	-0.426278761796276	3.05269382304662
"miR-361-5p"	0.747518690347394	6.37908304099664
"miR-17-3p"	0.606746511884509	5.89138972254698
"miR-9-5p"	0.493529382241334	3.17833013362548
"miR-196a-5p"	-0.432343841296229	3.40880959403601
"miR-584-5p"	-0.384192310172897	2.86625071188016
"miR-501-5p"	0.419894696296597	2.98025515981454
"miR-139-5p"	0.433737085434877	3.97991576477444
"miR-5010-5p"	-0.387317625094077	3.98893686096531
"miR-92b-3p"	-0.886321245768687	7.73047678919727
"miR-128-3p"	0.501430825003096	6.48209522116067
"miR-345-5p"	0.371032664358905	4.89731642056986
"miR-378b"	-0.385493661206424	3.35832549270588
"miR-130b-3p"	-0.467533394411368	6.29956569684155
"miR-376a-3p"	0.604616945000523	3.88212393204047
"miR-103a-2-5p"	0.402922587477808	4.28049019779414
"miR-7114-3p"	0.676266859589206	4.81483524800698
"miR-564"	-0.381578009415116	4.22447345096881
"miR-1910-5p"	-0.369685601139731	3.84141706753211
"miR-484"	0.490361357285678	5.3094866437502
"miR-6810-3p"	-0.373352150786271	3.86624937345983
"miR-6511b-3p"	0.577955507919832	4.9367962152725
"miR-877-3p"	0.366756876645473	4.08785295326121
"miR-574-3p"	0.774813424869603	8.21319681082698
"miR-6771-5p"	-0.685923731382065	5.4575454102214
"miR-548e-5p"	0.355232270443574	4.9161170712554
"miR-7851-3p"	0.358353554859405	4.39952261611548
"miR-503-5p"	-0.307466759942651	3.83586978017264
"miR-1292-3p"	0.885431874048378	3.83191444784996
"miR-422a"	-0.10971627754202	4.67894025656871
"miR-185-5p"	-0.0918598071803371	5.13910772657685
"miR-5684"	-0.0365871971083954	3.96807685033266
"miR-205-3p"	-0.0144417831887251	4.37459713993092
"miR-9-3p"	-0.0121689315465309	3.94518642723472
"miR-4665-5p"	-0.00686602528686916	3.90885523749016
"miR-652-3p"	0.255588091847598	5.05439920896586
"miR-129-1-3p"	-0.504845785427507	3.88799583491122
"miR-96-5p"	-0.454750153637394	6.17826442636014
"miR-1304-3p"	-0.380759317964021	4.87556357872585
"miR-548b-5p"	0.699718434259572	5.32169292390377
"miR-6820-5p"	-0.399385571182225	3.9083991976263
"miR-4484"	-0.574210167352944	4.93616750663827
"miR-6890-3p"	0.466205478415579	4.00666836057817
"miR-210-3p"	-0.833419468400483	6.97567401272362
"miR-23a-3p"	0.689744072091011	12.7101881368442
"miR-320b"	0.688304056996949	7.47229101308108
"miR-6785-3p"	0.102625268372606	3.83138192979874
"miR-6753-5p"	0.103123136496797	3.9208114449672
"miR-4525"	0.0115143387616809	4.66632484459738
"miR-4286"	0.676878182063149	7.48898409667413
"miR-877-5p"	0.547428218032637	4.08005784588561
"miR-1248"	-0.215668293654974	4.61503101022022
"miR-3940-5p"	0.819313090896355	7.97899129625641
"miR-6875-5p"	-0.403060484679698	6.08053261400152
"miR-148a-5p"	0.663160704213998	8.56429446459939
"miR-6777-3p"	0.434110739204873	4.67547397942994
"miR-4449"	-0.607639762720506	6.64779346579781
"miR-376b-3p"	0.12561142179559	3.64104207002603
"miR-1245a"	0.672142355188101	3.62808684174447
"miR-195-5p"	0.57818113021158	4.53075178556848
"miR-182-5p"	-0.32316525563283	6.28330986224903
"miR-5000-3p"	-0.512619392140872	4.01463677932095
"miR-4758-5p"	0.627138738944281	5.55796281135372
"miR-3135a"	-0.525071778726743	5.68066534017675
"miR-660-5p"	-0.0921246177155939	5.94156574071458
"miR-1273f"	0.635721714176537	10.7260735314819
"miR-221-3p"	-0.734579751466811	10.0337252454109
"miR-6893-3p"	-0.262780918687276	4.07139891076352
"miR-30e-5p"	0.405880917263987	7.33569738813208
"miR-522-5p"	-0.220507330456591	3.95629227549469
"miR-320c"	-0.344395130552967	7.48743705787511
"miR-6892-3p"	0.472686095894295	5.1109715737599
"miR-27b-3p"	-0.706304821710472	9.70197586309818
"miR-6859-5p"	0.289791973886525	4.43279322388369
"miR-6756-5p"	-0.625241848568104	6.95127215779693
"miR-22-3p"	-0.811869223759382	10.6202942483149
"miR-1290"	-0.861340307520764	9.78545156468201
"miR-6789-5p"	-0.325910726663127	3.89492450616549
"miR-6068"	0.592823870686416	5.20541591573839
"miR-22-5p"	-0.219163414710579	6.13147176077613
"let-7d-5p"	-0.618846382244075	8.15764395058431
"miR-1202"	0.257787174776647	5.15366792922516
"miR-99b-5p"	0.357915672483702	6.97388612484791
"miR-320a"	-0.085589915032104	7.95565091966702
"miR-4433b-5p"	-0.409258073882555	4.58224184654312
"miR-200c-3p"	-0.659171835603548	9.71107292950403
"miR-181b-5p"	0.389740005326048	7.88728172866473
"miR-6749-5p"	-0.581973336335675	5.17403700047911
"miR-103a-3p"	-0.407606141298192	7.76009619297802
"miR-494-3p"	0.514502001318265	3.79291769013098
"miR-107"	-0.382070606686984	7.85612208140083
"miR-186-5p"	-0.494678617503433	7.03549060914696
"miR-4800-3p"	0.352217131585996	5.01278263790449
"miR-106a-5p"	0.558008929483205	8.15750816588499
"miR-6860"	0.437728320119055	3.91405493483253
"miR-6880-3p"	0.528765230397389	6.4193319305318
"miR-4787-3p"	0.566368668469404	5.61188105670787
"miR-3151-3p"	0.273228667037307	4.57723860085221
"miR-6749-3p"	0.404788830353919	6.38544362733299
"miR-106b-5p"	-0.478617056136332	8.28903640972234
"miR-193a-3p"	0.36956044731323	7.74268313082523
"miR-138-5p"	-0.301745135825977	6.42491689513978
"miR-4638-3p"	0.521408402746765	5.57769541978268
"miR-1268a"	-0.625378522607831	9.35621894940945
"miR-1199-5p"	0.0607206868100078	4.82589576772534
"miR-342-3p"	-0.404714794715615	7.01255717675664
"miR-6743-3p"	0.0611822578340467	4.77556592977147
"miR-6732-3p"	-0.107997392120067	4.90205847859132
"miR-6729-5p"	-0.598020111356212	8.3776322040301
"miR-200b-3p"	0.584522798959183	8.47606923956273
"miR-8069"	0.520833582604946	6.62845816584697
"miR-23b-3p"	0.516081207149071	11.9491162806275
"miR-4496"	0.157314939131627	5.45671650234115
"miR-3173-5p"	-0.366958045986597	4.8880098732063
"miR-6131"	0.530572243830802	7.64722579583826
"miR-30a-5p"	-0.450930024725668	8.4658945604299
"miR-4485"	-0.530013225072357	11.3735677867789
"miR-548at-5p"	0.449440863046925	5.16100899981044
"miR-29b-3p"	-0.62296945173263	9.79280568276133
"miR-4429"	0.17590890066192	7.67373069592034
"miR-4797-5p"	0.179355868860579	4.31536858628814
"miR-708-5p"	0.175117842552341	7.54866927186192
"miR-4690-5p"	-0.405470831863723	4.84244948959102
"miR-1273c"	0.151768299673741	5.8834455219153
"miR-3178"	-0.486363704597026	11.654449175852
"miR-375"	0.541064488114824	6.09088908479335
"miR-6800-5p"	0.0919623257626591	5.65571311789685
"miR-6891-5p"	-0.708416993254146	6.64518200941237
"miR-6752-5p"	-0.541685103937078	11.5380711048998
"miR-7108-3p"	0.328052306713473	5.65342794657539
"miR-3180-3p"	-0.449103025286423	4.3071175457102
"miR-30d-5p"	0.347599986203098	9.04361021873324
"miR-200a-3p"	-0.43274920417225	8.4950449380048
"miR-6090"	-0.556603970510335	12.975924101347
"miR-130a-3p"	-0.362733529382331	9.3123590360662
"miR-193b-3p"	0.313130291419186	8.25677109747118
"let-7i-5p"	0.440138858020273	9.00846056485655
"miR-376c-3p"	0.53805235226125	7.66855747892249
"miR-4688"	-0.412673492814077	5.9859489745653
"miR-30c-5p"	-0.281094203178426	8.44100691776655
"miR-4674"	0.0789771202997998	7.13077418916353
"miR-1470"	0.504615344271937	7.88572469071225
"miR-1343-5p"	0.403430888415053	5.85620362988988
"miR-548at-3p"	-0.187226355985354	4.33575519855306
"let-7f-5p"	-0.500696073946854	9.65375811929869
"miR-148b-3p"	-0.139152521338733	7.32101016562269
"miR-6821-5p"	0.170078875886617	6.22151888911335
"let-7e-5p"	0.109139156035314	6.94741482321465
"miR-7641"	-0.643934795051035	10.2243321216452
"miR-7113-3p"	0.235542761199251	6.47072571090886
"miR-6756-3p"	-0.253967308824563	6.7644996364399
"miR-99a-5p"	0.348177542570876	7.45132126487257
"miR-6798-5p"	0.194812118422407	5.80561858300592
"miR-6812-3p"	0.0532266576962602	5.64443920613625
