"","Summed.126.0","Summed.127.0","Summed.128.0","Summed.129.0","Summed.130.0","Summed.131.0","Summed.126.1","Summed.127.1","Summed.128.1","Summed.129.1","Summed.130.1","Summed.131.1","Summed.126.2","Summed.127.2","Summed.128.2","Summed.129.2","Summed.130.2","Summed.131.2"
"['2310014H01Rik']_S194: Phospho",6.76155123244448,5.37503943134692,6.88874324889826,7.63299519714296,7.19475685442225,7.40514146313634,6.69348695749933,6.63662462054365,7.1548181090521,7.13442632022093,7.04984854945056,6.56224242422107,6.56224242422107,6.34872815423108,7.37068740680722,6.90086680798075,6.77478705960117,7.29920801838728
"['2310014H01Rik']_S510: Phospho",7.68299458368168,7.92777796208234,8.51372759595244,8.05799172275918,7.99717948093762,8.16239132875691,8.23122118071119,8.20212382383046,7.94544383637791,8.04712391211403,7.96289600533726,7.95128471496697,8.07948478382682,8.15228484230658,8.17242750864548,7.98584193700334,7.92777796208234,8.03066713624694
"['2310021P13Rik']_S564: Phospho",8.12153351734003,8.78299820892041,8.08480838780436,9.16867211813223,9.17367713630342,9.140829770773,8.69174351917128,8.57175264350355,8.64925617751731,8.85018683764577,8.97584796800678,8.73640193131829,8.66711154207503,8.71938882094208,8.71938882094208,8.95855271543101,8.82813648419411,8.5980525001616
"['2310033P09Rik']_S232: Phospho",7.08214904135387,7.29001884693262,7.37937836707126,7.43045255166553,7.60362634498619,7.48784003382305,7.38801728534513,7.17492568250068,7.14465824283188,7.41362792902417,7.66177809777199,7.47167521439204,7.44708322620965,7.38801728534513,7.40514146313634,7.2336196767597,7.46352437327118,7.33539035469393
"['2310039H08Rik']_S102: Phospho",11.7692179961265,10.502334580198,10.919980595049,11.2170489135563,11.4112461518404,10.4173251176799,11.6327680547287,11.4421659722293,11.4830599778717,10.497352893477,10.8959538928122,10.2790301364496,11.1820839295107,11.3501104433479,11.3250243101914,11.0406322005623,10.8157835441282,10.5406124082495
"['2310047M10Rik']_S43: Phospho",7.30833903013941,6.03342300153745,6.33091687811462,6.83920378809694,6.78790255939143,7.12412131182919,7.0389189892923,6.69348695749933,7.0389189892923,6.59245703726808,6.70735913208088,6.34872815423108,6.93663793900257,6.81378119121704,7.11374216604919,6.57742882803575,6.66533591718518,6.34872815423108
"['2310047M10Rik']_T201: Phospho",5.76818432477693,6.63662462054365,6.78790255939143,6.90086680798075,6.11894107272351,6.77478705960117,7.73131903102506,6.43462822763672,6.29462074889163,6.09803208296053,6.36632221424582,6.05528243550119,6.43462822763672,6.91288933622996,5.91886323727459,6.65105169117893,6.62205181945638,6.45121111183233
"['2310057J16Rik']_S334: Phospho",8.73640193131829,8.211888294546,8.03066713624694,7.37937836707126,8.01959072835788,7.29920801838728,8.85953478638265,9.07547914948802,9.02375435329942,6.53138146051631,6.92481250360578,7.29001884693262,9.06474276475026,7.11374216604919,9.51076416791789,7.69696752623429,6.74819284958946,7.51963625284321
"['2310067B10Rik']_S1358: Phospho",11.8437248062992,10.6622233053178,11.8417608868005,11.0136716140586,10.9214690605314,10.8822609290998,11.8350634920051,11.5461710022674,11.678820179524,10.3168471836025,10.9050108623903,10.8753654006418,11.7567647894041,11.6967502365222,11.7123120417803,10.5318687751776,10.852919585124,10.6298119443822
"['2510012J08Rik']_S148: Phospho",4.93073733756289,5.37503943134692,3.64385618977472,5.44294349584873,5.2667865406949,4.93073733756289,5.06608919045777,5.4093909361377,4.83289001416474,4.83289001416474,4.6724253419715,4.6724253419715,5.18982455888002,5.5077946401987,4.61470984411521,4.88264304936184,4.88264304936184,4.49185309632967
"['2610018G03Rik', 'Stk24', 'Stk25']_T172: Phospho",7.61102479730735,6.4178525148859,7.54303182025524,7.92777796208234,7.43045255166553,7.37937836707126,7.27146302790437,7.13442632022093,7.26209484537018,7.19475685442225,7.55842071326866,7.87344411251538,7.86108690599539,7.21431912080077,7.43045255166553,7.17492568250068,7.5274770060604,7.09275714091985
"['2610018G03Rik']_T327: Phospho; T328: Phospho",4.6724253419715,6.43462822763672,5.82017896241519,6.21916852046216,6.29462074889163,6.23840473932508,5.89481776330794,5.44294349584873,6.27612440527424,5.4093909361377,6.48381577726426,6.17990909001493,5.96578428466209,5.22881869049588,5.5077946401987,6.43462822763672,6.27612440527424,6.25738784269265
"['2610018G03Rik']_T328: Phospho",8.403012023575,6.57742882803575,8.52160043972373,8.05799172275918,7.86108690599539,7.94544383637791,7.9915218460757,8.02513956227851,7.85486838326024,7.50382573799575,7.84862294042934,8.12153351734003,8.03066713624694,8.14210705730255,8.00281501560705,7.48784003382305,7.77807712953536,7.92777796208234
"['2610027L16Rik']_S631: Phospho",6.82654848729092,7.96866679319521,8.23122118071119,7.00562454919388,7.60362634498619,7.34429590791582,7.50382573799575,7.42206476617281,7.68299458368168,7.31741261376487,7.70390357344466,7.35314682549808,7.35314682549808,7.08214904135387,7.86108690599539,7.60362634498619,7.43045255166553,7.63299519714296
"['2610029G23Rik']_S184: Phospho",13.4738959658556,13.295984117513,13.1957566697743,13.6837074183261,14.1944106029941,13.8139314641239,13.2712441558656,13.1837129102929,13.9226308565974,13.8243124051845,13.7527465010764,13.7101068669078,13.7147284820318,13.3577581677224,13.2044947282932,13.9076887411841,13.7996357750643,13.6674996688779
"['2610301G19Rik']_S222: Phospho",12.4378820858452,11.9368219444924,12.4972281306421,12.2642959774264,12.322913975268,12.5911716813778,12.6736403361443,12.7602001510122,12.5229492686393,11.3968723185106,12.6053637644578,12.0988545532188,12.7833052197478,12.5614072895865,12.3964709939104,11.7247270015344,12.5327211799532,12.0736395102832
"['2610301G19Rik']_S625: Phospho",13.4181820402616,13.3516984402511,13.1033697773925,12.4018128311376,13.0013202225009,12.8861728720196,13.2055641835245,13.1734429135509,13.6208498358571,12.615514694926,12.7833052197478,12.7769470140815,13.5236232104903,12.8236657801489,13.4633327845445,12.9455352822019,12.7388311559444,12.6560896256695
"['2610301G19Rik']_S626: Phospho",11.8043327261876,12.0729699685421,11.8291280953685,11.302924464618,11.6300395526561,11.5889488203147,11.9554682879598,11.7733452912913,12.3349715550275,11.4117757755765,11.436451292287,11.3233362892802,12.1361901043194,11.7161764058074,12.0277332497528,11.6112553886993,11.3417967723918,11.3872095807196
"['2700094K13Rik']_S72: Phospho",7.91587937883577,12.6489192697882,8.33315535031062,7.2807707701306,7.16490692667569,8.03617361255349,7.98584193700334,9.68737568343747,8.61286849729104,9.02928722696825,8.32867492732795,7.7714894695006,8.57175264350355,8.06339508128851,9.18115225686557,8.57931593758001,8.47775826644389,8.44086916761087
"['2900026A02Rik']_S205: Phospho",8.56795607541547,8.72962074355304,8.05799172275918,8.89935692292311,8.62753388447279,9.12799432097639,8.4655664048094,8.01959072835788,8.73301532168596,9.27029532647204,8.7797193551434,8.7431513941125,8.38154295118458,7.49585502688717,7.85486838326024,9.29806256771902,9.40194612397654,9.53040633709907
"['2900092E17Rik']_S236: Phospho",3.24792751344359,3.95419631038688,4.35755200461808,3.75488750216347,2.70043971814109,4.49185309632967,3.75488750216347,4.20945336562895,3.64385618977472,3.52356195605701,3.64385618977472,3.75488750216347,3.64385618977472,3.85798099512757,3.95419631038688,3.64385618977472,3.75488750216347,3.64385618977472
"['2900092E17Rik']_S53: Phospho",9.91662592221124,10.5835529304665,9.43983088398139,10.2039597032395,10.1953722074027,10.333714426094,9.63571812033105,9.56510207836031,10.0423433797937,10.7452541419573,10.4204866128258,10.2708792953288,9.97369736630535,9.55170826162069,9.72366094440998,10.5211096436513,10.4650561678312,10.4152135987653
"['4732471D19Rik']_S623: Phospho",3.08746284125034,4.61470984411521,2.70043971814109,3.24792751344359,1.8073549220576,3.24792751344359,3.24792751344359,3.08746284125034,1.8073549220576,2.70043971814109,3.52356195605701,4.61470984411521,3.75488750216347,3.24792751344359,2.16992500144231,2.4594316186373,3.64385618977472,3.39231742277876
"['4932438A13Rik']_T3996: Phospho",9.95201316488949,9.61378946447258,9.85720347150817,9.56128794516483,9.48683502156305,9.33427328530719,9.42940674151398,10.3755825124905,9.73386271967854,8.76983784362944,9.74567432400213,9.75572215364228,9.09934781040319,10.0841440106151,9.88798213305845,9.80976812871041,9.42940674151398,9.51076416791789
"['5730419I09Rik']_S62: Phospho",4.35755200461808,4.28540221886225,5.71424551766612,3.85798099512757,2.4594316186373,4.7279204545632,4.49185309632967,4.6724253419715,4.04439411935845,4.28540221886225,3.95419631038688,3.95419631038688,4.61470984411521,4.61470984411521,4.28540221886225,3.95419631038688,4.20945336562895,3.75488750216347
"['5730455O13Rik']_S250: Phospho",11.990635833003,12.2096056691436,12.0256586729435,11.8953859398985,11.8055423643587,11.8147827150621,12.0578225412825,11.9634379983463,12.0537562225621,11.8515538584298,12.0452477345783,11.7700444002968,12.1239597105923,11.8083609154328,12.1381117763197,11.9044464645057,11.7475636302551,12.0075529346137
"['5730590G19Rik']_S1064: Phospho",7.26209484537018,6.8008998999203,6.876516946565,7.64745842645492,7.97441458980553,8.40726776424473,7.33539035469393,7.5274770060604,7.46352437327118,7.66888498426625,7.43045255166553,7.5274770060604,7.17492568250068,7.90989308377004,7.45532722030456,7.58120058192496,7.48784003382305,7.40514146313634
"['5730590G19Rik']_S599: Phospho",4.88264304936184,5.4757334309664,4.7279204545632,5.06608919045777,3.95419631038688,4.49185309632967,4.83289001416474,4.28540221886225,4.88264304936184,4.78135971352466,4.88264304936184,4.97727992349992,4.7279204545632,4.83289001416474,4.55458885167764,4.6724253419715,5.02236781302845,4.83289001416474
"['6330577E15Rik', 'LOC100048533']_S115: Phospho",11.532599438673,11.3660489506706,11.4545563439619,10.8853150610494,11.4322808972142,10.7760217152528,11.2212850178105,10.8967108157261,11.763004829586,9.8525295094042,11.5538692431961,12.1722712290547,10.9035053104239,11.0101784040205,11.4223276239746,10.873828574887,11.4080643199147,11.8211760562699
"['6430527G18Rik', 'LOC100045132']_S526: Phospho",5.14974711950468,3.08746284125034,2.90689059560852,5.89481776330794,5.65821148275179,5.02236781302845,4.12928301694497,4.28540221886225,3.95419631038688,5.10852445677817,5.06608919045777,5.06608919045777,4.35755200461808,4.20945336562895,4.4262647547021,4.97727992349992,4.88264304936184,4.83289001416474
"['8030462N17Rik']_S145: Phospho",8.17741953798924,7.75822321472672,7.70390357344466,8.90839262077375,8.95564990752837,8.46964181723952,8.1006623390052,8.13699111208023,8.04165915163721,8.57175264350355,8.5018371849023,8.61286849729104,7.90388184573618,8.04165915163721,8.09539702279256,8.65642486327778,8.68825030913318,8.59432460392485
"['8030462N17Rik']_S67: Phospho; S69: Phospho",4.4262647547021,4.55458885167764,4.49185309632967,5.18982455888002,4.78135971352466,3.52356195605701,4.28540221886225,4.35755200461808,5.02236781302845,4.04439411935845,4.6724253419715,4.61470984411521,4.7279204545632,4.35755200461808,3.08746284125034,4.4262647547021,5.18982455888002,5.3037807481771
"['9830001H06Rik', 'LOC639171']_S1376: Phospho",12.2733585292667,12.077316445881,12.1909049403465,11.7010898248172,11.7571816328167,11.6726463261246,12.0985256213795,12.3096184562831,12.0591754379151,12.0208063607243,11.6190736468177,11.5620038636516,12.1158564819151,12.1958335499556,12.0493380717519,11.6880317024139,11.6277618524026,11.9934691615992
"['A430005L14Rik']_S22: Phospho",12.2678108183672,12.8485251405418,13.1170748715162,13.2414618506676,12.8463718639616,12.9673163343857,12.991610417463,13.1203188889399,13.2843180563096,12.482429842443,12.5937412490017,12.8068516621924,12.8696902253126,13.2020472781326,13.5491228398215,12.3502485994448,12.3927199043104,12.9460838354559
"['A430078G23Rik']_S133: Phospho",8.69522829149575,7.83605035505807,8.51372759595244,7.78463484555752,7.33539035469393,7.5274770060604,8.23122118071119,8.21674585819531,8.10590850857116,7.59618975614441,7.86727873970966,7.66177809777199,8.42836017270429,8.65999589242998,8.24555270625568,7.47167521439204,7.46352437327118,7.43045255166553
"['A830080D01Rik']_S205: Phospho",11.4911014969165,12.0622148246591,11.9681267613563,11.4885933338354,11.5842578877446,11.6989216623398,11.8315051850853,11.9767431067343,11.8636055443214,11.6584346546976,11.4704046770656,11.4976023867835,11.8354583182366,11.8259525375237,11.8705573743264,11.6029307909152,11.5724633890837,11.5861360914805
"['A830080D01Rik']_S210: Phospho",11.194449079479,11.9496443565857,11.8919735190256,11.2541428468557,11.5000949496718,11.2333200827308,11.6103328019111,11.2285180977162,11.5719895976046,11.3108967487977,11.4764930773416,11.8334831056596,11.478011171176,11.1392315707194,11.4764930773416,11.6984876385577,11.4011461821535,11.8051392643167
"['AA881470']_S743: Phospho",7.21431912080077,6.15987133677839,6.05528243550119,6.70735913208088,6.38370429247405,5.53915881110803,6.53138146051631,6.76155123244448,6.56224242422107,5.8703647195834,5.96578428466209,6.34872815423108,6.60733031374961,6.56224242422107,6.8008998999203,6.07681559705083,6.03342300153745,5.96578428466209
"['Aak1']_S540: Phospho; S541: Phospho",9.2538474849874,9.13057056280543,8.88417051910844,9.1357092861044,8.79603960882977,8.54882190845875,9.07012094447682,8.7797193551434,8.96722625883599,9.01541505238669,9.04848687399234,8.86263735755879,9.05120894091477,9.04848687399234,8.7797193551434,8.93516504960369,9.00982861736811,8.91438513215544
"['Aak1']_T523: Phospho",10.5092801680879,10.1337844091799,10.3066313617125,9.84940510094776,9.69783635796238,9.80009098762499,10.288289342181,10.4120405145517,10.297489501161,9.80332391904149,9.68035952351371,9.81137469350994,10.115693952197,10.3592004851336,10.4455322190283,9.85096815098244,9.64475759251626,9.88493364794976
"['Aak1']_T537: Phospho; S541: Phospho",7.36194377373524,7.2240016741981,7.66888498426625,6.99435343685886,7.38801728534513,7.46352437327118,7.57364718749332,7.27146302790437,7.45532722030456,7.29920801838728,7.33539035469393,7.17492568250068,7.47167521439204,7.2807707701306,7.41362792902417,7.26209484537018,7.31741261376487,7.36194377373524
"['Abcc4']_T646: Phospho",6.74819284958946,6.91288933622996,6.67948009950545,7.07146236255662,7.5352753766208,7.39660478118186,7.2045711442492,7.00562454919388,6.96000193206808,7.0389189892923,6.88874324889826,7.27146302790437,6.98299357469431,6.91288933622996,6.93663793900257,7.17492568250068,7.2045711442492,7.16490692667569
"['Abcc5']_S43: Phospho",6.40087943628218,5.4093909361377,5.96578428466209,5.74146698640115,5.3037807481771,6.19967234483636,6.31288295528436,5.5077946401987,5.02236781302845,6.07681559705083,5.65821148275179,6.4178525148859,5.89481776330794,5.22881869049588,5.22881869049588,6.65105169117893,6.67948009950545,5.33985000288462
"['Abcf1']_S107: Phospho",7.00562454919388,7.0389189892923,7.40514146313634,7.19475685442225,7.51963625284321,6.90086680798075,7.07146236255662,7.10328780841202,6.86418614465428,7.51175265376738,7.2336196767597,7.27146302790437,7.07146236255662,6.91288933622996,6.78790255939143,7.43879185257826,7.39660478118186,7.43045255166553
"['Abi1']_S183: Phospho",10.9509203520301,11.2740869056344,10.9840623696864,10.4873376152072,10.4893462407191,10.5994479815287,11.1758613835653,11.3517674439599,10.8776675740679,10.6151698138436,10.4372319010395,10.3303567169579,11.0771495155897,11.32108251801,11.0150665332303,10.5665297826242,10.3907063728728,10.4225904338926
"['Abi2']_S301: Phospho",10.3202364452416,9.6838718686226,10.407798850222,9.95055589704751,9.88950396341148,10.2221911384563,10.4413880293467,10.4731983836775,10.1337844091799,9.65194861072345,9.97369736630535,9.79522796602868,10.6087168540206,10.9589151560913,10.2161395564251,9.48280795672667,9.92851837525789,9.31174831500496
"['Abl1']_T734: Phospho",8.70908381255034,9.47674620393947,9.14593214582051,9.83683935974872,9.64655871015455,9.71166697356435,9.52845411076479,9.54399845013454,9.43567026093655,9.29347164883813,9.51668494930961,9.21067134378562,9.56890615450208,9.36522884925154,9.25620868852739,9.09407768567191,9.52258153125483,9.73047013718422
"['Ablim1']_S475: Phospho",6.67948009950545,6.99435343685886,7.7176764230664,7.82336724004623,7.66177809777199,7.66888498426625,7.31741261376487,7.37937836707126,7.5274770060604,7.48784003382305,7.36194377373524,7.4797802640291,7.44708322620965,7.51963625284321,7.2807707701306,7.48784003382305,7.38801728534513,7.43879185257826
"['Ablim1']_S496: Phospho",8.20212382383046,9.14593214582051,8.35535109642481,9.75238064655289,9.79685079526716,9.4948555844912,8.63481105017172,8.91737207947684,8.70217268536555,9.55937709052668,9.35204342579543,9.58402294025754,8.30149619498255,8.43254190038826,8.91438513215544,9.75905593916017,9.59712142878957,9.74735382947806
"['Ablim1']_S738: Phospho",10.7834075421735,10.4236411950759,10.8301190254445,11.2152296257479,11.1551344548578,11.035830072835,10.7274950690254,10.7874944996968,10.3799198176465,11.3720488252728,11.0990189910192,11.0697853949833,10.9095181142966,10.7644569636199,10.9184905922923,10.9377416200771,10.9501913499727,10.9690267021508
"['Acin1']_S1003: Phospho",17.5609335832414,17.4475312537361,17.400400003328,17.0871779289162,17.1539824248277,17.2992840512786,17.5440550685229,17.7320183299303,17.2858401701449,17.4135328986711,17.0283215838499,16.9468663056226,17.4286995731143,17.5788480761089,17.3474094260265,17.343441655887,17.1477862511192,17.1080394340315
"['Acin1']_S387: Phospho; S391: Phospho",6.60733031374961,5.76818432477693,6.09803208296053,5.62935662007961,4.04439411935845,5.59991284218713,5.71424551766612,4.61470984411521,5.5077946401987,6.15987133677839,5.91886323727459,5.74146698640115,5.53915881110803,5.5077946401987,5.22881869049588,5.71424551766612,5.79441586635011,5.8703647195834
"['Acin1']_S389: Phospho; S391: Phospho",5.3037807481771,4.61470984411521,5.79441586635011,5.02236781302845,6.03342300153745,3.08746284125034,5.02236781302845,3.39231742277876,5.02236781302845,5.4093909361377,5.53915881110803,5.2667865406949,4.88264304936184,3.95419631038688,5.06608919045777,5.06608919045777,5.14974711950468,5.59991284218713
"['Acin1']_S391: Phospho",4.04439411935845,4.28540221886225,2.90689059560852,5.14974711950468,3.39231742277876,4.4262647547021,4.04439411935845,3.85798099512757,3.95419631038688,4.20945336562895,4.04439411935845,3.95419631038688,4.04439411935845,4.04439411935845,3.95419631038688,3.95419631038688,4.12928301694497,3.95419631038688
"['Acin1']_S468: Phospho",11.3131664759772,11.7921802322548,11.735344469539,10.8676648483807,11.0481462542196,11.035830072835,11.5228266999258,11.6231956354529,11.8445096261422,11.1385917946375,10.7719020806977,10.8898841703028,11.4296682651331,11.8655399707857,12.0075529346137,10.6031626795344,10.8745971924016,11.0275604822488
"['Acin1']_S479: Phospho",13.081733075304,12.8485251405418,12.699464008514,12.3380399331079,12.3419357268866,12.2780137961182,12.6804694138318,12.8426449814299,12.6122925941095,12.527110421116,12.4300604616941,12.4942305812146,12.5953740487372,12.7535301627812,12.7164979693975,12.6035104425928,12.3800551485449,12.5327211799532
"['Acin1']_S657: Phospho",11.0664256006356,11.0115767031762,10.693922488081,10.9826371336694,11.0717975222842,11.0261775968892,10.6666678406904,10.9726208620587,10.4792750302502,11.2966294742855,11.2128003344294,11.2291192206586,11.0038692319791,10.7661147575867,10.7452541419573,11.2060986139958,10.9726208620587,11.1500645790815
"['Acin1']_S710: Phospho",9.69783635796238,9.69261550169458,9.31628153174622,9.83209884603913,9.83526091862749,10.3269911749008,9.92258440271366,9.80493767205191,9.50084187955693,9.52061868055628,10.111787735801,9.84627391134991,9.84313591111135,9.82097669262124,9.58025856749979,9.53235592528885,10.111787735801,9.83209884603913
"['Acin1']_S825: Phospho",7.65463602852797,8.11634396123747,8.54496443278924,8.36413465500805,8.1006623390052,8.41151098801207,8.14720492494223,8.06339508128851,8.211888294546,8.23601419190008,8.16741814583174,8.36850646150769,7.95128471496697,7.84862294042934,8.36850646150769,8.45327063401062,8.43254190038826,8.12670447284319
"['Acin1']_S838: Phospho",12.2513344646589,12.3808668674565,12.178197984585,12.0284241129485,12.2663473418359,11.9489147093122,12.3612584404646,12.0277332497528,11.7745811808936,12.3285346896568,12.3924515957657,12.1741454677605,12.2604785448039,12.0574841187989,11.9583714609499,12.2707333252734,12.2274655295017,12.2698571946549
"['Acin1']_S980: Phospho; S982: Phospho",10.7418882727353,11.9349808326538,11.1652210682209,11.0963857344527,11.4906002130196,11.107544031976,11.4286218860911,11.076481601207,11.6744129818371,10.9501913499727,11.0603581826421,11.3611213347348,11.2452555803066,10.5152070304088,11.1999790076159,11.4941055480611,11.1192653831758,11.9309220971253
"['Acot1', 'Acot6', 'Acot3', 'Acot4', 'Acot5']_S56: Phospho",7.14465824283188,7.44708322620965,7.66177809777199,8.09011241966429,7.89178370321831,8.15734693536284,7.67595703294175,7.41362792902417,7.06069593168755,7.76487159073609,8.30606168942834,8.17242750864548,7.00562454919388,7.06069593168755,7.04984854945056,8.06877827798541,8.58308276750293,8.62021982550749
"['Acss2']_S30: Phospho",15.5204498733968,14.3611556123888,14.9830158493346,14.1535124488824,14.1265028298612,13.5310768052431,15.1748671810291,15.2309773602504,15.0458662899399,13.7827423166476,13.6060002943781,13.8263002048044,15.1377316485167,15.0830429624424,15.0720697822421,13.7830493819289,13.8205280236576,13.7864227935381
"['Acta2', 'Actc1', 'Acta1', 'Actb', 'Actg2', 'Actg1']_",12.1287998908454,11.7374586185705,11.7157475428314,11.644982855229,11.444756089695,11.3936585914548,11.6699922796164,11.8824520018821,11.5471355318309,11.6867193660218,11.5889488203147,11.6858438114261,11.9342437295386,11.8207773014191,11.8103708001837,11.5035773187027,11.4995967814898,11.4936053070571
"['Actl6a']_S233: Phospho",11.720030446499,11.9720823085625,11.7563478255166,12.061202407045,10.9812104882717,11.6404709045901,11.8972782474113,11.9785317197094,11.8778592561303,11.4981012439949,11.4080643199147,11.4586629328678,12.0561296344455,11.896521622225,11.9426977628868,11.4070021479242,11.4369717450491,11.3872095807196
