PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12
CG10391:Cyp310a1:mRNA	-0.0215512729595727	0.00395201255751424	0.0120901658296148	0.00223859204595935	0.00045798037477013	0.00293170920243738	-0.00432794106048374	-0.0110762021289594	-0.00160923048375132	0.0161960530982258	0.0239150820386087	-0.00578820233948696
CG10392:Ogt:mRNA	0.000998349383873969	0.000928035623007206	-0.00242977205817246	-0.0089315615466571	0.00322502537097129	-0.00088172609416611	0.000117180868988087	0.00159014221662455	0.000307894519041285	-0.0019492951689172	0.00391487434527616	0.00330663000477837
CG10396:CG10396:mRNA	-0.00467212202313812	0.00179229497085032	-0.00647587603824938	0.000720425925056183	0.00546890388251481	0.00191345889211596	0.00242755271739017	0.00268702345532603	-0.0019563015864849	0.000879468862065927	-0.000756709093107931	-0.00482255846595747
CG10413:CG10413:mRNA	-0.00448544523719186	-0.00055386980285413	-0.00067178121658938	0.00718515441609427	-0.00379266633261214	-0.0114468018257002	0.00177556712600323	0.00440621374257038	0.00492496660742727	-0.00307562194550033	0.0130256542635243	0.00643905027428525
CG10414:CG10414:mRNA	0.00335676964603909	0.000802802104393386	0.00141693076954342	0.00427457846270341	0.000302467499238444	0.0091036628146268	-8.3736668015612e-05	-0.00103834542049349	-0.00772113055632258	-0.00304896078222284	-0.00946850349159073	-0.0162986501868667
CG10417:CG10417:mRNA	0.00356331087468123	-0.00184722190414644	-0.00322931086216177	0.00121187587471985	-0.000479837776392218	-0.00568200444267347	0.00165520636223618	-0.00636324153822072	0.00780343712952561	-0.000247677611771778	-0.000663972917965962	0.00978274768141557
CG10422:bam:mRNA	-0.0185363317819623	0.00864933459400817	0.033235257327947	-0.00591433610664648	-0.00430967963191361	-0.0022074847883042	0.0195426609896395	-0.0195797814559863	0.0183464944152535	-0.00157595648120542	0.00561172749649086	-0.00609258640315373
CG10426:CG10426:mRNA	0.00252943377045284	0.0027637878143172	0.00583076019895341	0.000316410422654642	0.000690516137328546	-0.00161108873782127	-0.00122217269983462	-0.0045988243521407	0.0110034339670469	-0.000515000240329602	0.00269653192032104	-0.00783892429647853
CG10435:CG10435:mRNA	0.000208480775557941	-0.00187075363541	-0.00102037198194164	-0.0045605490323217	-0.00353788804535992	0.000674286094128329	2.64696436727992e-05	0.00105840138884316	0.00355895142403844	0.000516714342630807	0.00535785004135499	0.000107178923007294
CG10444:CG10444:mRNA	-0.0151112425897907	0.00601118435545897	-0.00704524002600645	-3.85253375651826e-05	-0.0156955422413507	-0.012596663368839	0.0133631724377798	0.00368473645289115	-0.0107318039458105	-0.00304200133199079	-0.00704951544644745	0.0123077226726433
CG10446:Side:mRNA	-0.00319925680886961	0.00162207701980926	-0.000962798245789151	-0.00154149267921065	-0.000628480700756243	0.00101109968223502	-0.00229227722364728	-0.000703096314962	0.00135348799359654	-0.000188240736631968	-0.00121331017786728	0.000765598276732237
CG10449:Catsup:mRNA	0.000635007644517146	-0.0033749772191133	0.000484691540239993	-0.00729320994260083	0.00121581488331966	0.00534078079092535	0.0018341549755616	-0.00139565205860295	-0.0102268082729014	-0.0157375346358894	-0.0180630003154433	0.0123352201421863
CG1044:dos:mRNA	0.00757054574989223	-0.00229818583537268	0.00320379533756604	0.00924103143810198	0.00435108956190369	-0.004247246357636	-0.00014395649584403	-0.00360426177017746	-0.00203258992268212	-8.40248546174434e-05	0.000329085276390963	-0.0192164771850779
CG10463:CG10463:mRNA	0.00065798900101023	0.00444218287261518	0.00268310745199273	-0.000823549004662992	0.00813203905527239	0.00302051252610296	0.00408103655631991	-0.0086948758607827	-0.00722803129424357	0.00391975354018867	0.018207289829928	-0.00895105717353341
CG10465:CG10465:mRNA	-0.000844249174767431	-0.00230349658566776	-0.00306830203596961	0.00120351585728938	-0.0011155603151424	-0.00297754789361437	-0.00585840352022899	-0.00763300780125203	0.00137059036957182	-0.00833529241565843	-0.00666134020658023	0.00623375910771628
CG10466:CG10466:mRNA	0.000838527422412617	0.00488437824987235	-0.00366021563025603	0.00526539833688608	-0.00033755570772825	0.00443231321232003	0.00498642161307682	0.00062798224099867	0.0128060407028926	0.00143422533654832	-0.00174202503448879	0.00491198205741377
CG10470:CG10470:mRNA	-0.00159571516688461	0.00284960445936501	-0.00100056602549238	0.000303325644766298	0.00201550782656237	-0.00579169033947008	-0.00252713666371908	-0.00421118943283876	0.00194802070702799	0.01679248095815	-0.000502023249834893	-0.00286665748961671
CG10473:hkl:mRNA	0.00793261385201064	-1.06581459641098e-05	-0.00167035842845435	-0.00615017979351552	0.00246503892801565	0.00642079668441661	-0.000817715247927013	-0.00731573672520251	0.0124658587743202	0.00327079533788763	-0.00445828281291223	0.000409562813329482
CG10479:CG10479:mRNA	0.00460194518460879	-0.0322210848822896	0.0158941245761688	-0.00677948544288738	0.00648972492737816	0.0161116665623155	0.031578678478605	0.00284968301601862	0.018330268072292	0.0235878433341483	-0.0246754809890903	0.0100726047959828
CG10488:eyg:mRNA	-0.0107561803235043	-0.00105829135866821	-0.00781731789387019	-6.22063257019163e-05	0.00957914543507589	0.00752868479153213	0.00898559916670328	0.00169914517448226	0.00724375931652576	-9.22496698288615e-05	0.00499053127616683	0.00339358135159194
CG10489:Pole2:mRNA	0.0125550117103277	0.00535006724684331	0.000147944265664677	0.00740645840474938	0.000905489962908844	0.0206698959408253	0.0110063637701594	-0.00127930981139711	-0.00756010869567625	-0.0121506100305288	-0.0166636687280579	-0.00517467610117394
CG10493:Phlpp:mRNA	0.00301765660965873	0.00100113444991921	-0.00101241344656538	0.00715413080114077	0.00171860728867208	-0.00348417766462361	-0.00294085665190796	0.00306209883712118	-0.0048555551174394	0.0151495690033356	0.00597725026014382	-0.00141169417477324
CG10494:CG10494:mRNA	0.00452556069886564	-0.00740683750123436	-0.000547414575284042	0.00865809982405211	0.00307789498940321	0.0053002331563421	0.00311770049524042	-0.00900736984004161	-0.00113385720052738	-0.0114655636045279	-0.0107408401460657	-0.0018020120194602
