row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CG10318	344.063400580707	0.197121524997783	0.0884855950225045	2.22772446687677	0.0258988944192663	0.0591566829180735
CG10321	1469.79730073525	0.321046657106331	0.0699177159755413	4.59177838730658	4.39484907961066e-06	3.24926554823445e-05
CG10324	243.769418038116	-0.103957807936193	0.0819620598339415	-1.26836499896191	0.204667634894577	0.313518763182484
CG10326	2011.99360682332	0.0164131801700111	0.0668696662474097	0.245450307906193	0.806107779970468	0.865239435088989
CG10328	832.864097799131	-0.0161112774005951	0.0635444136148488	-0.253543568727342	0.799848197750147	0.861258701947831
CG10333	1300.97975602127	0.0988344168121623	0.0508973984698296	1.94183631744456	0.0521569187683969	0.104866006063676
CG10337	378.909537257781	-0.416623283831663	0.139053091863453	-2.99614541646279	0.00273416014416713	0.00880728052092847
CG10338	405.266779201103	0.247170714018468	0.0984710793214685	2.51008433868745	0.0120702329818721	0.0313482176247141
CG10340	370.133046802796	-0.313875622994576	0.0774429795399599	-4.05299001741816	5.05671609453302e-05	0.000277860300890675
CG10343	255.299644103332	0.0455009344157638	0.0834763513344222	0.545075745266805	0.585701423523836	0.691523659738802
CG10347	563.545617335293	0.0623490776511369	0.0658689121095	0.946563039442464	0.343861485255316	0.466742301904029
CG10354	1290.09294614116	0.156484155482483	0.0551599440984002	2.83691649874281	0.00455515233238275	0.0136594633756583
CG10360	3652.57010175378	-0.358313481851158	0.157331373002153	-2.27744457455574	0.0227596908542777	0.0531448109189538
CG10362	6.02623943815987	-0.167159262947557	0.345934399816498	-0.483210871876942	0.628946016661096	0.72592324234713
CG10363	4480.60282546297	-0.428487359124948	0.178338156403102	-2.40266787415043	0.0162759621443165	0.040424063114334
CG10365	555.178786735697	-0.170526806258098	0.26914450682837	-0.633588284106579	0.52634954875676	0.640871174898707
CG10371	91.3181065561835	-0.123867083014471	0.155313693867116	-0.797528408025955	0.425144211000267	0.547712638139971
CG10372	1371.28777320932	-0.09340086134615	0.0662023977402789	-1.41083804415324	0.158292373909653	0.255442251825172
CG10374	119.509054313119	-0.707758921970592	0.21043023794608	-3.36338982875621	0.000769915599674667	0.00295393544050264
CG10376	1413.30158837238	-0.0178778021062813	0.0904173255871169	-0.19772540262824	0.8432599136514	0.892713665410076
CG10382	429.845905176119	-0.534411152246799	0.184504647729547	-2.89646444587215	0.00377393403467702	0.0116148489737055
CG10383	1210.30995538559	0.0141549101204575	0.172009983326834	0.0822912126766615	0.934415141989537	0.957304461677077
CG10385	2344.10324106004	0.351510748844003	0.0661674924684057	5.31243871772601	1.0816780761838e-07	1.24032419402409e-06
CG10391	55.9070317620083	-0.736174457076567	0.297415970614621	-2.47523512458068	0.0133148486022485	0.0340092441581352
CG10392	3606.23978217938	-0.0236481642680306	0.0464349303815047	-0.50927532514294	0.610559251014341	0.711200885796925
CG10396	9.25835537796986	-0.798278932281145	0.362814265813979	-2.20024130112468	0.0277897794522706	0.0626593196851097
CG10413	912.342197096218	-0.315900055085475	0.0644297123993436	-4.90301823989973	9.43752173330236e-07	8.43239508498596e-06
CG10414	344.243628845211	0.214889129343971	0.067388937938298	3.18878937579824	0.00142869933692591	0.00505198725966509
CG10417	4858.34594633217	-0.0718474769725767	0.0757499976678626	-0.948481573393612	0.342884349125011	0.465735644952619
CG10422	42.8378506389896	-0.699789474438512	0.302791875996047	-2.31112367905025	0.0208260244127063	0.0493116983236963
CG10426	176.909860210149	0.189330230074319	0.0964326146982926	1.96334228483458	0.0496064152254576	0.100625741253954
CG10435	338.761998901228	0.034129501665938	0.0577221224192017	0.59127246600663	0.554337875086822	0.66447653771091
CG10444	570.724301817994	-0.627052010260146	0.169817286362893	-3.69250989513611	0.000222051698224812	0.00100707625921263
CG10446	6.65602803533426	0.163603734237855	0.375752146964543	0.435403325195886	0.663269697177491	0.752690969683805
CG10449	1478.36239075528	-0.0341682297178235	0.0581352496448532	-0.587736870944159	0.55670892308354	0.666705010881444
CG1044	1037.53755672078	0.233175974843458	0.0662234562043814	3.52104810301386	0.000429844632643451	0.00178323141599843
CG10463	378.718738027397	-0.00654907390467875	0.0983956340053301	-0.0665585823078694	0.946933119121173	0.965575202898055
CG10465	1500.97306654539	-0.182029138382231	0.0509240687771916	-3.57452070804994	0.000350870043703029	0.00149814113273855
CG10466	102.896405467735	0.0984067732191503	0.119704829508559	0.822078554584248	0.411032189994821	0.534289097959902
CG10470	200.598911737289	-0.259424212172045	0.100047812012591	-2.59300235510793	0.00951421190679365	0.0256147536155732
CG10473	2751.26710416271	0.340347211642162	0.0669294528143327	5.08516351667046	3.67309479644417e-07	3.69172350213727e-06
CG10479	254.017700774161	-0.0110606308040922	0.315670979201077	-0.0350384784565412	0.972049058327583	0.98184295138653
CG10488	8.20057353078127	-2.45397786017353	0.39664335473478	-6.18686240644171	6.13734893325792e-10	1.32578371743079e-08
CG10489	165.603772429663	0.971894551117425	0.140360876719916	6.92425534685707	4.38274752613373e-12	1.5917580258261e-10
CG10493	11.106070141332	0.896926608185658	0.309688767855296	2.89621937016699	0.00377688277362953	0.0116160807572223
CG10494	146.889125596728	0.0543044224259351	0.113184921413214	0.479784954991322	0.631380311914753	0.727735860843961
CG1049	1153.6585137014	-0.163882047369282	0.113819891231665	-1.4398366190293	0.14991362823924	0.245193457541742
CG10501	16.6353140600756	-0.195638812284973	0.379044322616433	-0.516137033617954	0.605758704120535	0.70743477007494
CG10512	74.57869096688	-1.86439284903708	0.277875614164102	-6.7094511141091	1.95357851441967e-11	6.29286987189035e-10
CG10516	148.939651111881	0.200357872140164	0.101693222953229	1.97021852903917	0.0488133308669861	0.0993260966892933
CG10522	4939.55316918693	0.623107785260628	0.0930524079190036	6.69631016752415	2.13747799892124e-11	6.76571161047431e-10
CG10527	778.539440158978	-0.0980718378306692	0.168021405308847	-0.58368657047237	0.559431204153056	0.668647549109645
CG10535	2043.64923717668	0.0069481450477662	0.0969319976813749	0.0716806133574741	0.942856084768339	0.963295747520138
CG10542	1789.56501309378	0.399572148064018	0.0706800003497849	5.65325616987258	1.5743639336554e-08	2.26370688000042e-07
CG10545	3387.81139739308	-0.166442756640776	0.0584098483034663	-2.8495666651286	0.00437788300819631	0.0131973483805283
CG10561	79.1542222107148	-0.324955802289409	0.121024852966215	-2.68503364660251	0.00725225049352218	0.0203294943108697
CG10563	126.920804424633	0.00574291669783791	0.102797594253919	0.0558662558157967	0.955448352787193	0.971328388103675
CG10572	306.631790259374	0.25211406299774	0.0794668549953414	3.17256877741695	0.0015109676579908	0.00530229908703431
CG10573	191.261980737637	-1.25482251891517	0.341927411665701	-3.66985060601694	0.00024269226253823	0.00109145666763616
CG10580	1308.45545827508	-0.711649922683103	0.133191633088428	-5.34305275925723	9.13941479753151e-08	1.06677215485656e-06
CG10583	118.831168755799	0.234806215546239	0.105070850799837	2.2347417362552	0.0254343088881562	0.0582702161852225
CG10593	109.594752945832	-0.146745274297731	0.265703909487747	-0.552288728384323	0.580750551900356	0.687102145505989
CG10596	127.861622090837	-2.91567192889084	0.360250034460901	-8.0934674531094	5.79897954005135e-16	4.94051378384188e-14
CG1059	8407.47911908526	-0.0117658375283839	0.0448688678362638	-0.262227198852442	0.793146285224504	0.855834818638674
CG10601	117.49164014818	-1.86478326617313	0.370954557869611	-5.02698572267871	4.98249432984702e-07	4.84226208005175e-06
CG10605	38.0546369423272	-0.276710032133152	0.373260655374559	-0.741331903453579	0.458492222237772	0.579455857191118
CG10610	24.4152087430524	-0.15117823835289	0.2119356733842	-0.713321339153846	0.475646935784025	0.594135032420824
CG10619	57.4562753349382	0.0841460379365093	0.39840808465193	0.211205648625388	0.832726803209207	0.884232677700073
CG10620	1029.74528866983	-0.771339120915678	0.148421950301595	-5.19693427655617	2.02601952268142e-07	2.17540565003108e-06
CG10626	8.4841354367084	-1.75102409725729	0.379704806534976	-4.61154051020946	3.99695741837895e-06	2.98657900212643e-05
CG10627	657.248117863117	-0.0694275619434978	0.0728328491635484	-0.95324517358364	0.340465863174708	0.463098598731817
CG10628	221.652000536869	-0.153343975401509	0.0855321162034953	-1.79282335347202	0.0730011740659159	0.137524013801382
CG10631	1945.51648243675	0.208399598165451	0.0775842766470683	2.68610609226226	0.00722901309082135	0.0202964753201127
CG10639	306.255827475483	-0.351365095081137	0.178346579779579	-1.97012522199973	0.0488240209404087	0.0993260966892933
CG1063	1220.25830595964	0.145276136774846	0.0780564378396959	1.86116790357765	0.0627204694229637	0.121676909823311
CG10641	2354.78955855223	-0.263824241871997	0.241899881948371	-1.09063402489921	0.275433951626747	0.393983352115083
CG10642	530.468600411191	0.227909344980433	0.0909926779200727	2.50469983068997	0.0122555353144119	0.0317480704535889
CG10645	383.220947249111	-0.337975200813696	0.229859474711115	-1.47035575208922	0.141465428657884	0.234899607949958
CG10646	169.741473921879	0.123961465690715	0.0866626151801782	1.4303914719512	0.152604694506391	0.248374289434075
CG10653	838.271381648174	0.123840239309709	0.0550155806431762	2.25100304062808	0.024385344795268	0.0562276120312147
CG10654	21.7814301914114	0.76161552403721	0.272680514802413	2.79306911456099	0.0052210535269741	0.0153483147216691
CG10655	250.811473972942	-0.0792307158465864	0.0925334396668009	-0.856238740631327	0.391865737954677	0.514510739909957
CG10657	32.5788617365112	-0.755865494404022	0.338265324152783	-2.23453437415484	0.0254479334145218	0.0582702161852225
CG10667	785.413581266754	0.492122934626882	0.102847515945401	4.7849763808407	1.71007441140977e-06	1.43018700315702e-05
CG10670	265.806237130204	0.48135733188906	0.104757721096081	4.59495803128029	4.32836376092599e-06	3.20530983303017e-05
CG10671	164.855736075709	-0.288772019076061	0.111651858426142	-2.58636106148724	0.00969952661500458	0.0260093670709055
CG10683	11.0116932118539	0.526577537426283	0.327496384393827	1.60788809440123	0.107859689786471	0.189049977330026
CG10686	2819.63720338595	0.143082914398182	0.0606279595037146	2.3600153389529	0.0182741794390625	0.0445540036818651
CG10695	1372.93860750819	0.119168976641996	0.0834746695719223	1.42760644939504	0.15340516623993	0.249187721925017
CG10704	6.20225577331781	-1.15763325930043	0.392342181279664	-2.95057048295111	0.00317187665168441	0.0100060133735709
CG10712	2540.11814526098	0.412600030117464	0.078553729544586	5.2524562806821	1.50084096503859e-07	1.66646360990156e-06
CG10741	988.77380577945	0.0393071454194568	0.0884194150743744	0.444553330129966	0.656642580705412	0.747403391897932
CG10743	1377.23704591221	0.0304908264293628	0.0618750970979133	0.492780259901864	0.622167860173741	0.720854373836276
CG10753	441.382026383345	0.0836939539779186	0.142586293013089	0.586970544007591	0.557223489857642	0.667020797035965
CG10776	89.3615732981785	-0.686121655462142	0.310774682101113	-2.20777848061287	0.0272597188749357	0.061723695296551
CG10777	4285.5243259924	0.242980985007064	0.0676882172480991	3.589708739358	0.000331047647927166	0.0014255221343902
CG10778	123.10231448525	-0.271047454495896	0.153467104809425	-1.76615995220919	0.0773690176918471	0.144143871914751
CG1078	1300.67612925621	0.173843803416403	0.0508498068412304	3.41877018253383	0.00062904831744471	0.00247385869794046
CG10795	102.053725890439	-0.591098991117704	0.105835785800919	-5.58505789553624	2.33622372985083e-08	3.17865903303286e-07
CG10798	6854.78798890723	0.0291031021216258	0.0996156096040372	0.292154033261534	0.770168855248368	0.838211471399728
CG10799	43.5697158694155	-2.84383213291861	0.396523793128962	-7.17190792128256	7.39596830648931e-13	3.050753261627e-11
CG10800	336.930693644711	0.291348591804854	0.138247083621943	2.10744837555916	0.035078732101168	0.0761013140966795
CG10802	512.830384403677	-0.616860448007991	0.188578926277735	-3.27109958776355	0.00107130177444858	0.00394425968330906
CG10803	820.224575390534	0.145255037468031	0.0847565274752899	1.71379174908245	0.0865669792810281	0.157986903528699
CG10805	1183.13483997982	0.102452282869952	0.0774920798436242	1.32210005302086	0.186134836149254	0.291097129239424
CG10808	228.345468782716	0.167882554303225	0.257345907178526	0.652361469991289	0.514168014052812	0.6292328656337
CG10814	19.7258214082322	-3.06350307035023	0.382908283754908	-8.00061842566747	1.23795863949727e-15	9.94257412051886e-14
CG10837	6265.45300177164	-0.179689002802568	0.115554829450881	-1.55501075685417	0.119943507473871	0.205875543990173
CG10849	595.390259791368	0.227749870943075	0.0717733976977781	3.17317945434434	0.00150779296234057	0.00529469978609268
CG1084	3209.80755317916	-0.835744207143918	0.148757780699613	-5.61815458131589	1.93007787442031e-08	2.69442418119687e-07
CG10850	209.679248735368	0.114596549911828	0.0965387933060068	1.18705181603609	0.235207182565436	0.349665472320045
CG10864	29.972903420148	-1.19412448596269	0.271683030366025	-4.39528550735727	1.10627253621785e-05	7.34506951213543e-05
CG10877	106.899165626629	0.588446055100569	0.178373462204563	3.29895516871072	0.000970454084687513	0.00361826561800056
CG10882	1494.13491968	-0.115154941837489	0.0582126797330854	-1.97817627303008	0.0479088244278868	0.0979230590772681
CG1088	7500.53418561888	-0.408884889906942	0.0778855345647661	-5.24981811053671	1.52249467133586e-07	1.67935154337304e-06
CG10907	299.803378481019	0.15195212129236	0.0814798761487303	1.86490368511352	0.0621949058175361	0.120940435459185
CG10914	148.069210976408	0.0808649769668598	0.108157803494333	0.747657352075357	0.454666861630204	0.576168037317919
CG10915	993.30939074414	0.205602656509424	0.068894310568891	2.98431981990488	0.00284209534190624	0.00911309923911968
CG10916	524.364295083028	-0.177011119276721	0.139399297030246	-1.26981357185979	0.20415104514624	0.312885159306174
CG1091	1440.82319667512	0.305485331499384	0.10745071838324	2.84302735333813	0.00446872350408227	0.0134179458047477
CG10923	1979.5830358159	0.476115711591197	0.0875032537142652	5.44112008847025	5.29466060000858e-08	6.62996236671404e-07
CG10932	570.356221759964	-0.0250634249812497	0.0853317705773699	-0.293717390506093	0.768973864459481	0.837410793025042
CG10936	17.9630716012977	-0.128024923889228	0.267550520890697	-0.478507473889503	0.632289056051141	0.728599043731791
CG10939	87.2757861530478	0.041919136769324	0.241371075124043	0.173670920377602	0.862124092366449	0.906264209641669
CG10949	259.297363739477	0.154689600755671	0.0822847039912366	1.87993142409731	0.0601174245379905	0.117780021940323
CG10951	6.77050193728741	-1.01581225524372	0.359092166233982	-2.82883435162943	0.00467178728900632	0.0139632829267481
CG10954	2787.86574511396	-0.192120071704393	0.0929308168291893	-2.06734513113682	0.0387016444720393	0.0826432931518778
CG10955	977.598685001322	0.0786877996050151	0.050739223538688	1.55082782346909	0.120942950911544	0.207200890905776
CG10960	1583.67471046087	-0.50878873111543	0.288764972098776	-1.7619475361485	0.0780781620052529	0.145168371372606
CG10962	149.440473664357	1.38177327551313	0.2976098468264	4.64290173946812	3.4354976042067e-06	2.62721110056371e-05
CG10970	76.0041523346684	-0.739302637068186	0.194575192360326	-3.79957294709544	0.000144945643843029	0.000692881221433167
CG10971	1611.53788499576	-0.186966261432694	0.071969705211122	-2.5978467034738	0.00938103637689027	0.0252743141035671
CG10973	216.815773906829	-0.0525277556033529	0.100901447730639	-0.520584756559469	0.602656070510429	0.704967629766851
CG10975	2759.79125954315	0.315881550017039	0.0676532431487495	4.6691264943871	3.02483098023943e-06	2.35678283896262e-05
CG10979	1361.69157592252	-0.0705938527913438	0.0995274073601305	-0.709290583004003	0.478144171025165	0.596110812782468
CG10981	181.930866043185	0.0789933427947312	0.108898788905291	0.725383115724374	0.46821702835069	0.588239585232207
CG10984	1038.20105465203	-0.0692980623124777	0.0458493877611321	-1.5114283024565	0.13067936295149	0.220728751651988
CG1098	944.607143532735	-0.0868936943734915	0.0648000783806219	-1.3409504516815	0.179936540213658	0.283396942050399
CG10992	615.959312716007	-0.547162751542157	0.111801292961034	-4.89406461276669	9.87743860157198e-07	8.74201264970196e-06
CG10997	5215.30895553178	-0.183007054266837	0.122462311671763	-1.49439490214224	0.13507243322998	0.226387258930777
CG11010	8.45213002430173	-0.64250093533665	0.300493098702014	-2.1381553789819	0.0325041345260949	0.0713478666842959
CG11015	421.207172688672	-0.186132176591507	0.086318035643912	-2.15635324880838	0.0310560922808816	0.068668577951898
CG1101	1938.76454695092	0.185809911650983	0.0711295631840349	2.61227404377886	0.0089942125456727	0.0244166889715165
CG11025	118.023600753409	0.102703647289022	0.105547294018106	0.973058080213818	0.330524436776801	0.4528875342939
CG11027	1014.70517930717	-0.391843735430398	0.0526047434577628	-7.44882893963765	9.41723793632032e-14	4.96228560852578e-12
CG11048	10.0020241596723	0.146862326926706	0.313823006862889	0.467978203366302	0.639800177019426	0.734654038759175
CG11051	82.5482150960342	-1.6845848622731	0.393912768926125	-4.27654291803124	1.89817976137229e-05	0.000117953692601703
CG11055	806.346728923466	-0.0441719898806484	0.0976706214173487	-0.452254621089187	0.651085562990364	0.743585065424725
CG11059	3829.69416218355	-0.41549141791092	0.0603198138182012	-6.88814158417624	5.6525939430176e-12	2.01285337439642e-10
CG11062	28.6282803796473	0.596390838227055	0.265271024594004	2.24823212086517	0.0245613924818985	0.0565693920831195
CG11064	424.324482952586	-2.11743801024832	0.369416696423247	-5.73184165943149	9.93459935053357e-09	1.51444494447264e-07
CG11066	746.186971839137	-1.34249466612255	0.222484918208959	-6.03409290359931	1.59858081610776e-09	2.98620137697507e-08
CG1107	730.999156244582	-0.14542378283881	0.0675476548885919	-2.15290646401657	0.031326030380604	0.0691950794644017
CG11084	41.9826423900257	-1.88498853970146	0.310882989679454	-6.06333766168757	1.33325346938648e-09	2.57498699723033e-08
CG11094	299.586307121386	-2.16147511296082	0.392620684117852	-5.50525023361229	3.68644265952048e-08	4.78712411455679e-07
CG11095	64.9017079765903	0.106824580831783	0.163151108557754	0.654758535054436	0.512623231326233	0.627932461269812
CG1109	784.062926626112	0.198060969129072	0.0593190038138423	3.33891259790263	0.000841070229735812	0.00319200508504233
CG11101	14.8987538451598	-1.49128883634822	0.338727900005799	-4.40261589412237	1.06953423489736e-05	7.13231461984222e-05
CG11103	44.4490262072955	0.324542799493267	0.190979178347915	1.69936221477523	0.0892509567921488	0.161912780520841
CG11107	1240.49433509179	0.221611235655643	0.0613142030650696	3.61435400897991	0.000301097420411213	0.0013133033896979
CG11109	144.237418057004	-0.12145670044266	0.0907985775310274	-1.33764981506627	0.181010617492354	0.284842532204436
CG11115	159.996016869901	0.0228839627538885	0.110054589023034	0.207932835486751	0.835281410447771	0.886429026500801
CG11121	165.896844629576	1.16727415998102	0.297038321187269	3.92970898608435	8.50487306352438e-05	0.000434344105585929
CG11122	896.569080948649	0.0875114285788419	0.0861815612164134	1.015430996418	0.309900423833266	0.430845243810287
CG11128	13.5616452233647	0.0313094260480131	0.29254454733368	0.107024473138791	0.914769564503044	0.943116868356678
CG11133	286.721716394513	0.510363443685587	0.248438787681239	2.05428245906759	0.0399483614583924	0.0847299355641473
CG11153	1299.82355695366	0.649974986286966	0.214645281064687	3.0281354570804	0.00246067761656097	0.00806020019855187
CG11155	663.523901418085	-0.441912610174335	0.183556614267956	-2.40750033408893	0.0160621475089435	0.0399733924901799
CG11163	183.635261014885	-0.493638084939908	0.248967094184231	-1.98274429220203	0.0473959994204315	0.0970925687003716
CG11164	260.537481107992	0.507556830512152	0.120148719527975	4.22440482517146	2.39573068699907e-05	0.000144250204377038
CG11178	457.848926233353	0.257764371956724	0.0813257132396593	3.16953103377177	0.00152685152076718	0.00535131813276186
CG11180	825.175324314534	-0.0988089601742574	0.0857825143618261	-1.15185432496752	0.249380939936777	0.365550192710028
CG11186	458.687743542886	3.74443947478581	0.340908287185469	10.9837150211273	4.57705528002995e-28	3.79313053934118e-25
CG11199	1735.81134634143	0.297896803964448	0.0597714247292456	4.98393346509422	6.23045114624293e-07	5.87350492752332e-06
CG11202	4.63972467703304	-1.3403049527629	0.395235094052966	-3.39115876330376	0.000695977716052806	0.00270325217705044
CG11207	2415.90739834191	-0.0973947530458147	0.116018448069018	-0.839476433850208	0.401202008128813	0.524051799126272
CG11208	475.583441763011	0.0776670606367494	0.0637081274475353	1.2191075730598	0.22280336592643	0.335050393234136
CG11237	34.408110979078	-1.16094746169863	0.240415619110336	-4.82891862847656	1.37276486011837e-06	1.17063839708504e-05
CG11246	563.824074342913	-0.0110290402301134	0.0832946470830344	-0.132409952095947	0.894660043352819	0.928474607832912
CG11248	497.36057421042	0.082098856755555	0.0719322773659162	1.14133543051782	0.253730363415643	0.370614643950809
CG1124	276.989249463839	0.247188926530392	0.32257365402618	0.766302279944816	0.443496462031807	0.565917377923006
CG11258	335.963901235853	-0.0616930087735741	0.0763109397171567	-0.808442524783952	0.418835880122398	0.541115062811194
CG11259	1370.45432117168	-0.16650109666875	0.04746138705078	-3.50813802577255	0.000451254860512415	0.00185717350267773
CG11267	608.060082188671	-0.226285613434697	0.102923689429355	-2.19857658318803	0.0279080435480751	0.0628482522194301
CG11268	198.166176058569	0.477689723765249	0.0938261750336199	5.09122026549716	3.55766446688344e-07	3.58757403541033e-06
CG11276	20083.6709863004	0.153324522667834	0.0816299013228722	1.87828871752995	0.0603416791594565	0.118117832771657
CG11278	721.439260946206	0.110184593432636	0.0972994977186763	1.13242715549483	0.257454893529493	0.374494783694727
