PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9
CG10078:Prat2:mRNA	-0.00673102974673842	0.00200885120410468	0.0060839164366675	-0.00204996809147231	-0.00900240888785963	0.0021540887499482	-4.65379798055997e-05	0.00328584867695192	-0.000109814250282468
CG10079:Egfr:mRNA	-0.0364868867715643	0.0168040451705292	-0.0260088972073375	0.0116354973039392	0.00281143927094152	-0.0144357700746873	-0.00178774580166445	0.016847405370543	-0.00524612220458247
CG1007:emc:mRNA	0.000378569884675317	-0.00787921134693221	0.00759279118460879	0.00193075957504632	-0.00718220265089062	-0.00996521407744068	-0.00100716936597252	0.00169782291260639	0.00931459197461501
CG10082:CG10082:mRNA	-0.0124699851277042	-0.0069005986691781	-0.00570929492838378	-0.0135168192138372	0.00921622924522545	-0.00237856102199736	0.0129970861979072	-0.0004918269390752	-0.00462877568874382
CG10083:CG10083:mRNA	0.00563627926165724	0.00782306061906375	-0.00748350957159478	-0.0112141423539862	0.0040320926891386	-0.00457065423771263	-0.00244348835622639	0.00227918685201732	0.00475454776220814
CG10084:swm:mRNA	-0.000233754425883342	-0.00170766863192426	-0.00595388010887094	-0.00218624180448941	-0.00492797395269388	-0.00727213040157041	0.000154386640602951	0.00029182560610734	0.0139871908155261
CG10089:CG10089:mRNA	-0.00165296867455827	-0.0147708919230576	-0.0105484226754929	0.0166434781032367	-0.0047183602622259	0.017029368028777	0.00654797296347409	0.00581374365049896	-0.00927021170807267
CG10091:GstD9:mRNA	-0.000727522259403466	0.000193539160722136	-0.000556513170648739	-0.0229421129259004	0.00156462225306955	0.00762477673078147	0.0130099032922818	-0.00544894268863516	-0.00935799369489588
CG10103:CG10103:mRNA	0.00410234726954652	0.00808356365787643	-4.10486100940039e-05	0.00495249121644986	0.005625494025882	0.000449598609905633	0.000140970347015356	0.00428589748447414	-0.00917161758701048
CG10106:Tsp42Ee:mRNA	0.00920785871429276	-0.000573378850320514	0.00826297852383343	0.00100572434920584	0.0101240728569248	0.0102684810632476	-0.00280022250628933	-0.0121208871882628	0.0141466869560442
CG10107:CG10107:mRNA	0.00155916541883147	-0.00599226086016604	0.00191097807989867	-0.00322860147058667	0.00101454393897714	-0.00205825484155501	0.00715249463631968	0.000827186259763539	0.000144370055906402
CG10108:phyl:mRNA	-0.00670948810218085	0.00223368531342806	0.0045316268942206	-0.000706243941202343	-0.00541273634653946	-0.00349396766788026	0.00951489945764734	0.00342082122091076	-0.00350971413804099
CG10112:Cpr51A:mRNA	0.00511566088200231	-0.0750542911408666	0.0172149165881878	-0.0445594582690445	0.0237956321172361	0.0301807032300323	-0.000627368654422792	0.00637874678788285	0.0024637607690564
CG10117:ttv:mRNA	-0.00080774068739109	-0.000948227679517889	-0.00138163297576515	-0.00541774860282035	-0.000323400522390153	-0.0032326950724055	0.0066500255933479	-0.0118913674441916	-0.00920407872387792
CG10118:ple:mRNA	-0.00955476885629095	0.0017904232939848	-0.0213569433555294	0.0463040079637427	0.0179950863277869	0.021666774926554	-0.000635084832839799	-0.0276549642606858	0.00447475730278938
CG10119:LamC:mRNA	0.0116051890190653	-0.00271351670388057	0.0138108098029968	0.0255591886497894	-0.00327037013665272	0.0221025010536388	-0.020571533465318	0.00417273972148078	-0.00960510271069684
CG10121:SP1173:mRNA	0.0151964836785967	-0.00874892227982798	0.00938444750288601	0.0218804492670936	0.00310677033795284	0.0048629042053214	0.0054535704762834	-0.0124917425241851	0.00549801113321385
CG10122:RpI1:mRNA	0.000425688880643029	-0.00646898096192309	0.00978937353314435	0.00244502336202156	-3.95271746752113e-06	-0.00407785447065787	-0.00786889386816347	-0.00121928872763808	0.0186408046126239
CG10126:CG10126:mRNA	-0.0309444537803143	0.0326144685674529	-0.0190367300972679	0.0282299579769347	0.0297526553967735	-0.0116937847589621	-0.0429991099266972	0.014581423302658	0.0131243991460619
CG10128:tra2:mRNA	0.000766546281562333	-0.00286054361317599	0.00660834770770018	-0.00515182674580333	0.00293102767243129	-0.000373556631282046	-0.00361763477998152	-0.0171545999453812	0.00480933289050639
CG10129:ndl:mRNA	0.00596377515842789	0.00554933658781567	-0.00755927109716526	-0.0141360141263819	-0.000677066229208355	-0.00129306579318871	-0.00872704187310454	-0.0125179052666801	-0.001261546997352
CG10131:CG10131:mRNA	-0.0404928238031572	0.0140798893101285	0.0325152507561495	-0.00600150377330645	0.00287782102696607	-0.00590008568843606	0.00422237522801141	-0.00498302171755826	-0.0100769400460295
CG10137:CG10137:mRNA	0.000950588119849694	-0.0101682947436308	-0.00586294603492709	0.00247154346547616	-0.00439899686679584	0.00289553786624187	-0.00761462337705985	0.00448952919871148	0.00687673484024218
CG10139:CG10139:mRNA	-0.00229323507183069	-0.00326859867648996	0.00644757695198273	-0.00454929657553021	0.00683565532077549	-6.37012508921981e-05	-0.0058692593909414	0.00699547113442166	0.00938965284560715
CG10145:mspo:mRNA	-0.00370771656837043	-0.0180275155637759	-0.00757946002882461	0.0217879665228429	0.0151609988740004	0.0321867183658768	-0.00901644430068509	0.00549352557594841	0.00698513316185111
CG10173:Best2:mRNA	-0.0748653272257006	-0.0271723962861247	-0.0337174292754804	0.00721659314821966	0.0280320963124634	-0.0166893948379644	-0.0128549435949843	0.00033173107393144	-0.000900867963042856
CG10175:CG10175:mRNA	0.0146953858886803	0.0166779704705946	0.00358871404466362	0.040241567860143	-0.0115801520835843	-0.0393177361485786	-0.00753001420456133	-0.00195845570836542	0.00398851530794203
CG10181:Mdr65:mRNA	-0.00239227168447508	-0.00516112300225844	-0.0124982108286617	0.00811327497403475	-0.00117474170083734	0.00919192789235223	0.00125605529690301	0.00415012842742555	-0.00713522781011282
CG10192:ofs:mRNA	-0.00343030857097283	-0.00345351243966444	-0.00709540199559333	-0.00994044901149133	0.00154821286849899	-0.0105235814924793	0.00255532354934166	0.00730212338624672	-7.06344087147149e-05
CG10203:xl6:mRNA	0.00626936455232438	0.00287623702603354	0.00393185345396312	0.00344354406196578	-0.00208839659290248	-0.00632557332691625	-0.0131647488801224	0.0115578091659433	0.0184853583289361
CG10207:NaPi-T:mRNA	-0.000837273001661219	0.00187158490116975	0.00250398151928948	-0.0044992755657108	0.00511103911130173	0.00529368841386861	-0.00299698950729497	-0.0139139113643588	2.77378482375736e-05
CG10209:CG10209:mRNA	0.00156948041877308	0.000843951706341077	-0.00338752181977972	0.000805137804806362	-0.00427055743292073	-0.000161074533053272	-0.00206417019544257	0.000161202090259194	2.1103717703498e-05
CG10210:tst:mRNA	0.00165664522668074	0.00266142449914962	0.000330824123875468	0.00252594679773503	-0.00893679839691723	-0.00364874514517087	0.00144022063707852	0.0030464433001176	-0.0139390232057122
CG10212:SMC2:mRNA	0.00415234122819249	-0.00611395860662445	0.00802589159010288	-0.00643138266283097	-0.00626182447554485	0.0010093124645508	-0.0215305041314156	0.0111720440235421	0.0138913377836489
CG10214:CG10214:mRNA	0.00062391133292587	-0.0014685077276316	0.00553593356991468	0.00655296134384902	-0.0109981072712257	0.00668377853378373	-0.00289672143739829	0.00476173554899498	-4.31925034790364e-05
CG10215:Ercc1:mRNA	0.00227941822166727	-0.00217389580996212	-0.0032200444569143	-0.000880756049319983	-0.00162574464879801	-0.00596238630243153	-0.00740260827431523	0.00607550457206976	-0.00471411042666513
CG10217:CG10217:mRNA	-0.0038695652940938	0.0230173639379061	-0.0198640552113415	-0.00696356597604361	-0.00289619961269484	0.0130893384615627	0.00402576205416321	-0.000655513253988657	-0.013836335791669
CG10219:CG10219:mRNA	-0.00486688808020704	0.00646984575339666	-0.0124291843095348	-0.00216482168573381	-0.0119376572291124	-0.00301159270909135	0.0145246054686912	0.0125902521801296	0.00662634512282096
CG10223:Top2:mRNA	0.003467432896956	-0.00369181751617565	0.01081330611064	-0.00512454247971661	0.000104628122732784	-0.00758671056406913	-0.0131287763374292	0.00897988501979887	0.0187053308668204
CG10226:CG10226:mRNA	-0.00474658712159568	-0.02602169767035	0.00187422704474515	0.00837838633589168	-0.00507170151824678	0.0114361023467495	-0.0183851361793332	0.00194764521813206	-0.00684540527379775
CG10234:Hs2st:mRNA	0.00502668153350538	0.000380775730521145	-0.0028560854208831	0.0111181564346401	0.00786358410288483	-0.00828303371088135	0.0129315752365126	-0.00619373259775313	0.00256934771290741
CG10236:LanA:mRNA	0.00427795150289512	-0.000556984622017712	-0.0116729011110342	-0.00182700246242601	-0.00179889682464711	-0.00123603643960486	0.00288350477948785	-0.00471170721844958	0.0186593775183839
CG10244:Cad96Ca:mRNA	0.0128692951314673	0.0265342096330988	0.00022410675296671	0.0129250021943897	0.00937872289733749	0.00970844805432982	0.0122090764843889	-0.010240602526642	0.00249154282265455
CG10254:CG10254:mRNA	0.0015775352004555	0.000150836472211062	-0.0115748479915086	0.000879020710226584	-0.0074552943904466	0.000733617709496105	0.0154585264205781	0.0053307457793809	-0.0186261414643087
CG10286:CG10286:mRNA	0.00187060193231932	-0.00350523936048227	0.0125718958760559	0.00523230674592612	-0.00092483827525866	0.00497444742528526	-0.0141403406624009	-0.000387854406222398	0.00925890267335753
CG10289:CG10289:mRNA	-0.000145971251720968	-0.00220495272473513	0.002427633857088	0.00183970475677535	-0.0064412521373002	-0.0105146261796132	-0.00692755620902041	-0.00468960236948057	-0.0185515725542706
CG1028:Antp:mRNA	0.00884927309838028	-0.0557772823472657	0.00924393748105176	0.0416031899506183	-0.00606310596253799	0.0126176396523329	0.0274783461729455	-0.00150009041595406	0.0102092717366381
CG10302:bsf:mRNA	-0.00332296262007795	7.934967698887e-05	0.0015619935578439	8.29175033509717e-05	-0.00392734072256724	-0.00469665916221113	-0.00666156215805027	0.00127078095759375	0.0185392166904518
CG10305:RpS26:mRNA	0.00279951295228778	-0.00683223834571243	0.00967666569336251	0.013580086455746	0.00700015929727217	-0.0091758659626385	0.00496464469899481	-0.0106765012882143	-0.00433363490959549
CG10306:CG10306:mRNA	-0.000604955442162671	0.0016261923200436	0.00878034376488088	0.00609215950535566	-0.0088357464190473	-0.00436499619277557	-0.0156043749118368	-0.00369435791606721	-0.00927419478064703
CG10311:CG10311:mRNA	-0.0133636267131374	0.001621826814965	-0.0110418640483981	0.00302536442400896	0.0111886710502823	-0.012570588430696	-0.0115798136986321	0.00405817281809304	-0.00471228879471811
CG10318:NC2alpha:mRNA	0.000854822405037494	0.000131278770145311	0.00908447376252758	-0.0084544839981075	0.0108207520375666	-0.000387977474420706	0.0113728149301752	0.00297133144392492	-0.0185230695406582
CG10321:CG10321:mRNA	0.00348972281284143	0.00186213716385424	0.00193915014612288	-0.00278541781310009	0.00514932954148264	-0.00854131977613403	0.00209418943436842	0.00688778086490508	0.00935822301926037
CG10324:CG10324:mRNA	-0.00241300017180803	-0.00427009172130631	0.00229984377671315	-0.00607926763792222	0.000608970046371049	0.0158669585154334	-0.00959408937464155	0.00363035419083925	0.00906215809973538
CG10326:CG10326:mRNA	0.00319432460299234	0.00248943396105571	-0.00222561512374433	-0.00176053397095331	0.00732508624477877	0.000577608538570542	0.00034449451943641	0.00409251726019955	0.00469893714410316
CG10328:nonA-l:mRNA	0.00203341634879841	0.00149308003559758	-0.0056166813747072	0.00297819316883083	-0.00179381572741606	-0.00697240081856307	0.0078915485805218	-0.0067685664823905	0.00485691731512925
CG10333:CG10333:mRNA	0.00148432415885798	0.0055903579675145	0.00907917057460676	-0.00294296266911642	0.00559425775467765	-0.00165184430936061	-0.0118799998445741	0.013649117478557	-3.60415832611626e-06
CG10337:CG10337:mRNA	0.00337427205344313	0.00187639531317677	-0.00134715788028746	0.00284799412189657	-0.0170111887860595	0.0136760344555322	0.00727495882502372	-0.00585605458825575	-0.013910602601057
CG10338:CG10338:mRNA	0.000898515503387773	0.00404061341344974	-0.00335747705184603	-7.70480354421438e-05	0.00128051663869371	0.00247892851520295	-8.69900115537022e-05	0.0169526831380529	0.0137512692542299
CG10340:CG10340:mRNA	-0.00234066678482497	-0.000366554410615748	0.00681616664102557	0.00563734052666985	-0.00857967014980415	0.00589554559902443	-0.0128390837813368	0.0219243972452829	-0.00487616602321067
CG10343:CG10343:mRNA	-0.00115657576846557	0.008175984022293	-0.000882481960416859	0.00397678564817198	-0.00901623681648325	-0.00651132300967305	-0.0061243568708982	0.0107928360267201	0.00925661304376013
CG10347:CG10347:mRNA	0.00330821169537012	0.000300430421045778	0.00234072512409455	0.00146126845228999	-0.00128587044579381	-0.0020007372953253	0.00932516137951371	-0.00323594602822462	0.000181171453057777
CG10354:CG10354:mRNA	0.003685538930932	-0.00226146120573059	-0.000385372817131487	-0.00247253424692927	-0.00292233161030344	-0.00669866548596512	-0.00604087617586074	0.0133273716199831	-0.0139999632048506
CG10360:ref(2)P:mRNA	-0.00761413751029622	0.00059640709796071	-0.000583194393894383	-0.0066434655555214	0.0116297929667169	0.00701748876786625	0.0136314821502907	0.0134801309308877	0.00918644038191682
CG10362:CG10362:mRNA	-0.0053435670484065	0.0024193818165663	0.00326624483071316	-0.000572178683436704	-0.00328658814375768	-0.00117384725584	0.0103543808407974	-0.00496420290908672	-7.90659149793871e-05
CG10363:TepIV:mRNA	0.00484862731082506	0.0122259124969661	-0.0202379474787273	0.000130564114240529	-0.00452068443292704	0.0109919414930209	0.0150243207505757	-0.00172444359366189	0.00481002251487988
CG10365:CG10365:mRNA	-0.0205285442631653	-0.00763770156330013	0.0468927060995478	-0.00864898278316396	0.030883284522707	-0.0049765442790809	-0.0109151805256765	-0.00632024406333696	-0.0141122131457612
CG10371:Plip:mRNA	-0.000808909210019519	-0.00550827797651049	-0.000273529647740962	-0.00453299257932665	0.000552201233405989	0.00040351177534629	-0.0143113981341655	0.00504624639189019	-0.00946393475129476
CG10372:Faf:mRNA	-0.00216798009016194	0.00262170819542709	0.0029280422136744	-0.00991657116727226	0.00918226384917068	0.0017772727514587	-0.00414038777742954	-0.00145320943351579	0.00453732391906184
CG10374:Lsd-1:mRNA	0.000968169780848485	-0.0224737886944936	0.00454914423157964	0.010981070995442	-0.00999270804339467	0.00436038079209502	0.0165462157149591	0.00122980370535768	-0.00936142420419144
CG10376:CG10376:mRNA	-0.00807055339908846	0.00240271657706247	0.00716638816419941	0.00140284214821318	0.00405361306548046	-0.00253631708279109	-0.00965131642377889	-0.00303913560221895	-0.0185386862145131
CG10382:wrapper:mRNA	-0.0156450527399092	-0.0152847944503224	-0.041982675833106	-0.00821800527890034	0.0704960260785014	-0.0169237698342746	-0.0202932311789391	0.00861062969403528	-0.00690474235783543
CG10383:CG10383:mRNA	-0.00330324560547498	0.0107931766429903	0.00125655688956698	-0.00014442794304588	-0.00949420214984669	-0.00887491473618287	-0.00182900717124621	0.00876005880889745	0.00456721062268491
CG10385:msl-1:mRNA	0.00183783583257295	-0.00210901462401384	0.00510266231572892	-0.00634624171040431	-0.000955449501352097	-0.00537740266190044	-0.00201370785204682	0.00448703317343765	6.0938179451088e-05
CG10391:Cyp310a1:mRNA	-0.00716881306636222	0.0109562580018028	0.00527846777328139	0.00111248647702611	0.0200906347092083	-0.00440098261164476	-0.0154633280029848	0.0194715944341116	-0.00260776448157835
CG10392:Ogt:mRNA	-0.000864122815722036	0.00438231479184058	0.00246913495858205	0.00379840768581975	0.00257215731525135	0.000889957672673462	-0.00418553471460436	-0.00379023644231601	-0.00930585091946887
CG10396:CG10396:mRNA	0.000151307737772661	0.00287642290852875	-0.000242412210725	0.000720923084016511	0.000815472706989798	0.00106188904868179	0.00513844497756834	-0.00461903161658073	5.88903176547498e-05
CG10413:CG10413:mRNA	-0.000481416124377345	0.00784169535245301	-0.0110917156356661	-0.00887249087844478	-0.00378123911557261	0.00378688341207367	-0.00355512956588323	0.000327528190548231	-0.0188651558835341
CG10414:CG10414:mRNA	0.000499529249911811	-0.00794095336995447	0.00700000447172333	-0.00454992020744598	0.00378111548016099	0.0107530301139516	-0.00733611799218404	-0.013252081054079	-0.0184894437466034
CG10417:CG10417:mRNA	0.00112936416838872	0.00349235419247127	0.000639408309965122	-0.00563653575772952	0.00060347472068331	-0.0010963745410717	-0.00205432929244646	-0.00134910868882984	4.40423029733514e-07
CG10422:bam:mRNA	-0.00555192001681423	-0.00147413940061696	0.0161694264028835	0.00569701105159761	0.00423042250440479	0.00147269426735204	-0.00613127063539994	-0.00209350872497164	-0.00718433439559684
CG10426:CG10426:mRNA	-0.00222704429926412	-0.00474330435875019	0.00155743669734967	-0.00708006670279216	-0.00659821220133428	-0.0111717379000542	0.00671376196758073	-0.00163325191325134	0.00466892078156014
CG10435:CG10435:mRNA	6.0281495079291e-05	-0.00209353611217393	0.00178084471857546	-0.0104383392206116	0.00641963421773935	0.00540100676075775	-0.00176545160836397	-0.00226341610382368	-0.0139915938274632
CG10444:CG10444:mRNA	0.0104184293841468	0.00220040146750198	-0.0103543854919355	0.0150710189111366	-0.0266517559419225	0.00489783217773512	-0.00245589388678732	0.00866093401319552	0.0138437289641003
CG10446:Side:mRNA	-0.00458974250043106	-0.00370037523690456	0.00215503951138668	-0.00103262327249966	-0.00932576617497676	0.003046146597403	-0.000178661566027524	-0.0116598798573222	-0.00120303216542523
CG10449:Catsup:mRNA	0.000284201790407809	0.00148688860324273	0.00555378587200367	-0.0020592215160337	0.00514277037618852	0.00836557120603414	0.000852836935159876	-0.00638756121212516	0.0186779425888368
CG1044:dos:mRNA	0.00848177760265174	-0.000633996200742034	0.000326843981644949	0.00662655302859081	0.00930824813825387	-0.0119710926626225	0.00403330961851108	-0.00329036425686542	-0.00883954434132708
CG10463:CG10463:mRNA	0.000359065854934457	-0.00249359716873937	0.00679121021529047	-0.000429605478854942	-0.00149226215934579	0.000805537402475677	0.00290907098812875	-0.00270369272114462	-0.0185457932404067
CG10465:CG10465:mRNA	-0.00175550515027947	0.00661202258132849	0.00358438327046361	0.00366865073631503	0.00983122296364026	-0.00100929317379213	0.00293782888057616	0.00240460827711575	0.0185988426147398
CG10466:CG10466:mRNA	0.00347458575907127	0.00164525897371722	0.00339724215090218	0.000752808864077523	-0.00853195792196853	0.0103080064407732	0.00403755181715284	0.00764808831561055	0.0091921659401606
CG10470:CG10470:mRNA	0.00418740422201824	0.00677606079656944	-0.00114857773169282	-0.00228921075887135	-0.00559385309988012	0.013080283664004	-0.0110249497280476	0.00541401541394709	-0.00470081627565007
CG10473:hkl:mRNA	0.000589537333906026	-0.0012595792222592	0.0106410265293711	-0.00365028036012487	0.0126118619123944	-0.00241524459455695	0.00483954825358498	0.0056540899238817	0.0187365981986326
CG10479:CG10479:mRNA	0.00786286410582348	0.0209323066359159	-0.0127362476521698	-0.00718651275609908	0.0102142223371984	-0.0371210897490203	-0.0153572753106113	0.011608602681251	0.00433404616285651
CG10488:eyg:mRNA	-0.00872850127067529	0.00337726493250897	0.00314297031968028	-0.000132190787618426	-0.00560512974185053	-0.000255756409363801	0.00214377205965947	-0.000255005069924945	-0.00140794294179879
CG10489:Pole2:mRNA	0.00580809607470021	-0.000699827092510218	0.00999560875270964	-0.000344236031541676	-0.0154706298650637	-0.000305909123677001	-0.0105342601696266	-0.0110916009104807	0.00720110840346252
CG10493:Phlpp:mRNA	0.0147789580362401	0.0134649398950258	-0.0196932674623852	-0.00514752500146636	-0.0130555119926411	0.0215180654784278	-0.0166187671584109	-0.0274217089244386	0.00462279887363245
CG10494:CG10494:mRNA	1.14878914813182e-05	-0.00503815531894902	0.00112668546539784	-0.00340842010949966	-0.00634018821698853	0.00160011845180304	0.00450767594346494	0.00580880224759901	0.0045223077919472
CG1049:Cct1:mRNA	0.00773324103306888	0.0243337866780445	-0.00293646696243975	0.00712303111144977	-0.00796559633978166	-0.0124321148007534	-0.0125419657143622	-0.00170699225437862	0.0184616718893446
CG10501:amd:mRNA	0.0079447720775343	-0.0175326204357891	-0.0266561820075313	0.0172322019633127	-0.00990934598946819	0.0291268338416744	0.0188583550773536	-0.00140880868586531	-0.00219602040545271
CG10512:CG10512:mRNA	-0.016792021996264	0.0129837279728861	-0.000296997580894124	0.00524632722085952	-0.00230081507313895	0.00641481917849359	-0.0161245839145486	0.0152763889439002	-0.000628075885360022
CG10516:CG10516:mRNA	0.00180616371842289	-0.00215004204503237	0.0048651157134347	-0.00131268428181088	-0.000705769029390739	0.0019831527926386	-0.0171997005412416	-0.00768859923365343	-0.00688289848428285
CG10522:sti:mRNA	0.014237222725509	0.00641049481743156	0.00458822054051855	-0.00365640112676628	-0.00681229375943065	-0.000152303868788221	-0.0130505923497123	0.0107211042496726	-0.0091035834676927
CG10527:CG10527:mRNA	0.00776844907282847	0.00115415974756165	0.000722300042765918	0.00526490959542142	0.000850137481910372	0.0181376542331963	-0.00263717644552763	0.0125588377515686	0.0184999570723434
CG10535:CG10535:mRNA	-0.00264630826729845	-0.00656511227777944	0.0127812089451793	-0.00284708651582401	0.00667308211087724	-0.0031359377585098	0.0101519346412748	0.00623665853647547	4.0619762407912e-05
CG10542:Bre1:mRNA	0.00269334989020297	-0.000245698591102877	0.00652940397256735	-0.00160531058675065	-0.00111750747350725	-0.00174432617190319	0.000573106679277037	0.00528834375669609	-0.0138867468422332
CG10545:Gbeta13F:mRNA	-0.00222415967043489	0.00597292468589476	0.000315248591114262	0.00199485137043543	0.00645808758981366	-0.00439818293392268	0.00643747093665828	0.0169721283673391	-0.0141083991938676
CG10561:CG10561:mRNA	-0.00349067820170799	0.00105402039873284	-0.000524217639752565	-0.00447936012339143	-0.00113211315779151	0.00312885953170857	0.0148747687297205	0.00255913457737501	0.00928017177154957
CG10563:l(2)37Cd:mRNA	0.00785198189907955	-0.00108310946716777	0.00470515560743926	-0.00568667936255214	-0.00420263906261377	0.000899085843736268	0.00060071383977599	0.0187761032304416	-0.00941177414549
CG10572:Cdk8:mRNA	0.00171063597018785	0.00293148811905027	0.00694008353718835	-0.0058262706492655	4.07400533142641e-05	-0.00218144337816987	-0.000381798787679417	0.00396482205491851	0.0209530030387445
CG10573:ko:mRNA	-0.0109566569182286	-0.0117947242959144	-0.0258247751212902	0.0529780470774463	-0.0241592349939493	0.0365523523116175	0.00152465372296478	-0.0187792378706324	-0.0115917015781754
CG10580:fng:mRNA	-0.00359688764348503	-0.0118606039326958	-0.00192734120321605	0.0105408167576683	0.00539116662098924	-0.0102972124520737	-0.00809361506773689	0.0141922445825061	-0.0140686061507309
CG10583:Sse:mRNA	0.00281530281712224	0.00315318404179289	0.00381475272592238	0.00452629193978642	0.00140071284342956	0.00579301680690112	0.00976354269252836	0.00306944797611318	-0.0069281362774798
CG10593:Acer:mRNA	0.0088373452165408	0.00444049238075921	-0.0246404390947658	0.00177799224930796	-0.0127280883371859	0.0183578872412816	0.010027807748436	0.0035450998465873	0.00234214835997885
CG10596:Msr-110:mRNA	-0.0575659482782194	-0.00593692634187747	-0.0193399049646304	0.0299049004595194	0.0274226403356488	0.0168300994303803	-0.00707412742229881	0.0233340275766885	-0.00830398344257749
CG1059:Karybeta3:mRNA	-0.0002554934272583	-0.00388892559371029	-0.0037307993224376	0.00319744035130905	-0.00972397987130755	-0.00456276384622562	-0.0044709417481497	-0.00310402761124315	0.0187452024594674
CG10601:mirr:mRNA	-0.0196861937101843	0.0438613958587528	-0.0329238166298905	0.00411096079638145	-0.0199264022850803	-0.0389201403666248	-0.0184133023001642	-0.00889377865363009	-1.72943659005572e-05
CG10605:caup:mRNA	-0.0220271786655249	-0.00528342716797252	0.0325053769267166	-0.0103061774804147	-0.00314515375702015	0.0124972603643794	0.00560438489456286	0.00502184586579553	0.00883159632784918
CG10610:ECSIT:mRNA	0.00185804749749477	0.000135044000193143	0.00436513186085917	-0.00553422924824168	-0.00162019913869237	-0.00476543089368979	-0.0043958682594212	-0.0021803065195422	-0.0069695115777493
CG10619:tup:mRNA	0.0165508652019355	0.0421883604645037	0.0192842678266664	0.00354231265807554	0.00362245571810113	0.0132866340161704	0.0226595495631579	0.00990411959111077	-0.00193521338290523
CG10620:Tsf2:mRNA	-0.00351335451667559	0.0233865211972098	-0.015595530547088	-0.00577194095258395	0.0137844206028376	0.00944893624389552	0.0154864780806867	0.000287475585328721	-0.00476311256429124
CG10626:Lkr:mRNA	-0.00282916377348123	-0.00189764718798596	-0.00205829081567136	0.00147698207558361	-0.00110197399277215	0.000739484674151285	-0.00505077847780731	-0.00261479994928599	0.00230318862452384
CG10627:CG10627:mRNA	0.0063683432696774	0.00401139804462272	-0.0105637919239027	-0.000550927859296526	-0.0187798641544239	0.00694707554157771	0.000572876296162225	0.00574796564048139	-0.0188503885932761
CG10628:CG10628:mRNA	0.000883156386384038	-0.000228708982898252	0.00111219965327646	-0.00107419381964213	0.000815342042136859	0.00213570626814784	0.0115715713229182	0.00678319683850187	0.00927104424292684
CG10631:CG10631:mRNA	0.000536242577765385	-0.00924381293749846	-0.00178290853715908	0.000555315869453627	-0.00824241086946292	-0.00947962816717504	-0.00272930088398767	-0.00223863901087162	-0.00932645226944503
CG10639:CG10639:mRNA	-0.00582840492871204	0.0110448587326508	-1.02867520198671e-05	0.00317089162888324	0.0106102348249056	0.00764414891179966	-0.00276759110520397	0.0082423456509481	-0.0189766618752636
CG1063:Itp-r83A:mRNA	-0.000192457736592429	0.0019983923722754	-0.00547245260312627	0.00510335155053533	-0.00774694078889423	-0.0128953595653798	0.0063412381621809	0.00288069526882386	0.00941217380457208
CG10641:CG10641:mRNA	-0.000727792546773409	0.0455689161890521	-0.000359112805886206	-0.000787445603233291	0.00493652946347536	-0.00654287384776162	0.0059639572419696	0.00832590055659521	0.013338084144881
CG10642:Klp64D:mRNA	0.000849540025670451	0.00301002479088987	0.00251257356160633	-0.000420692085010721	0.00811905289620414	0.0026239434882616	0.00820313377095472	0.0142105300388008	0.00466624426155959
