"go" "term" "OddsRatio" "FDR"
"263" "GO:0016679" "oxidoreductase activity, acting on diphenols and related substances as donors" 4.87644206654406 0.040515337525582
"264" "GO:0000217" "DNA secondary structure binding" 2.55514916810098 0.0417761898304866
"265" "GO:0004033" "aldo-keto reductase (NADP) activity" 2.55514916810098 0.0417761898304866
"266" "GO:0052745" "inositol phosphate phosphatase activity" 2.70983213429257 0.0425535403459478
"267" "GO:0051019" "mitogen-activated protein kinase binding" 2.70983213429257 0.0425535403459478
"268" "GO:0003841" "1-acylglycerol-3-phosphate O-acyltransferase activity" 3.79303232998885 0.0425535403459478
"269" "GO:0019789" "SUMO ligase activity" 3.79303232998885 0.0425535403459478
"270" "GO:0016801" "hydrolase activity, acting on ether bonds" 3.79303232998885 0.0425535403459478
"271" "GO:0005072" "transforming growth factor beta receptor, cytoplasmic mediator activity" 3.79303232998885 0.0425535403459478
"272" "GO:0008641" "small protein activating enzyme activity" 3.79303232998885 0.0425535403459478
"273" "GO:0008430" "selenium binding" 2.92643024422884 0.0430089108295578
"274" "GO:0030275" "LRR domain binding" 2.92643024422884 0.0430089108295578
"275" "GO:0019104" "DNA N-glycosylase activity" 3.25137982940291 0.0430089108295578
"276" "GO:0032183" "SUMO binding" 3.25137982940291 0.0430089108295578
"277" "GO:0008266" "poly(U) RNA binding" 3.25137982940291 0.0430089108295578
