"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "U>3-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000008394" 209 3 0 0 0 0 209 9 3 3 0 0 209 117 4 0 0 0 "MGST1"
"ENSG00000008952" 119 0 0 0 0 0 119 7 3 0 0 0 119 45 0 0 0 0 "SEC62"
"ENSG00000008988" 339 0 0 0 0 0 339 6 2 0 0 0 339 159 2 0 0 0 "SNORD54"
"ENSG00000009307" 331 3 0 0 0 0 331 4 0 2 0 0 331 117 6 3 0 6 "CSDE1"
"ENSG00000009335" 90 2 0 0 0 0 90 5 0 3 0 0 90 50 0 0 0 0 "UBE3C"
"ENSG00000009844" 106 0 0 0 0 0 106 0 0 0 0 0 106 36 0 0 0 0 "VTA1"
"ENSG00000009954" 129 3 0 0 0 0 129 5 0 3 0 0 129 37 0 0 0 0 "BAZ1B"
"ENSG00000010017" 67 2 0 0 0 0 67 2 0 0 0 0 67 43 0 2 0 2 "RANBP9"
"ENSG00000010072" 73 3 0 0 0 0 73 0 0 0 0 0 73 36 0 0 0 0 "SPRTN"
"ENSG00000010219" 50 0 0 0 0 0 50 2 0 0 0 0 50 33 0 0 0 0 "DYRK4"
"ENSG00000010244" 199 2 0 0 0 0 199 2 0 0 0 0 199 79 0 0 0 5 "ZNF207"
"ENSG00000010256" 116 0 0 0 0 0 116 2 0 0 0 0 116 66 0 0 0 0 "UQCRC1"
"ENSG00000010270" 97 2 0 0 0 0 97 4 0 2 0 0 97 51 0 0 0 2 "STARD3NL"
"ENSG00000010278" 106 3 0 0 0 0 106 0 0 0 0 0 106 73 0 0 0 2 "CD9"
"ENSG00000010292" 294 5 0 2 0 0 294 9 0 3 0 0 294 94 2 0 0 2 "NCAPD2"
"ENSG00000011007" 87 2 0 0 0 0 87 5 0 0 0 0 87 46 0 0 0 0 "TCEB3"
"ENSG00000011198" 67 2 0 0 0 0 67 4 0 0 0 0 67 39 0 0 0 0 "ABHD5"
"ENSG00000011260" 60 2 0 0 0 0 60 3 0 2 0 0 60 29 0 0 0 0 "UTP18"
"ENSG00000011304" 109 2 0 0 0 0 109 3 0 0 0 0 109 53 0 0 0 2 "PTBP1"
"ENSG00000011405" 122 3 0 0 0 0 122 2 0 0 0 0 122 49 0 0 0 0 "PIK3C2A"
"ENSG00000011422" 88 6 2 3 0 0 88 3 0 0 0 0 88 34 0 0 0 2 "PLAUR"
"ENSG00000011426" 207 6 0 0 0 0 207 4 0 2 0 0 207 107 3 0 0 5 "ANLN"
"ENSG00000012660" 94 4 0 2 0 0 94 2 0 0 0 0 94 45 0 0 0 0 "ELOVL5"
"ENSG00000012963" 48 2 0 0 0 0 48 0 0 0 0 0 48 29 0 0 0 0 "UBR7"
"ENSG00000013275" 107 0 0 0 0 0 107 3 0 0 0 0 107 59 0 0 0 2 "PSMC4"
"ENSG00000013306" 80 0 0 0 0 0 80 0 0 0 0 0 80 47 0 0 0 4 "SLC25A39"
"ENSG00000013374" 79 0 0 0 0 0 79 0 0 0 0 0 79 31 0 0 0 0 "NUB1"
"ENSG00000013375" 53 0 0 0 0 0 53 0 0 0 0 0 53 31 0 0 0 0 "PGM3"
"ENSG00000013441" 93 9 0 3 0 0 93 0 0 0 0 0 93 31 0 0 0 0 "CLK1"
"ENSG00000013588" 104 2 0 0 0 0 104 4 0 3 0 0 104 41 0 0 0 0 "GPRC5A"
"ENSG00000013810" 75 2 0 0 0 0 75 3 0 0 0 0 75 33 0 0 0 2 "TACC3"
"ENSG00000014641" 179 4 0 0 0 0 179 3 0 2 0 0 179 111 0 0 0 3 "MDH1"
"ENSG00000014824" 109 2 0 0 0 0 109 2 0 0 0 0 109 32 0 0 0 2 "SLC30A9"
"ENSG00000014919" 53 0 0 0 0 0 53 0 0 0 0 0 53 30 0 0 0 0 "COX15"
"ENSG00000015171" 50 0 0 0 0 0 50 2 0 2 0 0 50 30 3 2 0 0 "ZMYND11"
"ENSG00000015475" 64 0 0 0 0 0 64 2 0 0 0 0 64 46 0 0 0 0 "BID"
"ENSG00000015479" 262 6 2 0 0 0 262 6 0 4 0 0 262 74 2 3 0 2 "MATR3"
"ENSG00000016864" 92 0 0 0 0 0 92 0 0 0 0 0 92 49 0 0 0 6 "GLT8D1"
"ENSG00000017260" 79 0 0 0 0 0 79 0 0 0 0 0 79 50 0 0 0 0 "ATP2C1"
"ENSG00000017483" 108 0 0 0 0 0 108 0 0 0 0 0 108 42 3 0 0 2 "SLC38A5"
"ENSG00000018408" 80 0 0 0 0 0 80 0 0 0 0 0 80 33 0 0 0 0 "WWTR1"
"ENSG00000018510" 211 5 0 2 0 0 211 13 0 6 0 0 211 110 4 0 0 7 "AGPS"
"ENSG00000020256" 55 3 0 2 0 0 55 0 0 0 0 0 55 29 0 0 0 0 "ZFP64"
"ENSG00000021355" 76 0 0 0 0 0 76 0 0 0 0 0 76 48 2 0 0 0 "SERPINB1"
"ENSG00000021776" 80 0 0 0 0 0 80 3 0 2 0 0 80 34 0 0 0 0 "AQR"
"ENSG00000021826" 530 7 2 2 0 0 530 16 0 5 0 0 530 163 5 2 0 11 "CPS1"
"ENSG00000022277" 82 0 0 0 0 0 82 0 0 0 0 0 82 54 0 3 0 0 "RTFDC1"
"ENSG00000023041" 106 3 0 0 0 0 106 3 0 0 0 0 106 67 0 0 0 2 "ZDHHC6"
"ENSG00000023228" 152 2 0 0 0 0 152 3 2 0 0 0 152 52 0 0 0 2 "NDUFS1"
"ENSG00000023287" 162 5 0 0 2 0 162 13 4 5 0 0 162 90 0 2 0 3 "RB1CC1"
"ENSG00000023318" 90 0 0 0 0 0 90 3 0 0 0 0 90 37 0 0 0 0 "ERP44"
"ENSG00000023572" 58 0 0 0 0 0 58 4 2 0 0 0 58 31 0 0 0 0 "GLRX2"
"ENSG00000023697" 87 2 0 0 0 0 87 4 0 0 0 0 87 51 0 0 0 0 "DERA"
"ENSG00000023734" 172 2 0 0 0 0 172 0 0 0 0 0 172 108 4 0 0 10 "STRAP"
"ENSG00000023909" 162 7 2 0 0 0 162 5 0 0 0 0 162 84 2 0 0 3 "GCLM"
"ENSG00000024526" 154 4 0 0 0 0 154 4 0 0 0 0 154 87 0 0 0 2 "DEPDC1"
"ENSG00000025796" 65 0 0 0 0 0 65 2 0 0 0 0 65 37 2 0 0 3 "SEC63"
"ENSG00000026025" 384 28 6 8 0 0 384 10 2 5 0 0 384 201 2 0 0 5 "VIM"
"ENSG00000026508" 202 4 0 0 0 0 202 8 0 4 0 0 202 120 0 0 0 4 "CD44"
"ENSG00000027697" 101 6 0 0 0 0 101 9 0 0 0 0 101 31 0 0 0 0 "IFNGR1"
"ENSG00000028839" 62 6 0 4 0 0 62 0 0 0 0 0 62 34 0 0 0 0 "TBPL1"
"ENSG00000029363" 243 4 0 4 0 0 243 10 0 5 0 0 243 123 2 0 0 0 "BCLAF1"
"ENSG00000029364" 103 0 0 0 0 0 103 0 0 0 0 0 103 68 0 2 0 3 "SLC39A9"
"ENSG00000029725" 102 0 0 0 0 0 102 2 0 0 0 0 102 47 0 0 0 0 "RABEP1"
"ENSG00000029993" 102 0 0 0 0 0 102 3 0 0 0 0 102 58 0 0 0 6 "HMGB3"
"ENSG00000030066" 211 4 0 0 0 0 211 5 0 0 0 0 211 75 2 0 0 0 "NUP160"
"ENSG00000031691" 62 3 0 0 0 0 62 3 0 0 0 0 62 34 0 0 0 2 "CENPQ"
"ENSG00000031698" 137 3 0 0 0 2 137 3 0 0 0 0 137 69 0 0 0 0 "SARS"
"ENSG00000031823" 51 2 0 0 0 0 51 0 0 0 0 0 51 28 0 0 0 0 "RANBP3"
"ENSG00000033178" 183 4 0 3 0 0 183 2 0 0 0 0 183 76 0 0 0 3 "UBA6"
"ENSG00000034063" 72 2 0 0 0 0 72 2 0 0 0 0 72 36 0 0 0 0 NA
"ENSG00000034510" 303 3 0 0 0 0 303 4 0 0 0 0 303 168 0 0 0 6 "TMSB10"
"ENSG00000034677" 76 4 0 0 0 0 76 2 0 0 0 0 76 28 0 0 0 0 "RNF19A"
"ENSG00000034713" 93 5 0 0 0 0 93 4 0 0 0 0 93 68 2 0 0 0 "GABARAPL2"
"ENSG00000035403" 121 3 0 0 0 0 121 3 0 0 0 0 121 47 0 0 0 3 "VCL"
"ENSG00000035499" 56 2 0 0 0 0 56 0 0 0 0 0 56 28 0 0 0 0 "DEPDC1B"
"ENSG00000035687" 70 0 0 0 0 0 70 0 0 0 0 0 70 36 0 0 0 0 "ADSS"
"ENSG00000035862" 93 0 0 0 0 0 93 0 0 0 0 0 93 39 0 0 0 8 "TIMP2"
"ENSG00000036257" 89 2 0 0 0 0 89 4 0 2 0 0 89 46 0 0 0 2 "CUL3"
"ENSG00000036549" 124 6 2 0 0 0 124 5 0 0 0 0 124 41 0 0 0 2 "ZZZ3"
"ENSG00000037241" 160 5 0 0 0 0 160 9 3 0 0 0 160 105 0 0 0 2 "RPL26L1"
"ENSG00000037474" 159 0 0 0 0 0 159 0 0 0 0 0 159 50 0 0 0 0 "NSUN2"
"ENSG00000038274" 86 3 2 0 0 0 86 0 0 0 0 0 86 47 0 0 0 2 "MAT2B"
"ENSG00000038382" 160 10 0 4 0 0 160 3 0 0 0 0 160 36 0 0 0 0 "TRIO"
"ENSG00000039319" 104 2 0 0 0 0 104 3 0 0 0 0 104 42 0 0 0 2 "ZFYVE16"
"ENSG00000039560" 98 8 0 0 0 0 98 5 0 0 0 0 98 41 0 0 0 3 "RAI14"
"ENSG00000040275" 137 3 0 0 0 0 137 2 0 0 0 0 137 36 0 0 0 0 "SPDL1"
"ENSG00000040633" 63 3 0 0 0 0 63 2 0 0 0 0 63 31 0 0 0 0 "PHF23"
"ENSG00000041357" 191 5 0 0 0 0 191 2 0 0 0 0 191 95 0 0 0 2 "PSMA4"
"ENSG00000042753" 81 2 0 0 0 0 81 3 0 0 0 0 81 45 2 0 0 2 "AP2S1"
"ENSG00000043093" 231 0 0 0 0 0 231 2 0 2 0 0 231 87 0 2 0 2 "DCUN1D1"
"ENSG00000044115" 294 7 0 0 0 0 294 8 0 3 0 0 294 171 3 0 0 13 "CTNNA1"
"ENSG00000044574" 235 5 0 0 0 0 235 4 0 0 0 0 235 69 0 0 0 2 "HSPA5"
"ENSG00000046604" 80 3 0 0 0 0 80 0 0 0 0 0 80 45 0 0 0 4 "DSG2"
"ENSG00000046651" 73 2 0 0 0 2 73 3 0 0 0 0 73 27 0 0 0 0 "OFD1"
"ENSG00000047249" 66 0 0 0 0 0 66 0 0 0 0 0 66 33 0 0 0 0 "ATP6V1H"
"ENSG00000047932" 80 0 0 0 0 0 80 2 0 2 0 0 80 35 0 0 0 0 "GOPC"
"ENSG00000048342" 48 0 0 0 0 0 48 2 0 2 0 0 48 28 0 0 0 0 "CC2D2A"
"ENSG00000048649" 69 3 0 0 0 0 69 2 0 0 0 0 69 32 0 0 0 0 "RSF1"
"ENSG00000048828" 91 0 0 0 0 0 91 2 0 0 0 0 91 42 0 0 0 5 "FAM120A"
"ENSG00000049245" 137 3 0 0 0 0 137 3 0 0 0 0 137 48 0 0 0 3 "VAMP3"
"ENSG00000049449" 168 0 0 0 0 0 168 2 0 0 0 0 168 63 0 0 0 6 "RCN1"
"ENSG00000049618" 59 8 0 0 0 0 59 6 0 0 0 0 59 23 0 0 0 0 "ARID1B"
"ENSG00000049656" 222 2 0 0 0 0 222 4 0 2 0 0 222 106 4 0 0 3 "CLPTM1L"
"ENSG00000049860" 107 0 0 0 0 0 107 0 0 0 0 0 107 49 0 0 0 0 "HEXB"
"ENSG00000050393" 132 0 0 0 0 0 132 3 0 2 0 0 132 67 0 0 0 0 "MCUR1"
"ENSG00000050405" 59 0 0 0 0 0 59 3 0 0 0 0 59 30 0 0 0 0 "LIMA1"
"ENSG00000051108" 73 0 0 0 0 0 73 2 0 0 0 0 73 42 0 0 0 0 "HERPUD1"
"ENSG00000051596" 73 0 0 0 0 0 73 2 0 0 0 0 73 40 2 0 0 0 "THOC3"
"ENSG00000051620" 57 0 0 0 0 0 57 3 0 2 0 0 57 34 0 0 0 0 "HEBP2"
"ENSG00000052723" 89 3 0 0 0 0 89 3 0 0 0 0 89 49 0 0 0 0 "SIKE1"
"ENSG00000052802" 137 6 0 0 0 2 137 3 0 0 0 0 137 61 0 0 0 2 "MSMO1"
"ENSG00000053371" 51 0 0 0 0 0 51 0 0 0 0 0 51 34 0 0 0 0 "AKR7A2"
"ENSG00000053372" 77 0 0 0 0 0 77 4 2 0 0 0 77 50 0 0 0 2 "MRTO4"
"ENSG00000053501" 82 0 0 0 0 0 82 0 0 0 0 0 82 53 0 0 0 0 "USE1"
"ENSG00000053770" 93 2 0 0 0 0 93 0 0 0 0 0 93 28 0 0 0 0 "AP5M1"
"ENSG00000054116" 98 4 0 0 2 0 98 4 0 3 0 0 98 63 3 0 0 0 "TRAPPC3"
"ENSG00000054118" 76 0 0 0 0 0 76 2 0 0 0 0 76 29 0 0 0 0 "THRAP3"
"ENSG00000054148" 103 2 0 0 0 0 103 0 0 0 0 0 103 58 0 0 0 4 "PHPT1"
"ENSG00000055044" 215 12 2 5 2 0 215 12 2 3 0 0 215 112 0 2 0 2 "NOP58"
"ENSG00000055130" 88 7 0 2 3 0 88 0 0 0 0 0 88 32 0 0 0 2 "CUL1"
"ENSG00000055211" 49 0 0 0 0 0 49 0 0 0 0 0 49 37 0 0 0 2 "GINM1"
"ENSG00000055950" 53 0 0 0 0 0 53 2 0 0 0 0 53 39 0 0 0 0 "MRPL43"
"ENSG00000056050" 49 3 0 2 0 0 49 0 0 0 0 0 49 31 0 0 0 0 "C4orf27"
"ENSG00000056097" 140 4 0 0 0 0 140 4 0 3 0 0 140 33 0 0 0 2 "ZFR"
"ENSG00000056586" 126 0 0 0 0 0 126 0 0 0 0 0 126 43 0 0 0 2 "RC3H2"
"ENSG00000057019" 49 0 0 0 0 0 49 3 0 0 0 0 49 30 0 0 0 2 "DCBLD2"
"ENSG00000057252" 164 0 0 0 0 0 164 2 0 0 0 0 164 52 0 0 0 0 "SOAT1"
"ENSG00000057608" 118 3 0 0 0 0 118 6 0 3 0 0 118 60 0 0 0 2 "GDI2"
"ENSG00000057663" 102 0 0 0 0 0 102 0 0 0 0 0 102 54 0 0 0 0 "ATG5"
"ENSG00000057757" 42 0 0 0 0 0 42 3 0 0 0 0 42 28 0 0 0 0 "PITHD1"
"ENSG00000058262" 80 2 0 0 0 0 80 0 0 0 0 0 80 32 0 0 0 0 "SEC61A1"
"ENSG00000058272" 91 2 0 0 0 0 91 0 0 0 0 0 91 39 0 2 0 0 "PPP1R12A"
"ENSG00000058600" 74 0 0 0 0 0 74 2 0 0 0 0 74 33 0 0 0 0 "POLR3E"
"ENSG00000058673" 94 5 0 3 0 0 94 0 0 0 0 0 94 44 0 0 0 0 "ZC3H11A"
"ENSG00000058804" 143 0 0 0 0 0 143 4 0 2 0 0 143 76 0 0 0 2 "NDC1"
"ENSG00000059573" 103 0 0 0 0 0 103 7 2 0 0 2 103 61 0 0 0 0 "ALDH18A1"
"ENSG00000060138" 201 2 0 0 0 0 201 15 4 5 0 0 201 96 3 4 0 0 "YBX3"
"ENSG00000060237" 119 11 0 0 4 0 119 3 0 2 0 0 119 55 2 0 0 0 "WNK1"
"ENSG00000060339" 116 5 2 2 0 0 116 3 0 0 0 0 116 54 0 0 0 0 "CCAR1"
"ENSG00000060688" 148 0 0 0 0 0 148 3 0 0 0 0 148 80 0 0 0 0 "SNRNP40"
"ENSG00000060762" 62 0 0 0 0 0 62 0 0 0 0 0 62 44 0 0 0 0 "MPC1"
"ENSG00000060982" 88 0 0 0 0 0 88 0 0 0 0 0 88 36 0 0 0 0 "BCAT1"
"ENSG00000061676" 237 12 3 5 0 0 237 10 2 5 0 0 237 95 4 0 0 10 "NCKAP1"
"ENSG00000061794" 112 3 0 2 0 0 112 5 0 4 0 0 112 75 0 0 0 3 "MRPS35"
"ENSG00000062194" 86 0 0 0 0 0 86 2 0 0 0 0 86 45 0 0 0 0 "GPBP1"
"ENSG00000062485" 158 0 0 0 0 0 158 3 0 0 0 0 158 84 0 0 0 0 "CS"
"ENSG00000062716" 520 5 0 0 0 0 520 4 0 0 0 0 520 103 0 0 0 2 "VMP1"
"ENSG00000062725" 51 4 0 2 0 0 51 0 0 0 0 0 51 28 0 0 0 0 "APPBP2"
"ENSG00000063046" 303 10 3 3 0 0 303 2 0 0 0 0 303 124 6 0 0 5 "EIF4B"
"ENSG00000063177" 342 3 0 0 0 0 342 9 4 2 2 0 342 171 0 3 0 0 "RPL18"
"ENSG00000063244" 136 2 0 0 0 0 136 3 0 0 0 0 136 60 0 0 0 3 "U2AF2"
"ENSG00000063978" 72 0 0 0 0 0 72 2 0 0 0 0 72 35 0 0 0 0 "RNF4"
"ENSG00000064012" 87 3 0 2 0 0 87 4 0 0 0 0 87 46 0 0 0 0 "CASP8"
"ENSG00000064042" 250 5 0 3 0 0 250 8 0 3 0 0 250 130 0 0 0 9 "LIMCH1"
"ENSG00000064102" 110 8 0 2 0 0 110 3 2 0 0 0 110 41 0 0 0 0 "ASUN"
"ENSG00000064115" 67 0 0 0 0 0 67 0 0 0 0 0 67 36 0 0 0 2 "TM7SF3"
"ENSG00000064205" 63 0 0 0 0 0 63 0 0 0 0 0 63 38 0 0 0 0 "WISP2"
"ENSG00000064726" 114 2 0 0 0 0 114 3 0 0 0 0 114 58 2 0 0 0 "BTBD1"
"ENSG00000064961" 59 2 0 0 0 0 59 0 0 0 0 0 59 29 0 0 0 2 "HMG20B"
"ENSG00000065135" 141 3 0 0 0 0 141 2 0 0 0 0 141 78 0 0 0 6 "GNAI3"
"ENSG00000065150" 313 10 0 4 0 0 313 12 0 2 0 2 313 164 0 0 0 9 "IPO5"
"ENSG00000065183" 110 4 0 0 2 0 110 3 0 0 0 0 110 62 0 0 0 2 "WDR3"
"ENSG00000065325" 95 2 0 2 0 0 95 0 0 0 0 0 95 45 0 0 0 6 "GLP2R"
"ENSG00000065427" 165 0 0 0 0 0 165 5 0 0 0 0 165 84 0 0 0 4 "KARS"
"ENSG00000065518" 154 0 0 0 0 0 154 3 0 0 0 0 154 97 0 0 0 2 "NDUFB4"
"ENSG00000065548" 94 2 0 0 0 0 94 2 0 2 0 0 94 45 0 0 0 0 "ZC3H15"
"ENSG00000065613" 109 5 2 0 0 0 109 5 0 0 0 0 109 52 3 0 0 0 "SLK"
"ENSG00000065809" 194 3 0 0 0 0 194 3 0 0 0 0 194 45 2 0 0 0 "FAM107B"
"ENSG00000065833" 94 2 0 0 0 0 94 4 0 0 2 0 94 47 0 0 0 3 "ME1"
"ENSG00000065911" 115 7 0 2 0 0 115 0 0 0 0 0 115 74 0 0 0 4 "MTHFD2"
"ENSG00000065978" 328 8 0 0 0 0 328 0 0 0 0 0 328 160 3 9 0 2 "YBX1"
"ENSG00000066044" 143 3 0 0 0 0 143 2 0 0 0 0 143 105 0 0 0 2 "ELAVL1"
"ENSG00000066279" 149 6 0 0 0 0 149 3 0 0 0 0 149 46 0 0 0 0 "ASPM"
"ENSG00000066455" 56 0 0 0 0 0 56 3 0 2 0 0 56 29 0 0 0 0 "GOLGA5"
"ENSG00000066651" 64 3 0 0 0 0 64 3 0 0 0 0 64 34 0 0 0 2 "TRMT11"
"ENSG00000066697" 102 0 0 0 0 0 102 2 0 0 0 0 102 53 0 0 0 0 "MSANTD3"
"ENSG00000066855" 86 3 0 0 0 0 86 0 0 0 0 0 86 55 2 0 0 0 "MTFR1"
"ENSG00000066926" 70 0 0 0 0 0 70 2 0 0 0 0 70 42 0 0 0 2 "FECH"
"ENSG00000067057" 88 0 0 0 0 0 88 2 0 0 0 0 88 50 0 0 0 0 "PFKP"
"ENSG00000067064" 112 5 0 0 0 0 112 0 0 0 0 0 112 54 0 0 0 2 "IDI1"
"ENSG00000067066" 73 4 2 0 0 0 73 3 0 2 0 0 73 40 0 0 0 2 "SP100"
"ENSG00000067167" 58 0 0 0 0 0 58 0 0 0 0 0 58 30 0 0 0 0 "TRAM1"
"ENSG00000067182" 152 3 0 0 0 0 152 4 0 2 0 0 152 88 0 0 0 0 "TNFRSF1A"
"ENSG00000067225" 620 6 0 0 0 0 620 2 0 0 0 0 620 156 4 0 0 4 "PKM"
"ENSG00000067248" 70 2 0 0 0 0 70 4 0 0 0 0 70 33 0 0 0 0 "DHX29"
"ENSG00000067334" 174 17 0 8 0 0 174 0 0 0 0 0 174 72 2 0 0 0 "DNTTIP2"
"ENSG00000067533" 65 0 0 0 0 0 65 0 0 0 0 0 65 37 0 0 0 2 "RRP15"
"ENSG00000067560" 256 0 0 0 0 0 256 13 4 5 0 0 256 142 2 0 0 8 "RHOA"
"ENSG00000067596" 66 2 0 0 0 0 66 2 0 0 0 0 66 27 0 0 0 0 "DHX8"
"ENSG00000067704" 108 3 0 0 0 0 108 2 0 0 0 0 108 65 0 0 0 9 "IARS2"
"ENSG00000067829" 62 0 0 0 0 0 62 3 0 0 0 0 62 29 0 0 0 0 "IDH3G"
"ENSG00000067900" 58 0 0 0 0 0 58 2 0 0 0 0 58 34 0 0 0 0 "ROCK1"
"ENSG00000067955" 56 0 0 0 0 0 56 3 0 0 0 0 56 31 0 0 0 2 "CBFB"
"ENSG00000068438" 102 0 0 0 0 0 102 3 0 0 0 0 102 46 0 0 0 2 "FTSJ1"
"ENSG00000068697" 155 0 0 0 0 0 155 5 0 0 2 0 155 104 0 0 0 4 "LAPTM4A"
"ENSG00000068745" 81 2 0 0 0 0 81 2 0 0 0 0 81 41 0 0 0 0 "IP6K2"
"ENSG00000068912" 114 4 0 2 0 0 114 7 0 0 0 0 114 70 0 0 0 5 "ERLEC1"
"ENSG00000069248" 75 0 0 0 0 0 75 0 0 0 0 0 75 43 0 0 0 0 "NUP133"
"ENSG00000069275" 194 3 0 0 0 0 194 2 0 0 0 0 194 100 0 0 0 0 "NUCKS1"
"ENSG00000069329" 116 2 0 0 0 0 116 0 0 0 0 0 116 66 0 0 0 2 "VPS35"
"ENSG00000069345" 211 5 0 0 0 0 211 2 0 0 0 0 211 140 0 2 0 0 "DNAJA2"
"ENSG00000069482" 84 3 0 0 0 0 84 2 0 0 0 0 84 56 0 0 0 0 "GAL"
