mir g rho pvalue adj genelog2FC mirlog2FC
cel-miR-799 WBGene00015453 -0.972540051859761 0.00112072005798621 0.0124654667346648 2.38847448516419 -2.25175647108451
cel-miR-799 WBGene00007919 -0.97253548393534 0.00112109122667221 0.0124654667346648 3.19752515772397 -2.25175647108451
cel-miR-230-5p WBGene00019782 -0.97217970288852 0.00115018737424363 0.0124915698551576 3.59891010411179 -3.02695604759535
cel-miR-799 WBGene00002090 -0.971120263437359 0.00123901535993394 0.0128651748033192 2.75929210009176 -2.25175647108451
cel-miR-230-5p WBGene00018601 -0.971112422902899 0.00123968493822133 0.0128651748033192 7.06115694488878 -3.02695604759535
cel-miR-230-5p WBGene00010666 -0.970342580630352 0.00130630100818769 0.0129954579266632 2.60549260158785 -3.02695604759535
cel-miR-230-5p WBGene00017390 -0.969824799008481 0.00135207622699793 0.0129954579266632 2.40516658041931 -3.02695604759535
cel-miR-50-5p WBGene00009430 -0.969454242562957 0.00138531468898367 0.0129954579266632 2.95115325470916 -2.16683521908187
cel-miR-790-5p WBGene00009953 -0.969438350439188 0.00138674912506315 0.0129954579266632 2.25510544612251 -1.74891405230186
cel-miR-788-3p WBGene00006191 -0.969387137417045 0.001391376651677 0.0129954579266632 3.86512016843228 -2.4068964107827
cel-miR-2208a-5p WBGene00044175 -0.96833074925385 0.00148853096221553 0.0135570007811367 -2.05400561206758 3.63992212106965
cel-miR-50-5p WBGene00009617 -0.967865038345215 0.00153239146419779 0.0135570007811367 2.9365183323509 -2.16683521908187
cel-miR-788-3p WBGene00011103 -0.967799767712874 0.00153858895374784 0.0135570007811367 2.8950772754205 -2.4068964107827
cel-miR-230-5p WBGene00015913 -0.967260845969991 0.00159023254265631 0.013625117321513 2.11744007274379 -3.02695604759535
cel-miR-1022-5p WBGene00009617 -0.96702920647842 0.00161268900473459 0.013625117321513 2.9365183323509 -1.42406040270407
cel-miR-1022-5p WBGene00010666 -0.966812414867327 0.001633847044978 0.013625117321513 2.60549260158785 -1.42406040270407
cel-miR-1022-5p WBGene00017586 -0.966157149286786 0.00169862705590823 0.0139168216685815 3.27358775572454 -1.42406040270407
cel-miR-788-3p WBGene00006539 -0.96540863804213 0.00177414812295611 0.0140096525508437 3.0972166180823 -2.4068964107827
cel-miR-788-3p WBGene00016097 -0.965375966975106 0.00177748143931562 0.0140096525508437 2.44700888829954 -2.4068964107827
cel-miR-1817 WBGene00000217 -0.965156477249868 0.00179995535985144 0.0140096525508437 2.52333945787946 -2.24753801076571
cel-miR-230-5p WBGene00000273 -0.964413229808677 0.00187709345202517 0.0141053797649001 2.18029103247103 -3.02695604759535
cel-miR-230-5p WBGene00021183 -0.963220591332112 0.00200421114194711 0.0141053797649001 3.46527924881057 -3.02695604759535
cel-miR-230-5p WBGene00008234 -0.962938923064454 0.00203483300679586 0.0141053797649001 2.51132234880764 -3.02695604759535
cel-miR-788-3p WBGene00020616 -0.962926792028795 0.00203615699370223 0.0141053797649001 2.05291253323549 -2.4068964107827
cel-miR-230-5p WBGene00010185 -0.962887543037298 0.00204044355974411 0.0141053797649001 2.08067562166504 -3.02695604759535
cel-miR-230-5p WBGene00008803 -0.962765448421801 0.00205380653542511 0.0141053797649001 2.23978975232092 -3.02695604759535
cel-miR-788-3p WBGene00006929 -0.962694337145566 0.00206160934320962 0.0141053797649001 2.5983202618925 -2.4068964107827
cel-miR-788-3p WBGene00009212 -0.962680162303993 0.00206316644798017 0.0141053797649001 2.28396097653122 -2.4068964107827
cel-miR-230-5p WBGene00005000 -0.962454400062126 0.00208804462016223 0.0141053797649001 2.56783715114712 -3.02695604759535
cel-miR-230-5p WBGene00017484 -0.961974103984395 0.00214146102268152 0.0141053797649001 3.32258986013301 -3.02695604759535
cel-miR-230-5p WBGene00001841 -0.96128690045072 0.00221904637501031 0.0141053797649001 5.49798325368861 -3.02695604759535
cel-miR-230-5p WBGene00021576 -0.961008295196704 0.00225088898666726 0.0141053797649001 2.78029461881089 -3.02695604759535
cel-miR-788-3p WBGene00009617 -0.960699626105288 0.00228642898767298 0.0141053797649001 2.9365183323509 -2.4068964107827
cel-let-7-5p WBGene00003968 -0.960110761505306 0.00235499211373537 0.0141053797649001 2.22309676837316 -1.76256156478574
cel-miR-788-3p WBGene00015692 -0.960030383110724 0.00236442827550503 0.0141053797649001 2.64058573662636 -2.4068964107827
cel-miR-2208a-5p WBGene00013515 -0.959869275285803 0.00238339783336186 0.0141053797649001 -2.10835953829697 3.63992212106965
cel-miR-230-5p WBGene00001104 -0.959660548089963 0.00240808545280609 0.0141053797649001 3.34080640334101 -3.02695604759535
cel-miR-230-5p WBGene00019200 -0.959439032408824 0.00243442284633758 0.0141053797649001 2.50642825054938 -3.02695604759535
cel-let-7-5p WBGene00007281 -0.959220095668167 0.00246059239333909 0.0141053797649001 3.32918200312485 -1.76256156478574
cel-miR-230-5p WBGene00007324 -0.959148365604405 0.00246919630093175 0.0141053797649001 2.11916621986061 -3.02695604759535
cel-miR-230-5p WBGene00003096 -0.958829530716959 0.00250761918352834 0.0141053797649001 5.22960307513256 -3.02695604759535
cel-miR-793 WBGene00003473 -0.958601811348976 0.00253524072004442 0.0141053797649001 6.50355146174104 -1.10612684297687
cel-miR-230-5p WBGene00016097 -0.95854909577811 0.00254165618653627 0.0141053797649001 2.44700888829954 -3.02695604759535
cel-miR-1817 WBGene00045305 -0.958428247879663 0.00255639349072771 0.0141053797649001 2.27431169789777 -2.24753801076571
cel-miR-788-3p WBGene00008234 -0.958338540875967 0.00256736034264777 0.0141053797649001 2.51132234880764 -2.4068964107827
cel-miR-230-5p WBGene00004987 -0.958051492476106 0.00260260800734039 0.0141118223538995 2.17534251897261 -3.02695604759535
cel-miR-788-3p WBGene00007642 -0.95783806470586 0.00262896904665793 0.0141118223538995 3.4003803043709 -2.4068964107827
cel-miR-788-3p WBGene00000558 -0.957227627604632 0.00270508824952664 0.0142070811831093 3.13829863559489 -2.4068964107827
cel-miR-71-5p WBGene00008803 -0.957207953267505 0.00270755936894374 0.0142070811831093 2.23978975232092 -1.24569085516915
cel-miR-230-5p WBGene00020613 -0.956673207619544 0.00277514964268658 0.0142789676946563 3.25062704847537 -3.02695604759535
cel-miR-788-3p WBGene00019782 -0.956616140242991 0.00278241126384095 0.0142789676946563 3.59891010411179 -2.4068964107827
cel-let-7-5p WBGene00007660 -0.956186990751846 0.002837318385755 0.0144024748494302 3.28013153141084 -1.76256156478574
cel-miR-230-5p WBGene00015610 -0.955770589025976 0.0028910995036182 0.0145176717009645 4.29176790247202 -3.02695604759535
cel-miR-1817 WBGene00007140 -0.954871807968278 0.0030088775804875 0.0148410855077143 3.4378337345596 -2.24753801076571
cel-miR-788-3p WBGene00001726 -0.95462470910405 0.00304166355639321 0.0148410855077143 2.96461029694403 -2.4068964107827
cel-miR-1820-5p WBGene00017041 -0.95435908470603 0.00307710258432847 0.0148410855077143 2.35653496940472 -1.25852439493485
cel-miR-1022-5p WBGene00015167 -0.954317837958844 0.00308262375642032 0.0148410855077143 2.39399749797876 -1.42406040270407
cel-miR-230-5p WBGene00021872 -0.954030089552136 0.0031212764416577 0.0148738377372872 3.26349159966089 -3.02695604759535
cel-miR-230-5p WBGene00000217 -0.953538715722857 0.0031878295576101 0.0149386485899755 2.52333945787946 -3.02695604759535
cel-miR-1022-5p WBGene00003091 -0.952353680343846 0.00335117500008924 0.0149386485899755 2.10063301122679 -1.42406040270407
cel-miR-230-5p WBGene00011229 -0.952207200634528 0.00337164450551169 0.0149386485899755 3.03863748105376 -3.02695604759535
cel-miR-230-5p WBGene00001726 -0.951988472820986 0.0034023242655933 0.0149386485899755 2.96461029694403 -3.02695604759535
cel-miR-230-5p WBGene00004814 -0.951942037032519 0.00340885514486382 0.0149386485899755 4.05675021136663 -3.02695604759535
cel-miR-788-3p WBGene00003533 -0.951936175731928 0.00340967993481297 0.0149386485899755 2.10723034331062 -2.4068964107827
cel-miR-230-5p WBGene00017586 -0.951890258526221 0.00341614470270677 0.0149386485899755 3.27358775572454 -3.02695604759535
cel-miR-230-5p WBGene00017135 -0.951486487421014 0.00347325160089664 0.0149386485899755 2.20198081743978 -3.02695604759535
cel-let-7-5p WBGene00019782 -0.951147420188625 0.00352156666939704 0.0149386485899755 3.59891010411179 -1.76256156478574
cel-miR-230-5p WBGene00017128 -0.950999746380467 0.00354271186875235 0.0149386485899755 2.45264904365474 -3.02695604759535
cel-miR-788-3p WBGene00009953 -0.95076405778829 0.00357658866411803 0.0149386485899755 2.25510544612251 -2.4068964107827
cel-miR-230-5p WBGene00009486 -0.950512169109978 0.00361296913684708 0.0149386485899755 3.79644341734983 -3.02695604759535
cel-miR-1820-5p WBGene00017706 -0.950463653810474 0.0036199970192249 0.0149386485899755 4.3955819950086 -1.25852439493485
cel-miR-1022-5p WBGene00016063 -0.950331646149517 0.00363915350343702 0.0149386485899755 2.32690795699537 -1.42406040270407
cel-miR-50-5p WBGene00017265 -0.95027318835063 0.00364765256433645 0.0149386485899755 3.70265811590113 -2.16683521908187
cel-miR-230-5p WBGene00016745 -0.95016161093411 0.00366390162128081 0.0149386485899755 3.33372797443076 -3.02695604759535
cel-miR-788-3p WBGene00016424 -0.949667969175745 0.00373621658811227 0.0149386485899755 2.32094694678721 -2.4068964107827
cel-miR-50-5p WBGene00021500 -0.949654693723788 0.00373817093421421 0.0149386485899755 2.46960055548427 -2.16683521908187
cel-miR-788-3p WBGene00008803 -0.949453413253479 0.00376786395885722 0.0149386485899755 2.23978975232092 -2.4068964107827
cel-miR-788-3p WBGene00022572 -0.948860332804076 0.00385602643615789 0.0149386485899755 3.27209137359651 -2.4068964107827
cel-miR-230-5p WBGene00007642 -0.948824779991322 0.00386134324214431 0.0149386485899755 3.4003803043709 -3.02695604759535
cel-miR-230-5p WBGene00011831 -0.948783684041348 0.00386749348915754 0.0149386485899755 3.39231576295992 -3.02695604759535
cel-miR-250-5p WBGene00005005 -0.948762848759433 0.00387061344622491 0.0149386485899755 3.42002487694663 -1.57737504978715
cel-miR-788-3p WBGene00004993 -0.947971779585577 0.00398998505510694 0.0152731395142208 2.39012925259898 -2.4068964107827
cel-miR-50-5p WBGene00003533 -0.947180898775829 0.00411110729955855 0.0156009637338609 2.10723034331062 -2.16683521908187
cel-miR-1022-5p WBGene00016745 -0.946972931234482 0.00414325242028999 0.0156009637338609 3.33372797443076 -1.42406040270407
cel-miR-50-5p WBGene00009953 -0.946762864003987 0.00417584682383857 0.0156009637338609 2.25510544612251 -2.16683521908187
cel-miR-230-5p WBGene00014253 -0.945989999744266 0.00429684444221707 0.0159256059882172 2.45880080018436 -3.02695604759535
cel-miR-230-5p WBGene00009953 -0.945628814104105 0.00435397203081293 0.0159558514697278 2.25510544612251 -3.02695604759535
cel-miR-2208a-5p WBGene00020394 -0.945452551930778 0.00438198524075659 0.0159558514697278 -2.88596856940593 3.63992212106965
cel-miR-230-5p WBGene00007452 -0.945292459265413 0.00440750500983915 0.0159558514697278 2.18949328994312 -3.02695604759535
cel-miR-1022-5p WBGene00045305 -0.944729636055371 0.0044977993791029 0.0159891960561189 2.27431169789777 -1.42406040270407
cel-miR-790-5p WBGene00019547 -0.944462029906756 0.00454104668949635 0.0159891960561189 2.80245351979184 -1.74891405230186
cel-miR-788-3p WBGene00008295 -0.944087517372813 0.00460191160897973 0.0159891960561189 6.60932771328882 -2.4068964107827
cel-miR-788-3p WBGene00001388 -0.94357387757912 0.00468603316588194 0.0159891960561189 2.49850046804613 -2.4068964107827
cel-miR-230-5p WBGene00010174 -0.943394470189433 0.00471559168448635 0.0159891960561189 2.06656908625901 -3.02695604759535
cel-miR-1820-5p WBGene00018997 -0.943220475018469 0.00474434551996412 0.0159891960561189 2.67839584745535 -1.25852439493485
cel-miR-1820-5p WBGene00007281 -0.94269792696625 0.00483121489252195 0.0159891960561189 3.32918200312485 -1.25852439493485
cel-miR-790-5p WBGene00017072 -0.942630664009036 0.00484245292094793 0.0159891960561189 2.59809531811868 -1.74891405230186
cel-miR-230-5p WBGene00003473 -0.942559989861059 0.00485427466157258 0.0159891960561189 6.50355146174104 -3.02695604759535
cel-miR-230-5p WBGene00012878 -0.942537331803934 0.00485806768905448 0.0159891960561189 2.54684164308158 -3.02695604759535
cel-miR-1022-5p WBGene00001481 -0.9425269088829 0.00485981300513002 0.0159891960561189 2.95041393743624 -1.42406040270407
cel-miR-1820-5p WBGene00013364 -0.942368923128439 0.00488630530220395 0.0159891960561189 2.67876504455457 -1.25852439493485
cel-miR-788-3p WBGene00019060 -0.942319302604628 0.00489464062523338 0.0159891960561189 2.58019108626622 -2.4068964107827
cel-miR-230-5p WBGene00012300 -0.942310920631521 0.00489604932767666 0.0159891960561189 2.0804861354357 -3.02695604759535
cel-miR-1820-5p WBGene00010174 -0.941464620524338 0.00503930343706436 0.0163427410077018 2.06656908625901 -1.25852439493485
cel-miR-788-3p WBGene00019404 -0.941184528573665 0.00508716052424685 0.0163841652746433 2.15193830470364 -2.4068964107827
cel-miR-71-5p WBGene00019782 -0.94090505953715 0.00513513195269534 0.0164253878212926 3.59891010411179 -1.24569085516915
cel-miR-2208a-5p WBGene00013452 -0.940402868364233 0.00522188806341389 0.016589263439553 -5.20107788170309 3.63992212106965
cel-miR-230-5p WBGene00009895 -0.940132106686418 0.00526895878127316 0.0166257010192876 2.1670162131484 -3.02695604759535
cel-miR-230-5p WBGene00004001 -0.93910623946522 0.00544917655153104 0.0170789627487584 4.29363966975605 -3.02695604759535
cel-miR-1022-5p WBGene00012878 -0.938439837510278 0.00556783456276622 0.0170885382032445 2.54684164308158 -1.42406040270407
cel-miR-230-5p WBGene00022653 -0.938416572189416 0.0055719997242285 0.0170885382032445 3.1257089015841 -3.02695604759535
cel-miR-788-3p WBGene00003968 -0.938312616083247 0.0055906294725713 0.0170885382032445 2.22309676837316 -2.4068964107827
cel-miR-230-5p WBGene00020881 -0.938268189677922 0.00559860031069895 0.0170885382032445 2.62116611948681 -3.02695604759535
cel-miR-230-5p WBGene00013364 -0.937837624112342 0.00567613875045747 0.017187794560159 2.67876504455457 -3.02695604759535
cel-miR-790-5p WBGene00022572 -0.937679594518836 0.00570472838720481 0.017187794560159 3.27209137359651 -1.74891405230186
cel-miR-788-3p WBGene00018566 -0.937441769121824 0.00574788654886937 0.0172068142200128 2.54443010951092 -2.4068964107827
cel-miR-230-5p WBGene00045305 -0.936630136117281 0.00589637103531411 0.0173533124874757 2.27431169789777 -3.02695604759535
cel-miR-230-5p WBGene00015167 -0.936449561058082 0.00592965818104183 0.0173533124874757 2.39399749797876 -3.02695604759535
cel-miR-1820-5p WBGene00017586 -0.936380718611533 0.00594237269443912 0.0173533124874757 3.27358775572454 -1.25852439493485
cel-miR-788-3p WBGene00001075 -0.936338936141377 0.00595009599227832 0.0173533124874757 2.90426689856151 -2.4068964107827
cel-miR-230-5p WBGene00009371 -0.936163276532367 0.00598261950853016 0.0173533124874757 2.4454462363962 -3.02695604759535
cel-miR-50-5p WBGene00015167 -0.935705912474443 0.00606770734684415 0.0174239070660656 2.39399749797876 -2.16683521908187
cel-miR-790-5p WBGene00001726 -0.935631653685068 0.00608157784104645 0.0174239070660656 2.96461029694403 -1.74891405230186
cel-miR-1820-5p WBGene00012910 -0.935254206215605 0.0061523189587341 0.0175191033763953 2.59663840382779 -1.25852439493485
cel-miR-230-5p WBGene00020774 -0.934569328372605 0.00628169917892946 0.0177791122215761 4.2699015939221 -3.02695604759535
cel-miR-1820-5p WBGene00016424 -0.933524335343712 0.00648164254113781 0.0182345004018757 2.32094694678721 -1.25852439493485
cel-miR-788-3p WBGene00006902 -0.933282001852432 0.00652844629364769 0.0182561941265477 3.06367721339539 -2.4068964107827
cel-miR-1022-5p WBGene00019547 -0.932778614226191 0.00662619492582171 0.0184192442283258 2.80245351979184 -1.42406040270407
cel-miR-230-5p WBGene00001388 -0.93245413107228 0.00668957947777415 0.0184326062479702 2.49850046804613 -3.02695604759535
cel-miR-790-5p WBGene00016424 -0.932350206845013 0.00670994231724825 0.0184326062479702 2.32094694678721 -1.74891405230186
cel-miR-230-5p WBGene00018725 -0.931691415937665 0.00683972791829228 0.018601353171217 2.70609017079251 -3.02695604759535
cel-miR-788-3p WBGene00014000 -0.93163431780938 0.00685103371616558 0.018601353171217 2.16674154607583 -2.4068964107827
cel-miR-788-3p WBGene00000503 -0.930659350662681 0.00704548919843034 0.0189262200373922 3.03982754179553 -2.4068964107827
cel-miR-230-5p WBGene00014000 -0.930628232546983 0.00705173937153373 0.0189262200373922 2.16674154607583 -3.02695604759535
cel-miR-788-3p WBGene00020352 -0.930396222006427 0.00709842464516971 0.0189426531959672 2.11758013213369 -2.4068964107827
cel-miR-230-5p WBGene00008389 -0.930080120754504 0.00716227248432976 0.0189549200776875 2.2692876757547 -3.02695604759535
cel-miR-230-5p WBGene00044206 -0.929708302270588 0.00723773122960905 0.0189549200776875 5.29306116337561 -3.02695604759535
cel-miR-788-3p WBGene00004001 -0.929426007724612 0.00729527904670094 0.0189549200776875 4.29363966975605 -2.4068964107827
cel-miR-230-5p WBGene00010901 -0.929393033098937 0.007302015660997 0.0189549200776875 2.52776672532367 -3.02695604759535
cel-miR-230-5p WBGene00011799 -0.929373709056421 0.00730596491217077 0.0189549200776875 6.22381517890494 -3.02695604759535
cel-miR-71-5p WBGene00003546 -0.928587455101323 0.00746753423441498 0.0192148061112793 2.88601165926257 -1.24569085516915
cel-let-7-5p WBGene00007642 -0.928486398656959 0.00748842550803603 0.0192148061112793 3.4003803043709 -1.76256156478574
cel-miR-230-5p WBGene00004986 -0.92763519980599 0.00766552137754452 0.0195617403459743 2.07372802333108 -3.02695604759535
cel-miR-1820-5p WBGene00002271 -0.927408056826589 0.00771312042386777 0.0195762349888383 2.10130078157073 -1.25852439493485
cel-miR-2208a-5p WBGene00016706 -0.92712363346317 0.00777292529071526 0.0196213843825082 -2.22975087746744 3.63992212106965
cel-miR-788-3p WBGene00044953 -0.926502125286708 0.00790439091505326 0.0198459707383327 2.21403457715674 -2.4068964107827
cel-miR-71-5p WBGene00044479 -0.9261826903637 0.0079723777198978 0.0199096277817768 3.83323264479807 -1.24569085516915
cel-miR-228-5p WBGene00007141 -0.925697162821521 0.00807625772083709 0.0200617678491006 4.83070324186655 -1.13263447840878
cel-miR-230-5p WBGene00018566 -0.925330341824303 0.00815517427863651 0.0200888146884611 2.54443010951092 -3.02695604759535
cel-miR-50-5p WBGene00004001 -0.92506851056313 0.00821173219383796 0.0200888146884611 4.29363966975605 -2.16683521908187
cel-miR-230-5p WBGene00007660 -0.924863596468507 0.00825612820423871 0.0200888146884611 3.28013153141084 -3.02695604759535
cel-miR-2208a-5p WBGene00002206 -0.92484937874741 0.00825921289118744 0.0200888146884611 -5.5909134164323 3.63992212106965
cel-miR-230-5p WBGene00016594 -0.923985499340055 0.00844769280818112 0.0204407903700548 2.56695286521538 -3.02695604759535
cel-miR-1820-5p WBGene00003533 -0.922308717466157 0.00881943329208012 0.0212302852958836 2.10723034331062 -1.25852439493485
cel-miR-790-5p WBGene00020616 -0.92148930998225 0.00900392553279541 0.021420031815906 2.05291253323549 -1.74891405230186
cel-miR-2208a-5p WBGene00020567 -0.921476225874408 0.00900688652217225 0.021420031815906 -4.93559438909807 3.63992212106965
cel-miR-1022-5p WBGene00018708 -0.921348310498036 0.00903585924568198 0.021420031815906 5.42039186026045 -1.42406040270407
cel-miR-2208a-5p WBGene00018538 -0.920107174207465 0.00931932291432438 0.0219804232373206 -2.39903341327583 3.63992212106965
cel-miR-790-5p WBGene00013637 -0.919873406072866 0.00937318935570826 0.0219963790407827 2.31484143331871 -1.74891405230186
cel-miR-799 WBGene00021310 -0.919512641002952 0.0094566152309743 0.0220351101268995 3.30859655638967 -2.25175647108451
cel-miR-1820-5p WBGene00021464 -0.919394287349845 0.00948406238866552 0.0220351101268995 3.80697463243117 -1.25852439493485
cel-miR-230-5p WBGene00000301 -0.918988856543392 0.00957837786280432 0.022144071593711 2.37988695008869 -3.02695604759535
cel-miR-1022-5p WBGene00003968 -0.917916491582092 0.0098300264073354 0.0224319073500392 2.22309676837316 -1.42406040270407
cel-miR-1820-5p WBGene00020774 -0.917861710559413 0.0098429667474702 0.0224319073500392 4.2699015939221 -1.25852439493485
cel-miR-71-5p WBGene00077490 -0.917844715947622 0.00984698288385017 0.0224319073500392 6.56486000280344 -1.24569085516915
cel-miR-788-3p WBGene00004052 -0.916419016806255 0.0101867319156509 0.0230932223524708 2.63045765881655 -2.4068964107827
cel-miR-1817 WBGene00016063 -0.916194689693776 0.0102406988767788 0.0230935900011809 2.32690795699537 -2.24753801076571
cel-miR-2208a-5p WBGene00020715 -0.915841465731966 0.0103259552397582 0.0230935900011809 -7.12174035192799 3.63992212106965
cel-miR-788-3p WBGene00016332 -0.915803055194577 0.0103352469170167 0.0230935900011809 2.15192755532854 -2.4068964107827
cel-miR-1817 WBGene00009953 -0.915513851477205 0.0104053367060214 0.0231394868652953 2.25510544612251 -2.24753801076571
cel-miR-230-5p WBGene00004006 -0.91528343617059 0.0104613432886295 0.0231537787478197 3.24032582995052 -3.02695604759535
cel-miR-1820-5p WBGene00001726 -0.914929594756181 0.0105476346235125 0.0232003613139414 2.96461029694403 -1.25852439493485
cel-miR-2208a-5p WBGene00044260 -0.914790093033422 0.0105817493787356 0.0232003613139414 -2.68329838440343 3.63992212106965
cel-miR-1820-5p WBGene00001841 -0.914267192467014 0.0107100984644546 0.0232092252445724 5.49798325368861 -1.25852439493485
cel-miR-793 WBGene00019782 -0.914103656827596 0.0107503932389181 0.0232092252445724 3.59891010411179 -1.10612684297687
cel-miR-1820-5p WBGene00016745 -0.913926822065155 0.0107940474127038 0.0232092252445724 3.33372797443076 -1.25852439493485
cel-miR-2208a-5p WBGene00013696 -0.913916747115515 0.0107965371388677 0.0232092252445724 -6.16796276189306 3.63992212106965
cel-miR-788-3p WBGene00017466 -0.913764133914175 0.010834285017809 0.0232092252445724 2.08845068023942 -2.4068964107827
cel-miR-1022-5p WBGene00016845 -0.913382100213036 0.0109290584948442 0.0232924915549625 2.6378293740036 -1.42406040270407
cel-miR-230-5p WBGene00012810 -0.913199396894768 0.0109745242171914 0.0232924915549625 2.64994975195129 -3.02695604759535
cel-miR-1022-5p WBGene00018566 -0.913005862146304 0.0110227850827553 0.0232924915549625 2.54443010951092 -1.42406040270407
cel-miR-2208a-5p WBGene00020841 -0.912501010116541 0.0111491605088617 0.0233202124152495 -5.43847476289764 3.63992212106965
cel-miR-1820-5p WBGene00008341 -0.912364357723289 0.011183487575512 0.0233202124152495 2.43667880949236 -1.25852439493485
cel-miR-230-5p WBGene00008784 -0.912355508884768 0.0111857121649162 0.0233202124152495 2.52329643456524 -3.02695604759535
