mir g rho pvalue adj genelog2FC mirlog2FC
cel-miR-230-5p WBGene00004393 -0.912877486367397 0.0110548541542958 0.0390958902144088 2.16318850109038 -2.93344396614445
cel-miR-230-5p WBGene00001387 -0.912747966647306 0.0110872547281292 0.0390958902144088 4.42233458092343 -2.93344396614445
cel-miR-1817 WBGene00016063 -0.91259207153881 0.0111263142711552 0.0390958902144088 4.54041798344322 -1.82203038650596
cel-miR-230-5p WBGene00016450 -0.912357594427925 0.0111851878420902 0.0390958902144088 2.47191162524468 -2.93344396614445
cel-miR-230-5p WBGene00021585 -0.91178998706293 0.0113283282367114 0.0391551358345537 2.71005572666209 -2.93344396614445
cel-miR-1829a-3p WBGene00010147 -0.911461680638463 0.0114115235453646 0.0391551358345537 -4.13119074510069 1.48397565671398
cel-miR-1817 WBGene00015167 -0.91048200169521 0.0116615330433715 0.0396492123474631 3.30389640497552 -1.82203038650596
cel-miR-230-5p WBGene00012300 -0.909151369437733 0.0120053021221793 0.0402587684293043 2.36788030012935 -2.93344396614445
cel-miR-230-5p WBGene00020881 -0.908956310006419 0.0120561017756206 0.0402587684293043 4.3249172757716 -2.93344396614445
cel-miR-1829a-3p WBGene00008658 -0.908057523988338 0.0122915142107405 0.0406816488036899 -4.71542563425476 1.48397565671398
cel-miR-1829a-3p WBGene00009581 -0.906226947807429 0.0127777866861017 0.0419201071982636 -6.18316963203274 1.48397565671398
cel-miR-72-5p WBGene00000251 -0.905253906463315 0.0130399739408648 0.0422699319138007 -3.46386748708604 1.34562564964214
cel-miR-50-5p WBGene00020352 -0.90499393059531 0.0131104601657778 0.0422699319138007 2.3756583728389 -1.24597285018944
cel-miR-1829a-3p WBGene00022541 -0.903865221939013 0.0134186095403356 0.0428936749409017 -5.451621601543 1.48397565671398
cel-miR-72-5p WBGene00013809 -0.903123766498875 0.0136229149766862 0.0431777135701749 -2.17357838060813 1.34562564964214
cel-miR-72-5p WBGene00018292 -0.901914677900093 0.0139592693965423 0.0434038701810203 -3.0800793882529 1.34562564964214
cel-miR-230-5p WBGene00013637 -0.901456550074644 0.0140877488502516 0.0434038701810203 5.66809318713116 -2.93344396614445
cel-miR-1829a-3p WBGene00010544 -0.901443911366019 0.0140913013539201 0.0434038701810203 -5.64222367011478 1.48397565671398
cel-miR-1829a-3p WBGene00007998 -0.901205193053907 0.0141584817168034 0.0434038701810203 -4.7010975052565 1.48397565671398
cel-miR-1829a-3p WBGene00004020 -0.900635722703315 0.0143193647515466 0.0435401822526703 -2.52253473245066 1.48397565671398
cel-miR-230-5p WBGene00004001 -0.899036281629211 0.0147759131048291 0.0443649550867026 2.43267292837211 -2.93344396614445
cel-miR-230-5p WBGene00003143 -0.897847704500974 0.0151196529395869 0.0443649550867026 2.39984065143211 -2.93344396614445
cel-miR-2208a-5p WBGene00009677 -0.89776079826256 0.0151449358144327 0.0443649550867026 -2.77415429459142 4.24428583673426
cel-miR-230-5p WBGene00016219 -0.897680523254937 0.0151683075956831 0.0443649550867026 2.11218209217312 -2.93344396614445
cel-miR-1829a-3p WBGene00007777 -0.897259731214734 0.0152911035639326 0.0443649550867026 -4.86610804850706 1.48397565671398
cel-miR-230-5p WBGene00086560 -0.897221271070535 0.0153023508186755 0.0443649550867026 2.59780636187081 -2.93344396614445
cel-miR-1829a-3p WBGene00021880 -0.896604413717048 0.0154832880234527 0.0444013879866171 -3.7180604421787 1.48397565671398
cel-let-7-5p WBGene00000799 -0.896369854382744 0.0155523578241894 0.0444013879866171 2.02052227590899 -1.18656172898968
cel-miR-230-5p WBGene00006191 -0.89574007186744 0.0157385392987357 0.0445925280130845 2.80530709478523 -2.93344396614445
cel-miR-230-5p WBGene00007452 -0.895313243425827 0.0158653278274255 0.044613779003437 2.69187462657701 -2.93344396614445
cel-miR-2208a-5p WBGene00017384 -0.894756803903289 0.0160313518091011 0.0447442207209239 -4.90382813472636 4.24428583673426
cel-miR-230-5p WBGene00003602 -0.894157653450933 0.0162110486258572 0.0449106087857081 2.02253307169644 -2.93344396614445
cel-miR-72-5p WBGene00000683 -0.892775339400163 0.0166293039458266 0.0455142178292795 -4.49744075841788 1.34562564964214
cel-miR-1829a-3p WBGene00001725 -0.892313420122736 0.0167702109287427 0.0455142178292795 -4.44727448555207 1.48397565671398
cel-miR-1829a-3p WBGene00011895 -0.89223556641945 0.0167940162043866 0.0455142178292795 -3.09633269134607 1.48397565671398
cel-miR-230-5p WBGene00005000 -0.891474712629562 0.0170275157978056 0.045815042506326 2.2543041937642 -2.93344396614445
cel-miR-1829a-3p WBGene00001000 -0.89008852359727 0.0174569043781687 0.0466348731245364 -2.25035319182295 1.48397565671398
cel-miR-259-5p WBGene00020656 -0.889487150442897 0.0176447831915211 0.046802474564744 -3.70141067699876 1.58932034739685
cel-miR-1829a-3p WBGene00019062 -0.888199684178479 0.0180502524893774 0.0475408058523039 -6.03770888627165 1.48397565671398
cel-miR-1829a-3p WBGene00010128 -0.887769164791087 0.0181868242042321 0.0475655402264532 -2.22641913955892 1.48397565671398
cel-miR-1829a-3p WBGene00010925 -0.887314068211881 0.0183317291361371 0.0476115742841339 -2.60980008222815 1.48397565671398
cel-miR-230-5p WBGene00011707 -0.886538829700527 0.018579838125289 0.0479231686817799 2.39980777737007 -2.93344396614445
cel-miR-230-5p WBGene00009067 -0.883895843142804 0.0194377106690446 0.0497924917138539 3.31667810088628 -2.93344396614445
cel-miR-1829a-3p WBGene00003369 -0.883178636490625 0.0196737023931349 0.049882804400591 -3.03469385232543 1.48397565671398
cel-miR-1829a-3p WBGene00010486 -0.882978741294838 0.0197397193884691 0.049882804400591 -6.43122251144174 1.48397565671398
cel-miR-50-5p WBGene00016017 -0.881434785093504 0.0202531875640977 0.0508368600602183 2.40398658073856 -1.24597285018944
cel-miR-1829a-3p WBGene00021151 -0.879166813667195 0.0210188663091164 0.0524070399973969 -5.25804859795316 1.48397565671398
cel-miR-2208a-5p WBGene00020394 -0.877682454909285 0.0215273407750398 0.0533193738401648 -3.80258530113757 4.24428583673426
cel-miR-1829a-3p WBGene00012605 -0.87544753527431 0.0223038638027095 0.0548792438303509 -3.25115743615819 1.48397565671398
cel-miR-2208a-5p WBGene00015137 -0.873179894275496 0.0231051634340752 0.0562175524513898 -3.25858945342854 4.24428583673426
cel-miR-72-5p WBGene00016106 -0.87305860051983 0.0231484039505723 0.0562175524513898 -2.05534523973718 1.34562564964214
cel-miR-1829a-3p WBGene00009115 -0.872174480868131 0.0234647512113028 0.0566181738904985 -4.0129659028243 1.48397565671398
cel-miR-50-5p WBGene00010336 -0.871568878080802 0.0236826226374912 0.0567775696565493 2.80814912647906 -1.24597285018944
cel-miR-1829a-3p WBGene00020635 -0.870126768551668 0.0242052948203497 0.0575890638772487 -2.68918631562126 1.48397565671398
cel-miR-1829a-3p WBGene00000822 -0.869787437795927 0.0243290697663243 0.0575890638772487 -2.92042955108922 1.48397565671398
cel-miR-1829a-3p WBGene00019311 -0.869182241399522 0.0245505680917475 0.0577478771466262 -4.44824034408187 1.48397565671398
cel-miR-230-5p WBGene00009895 -0.868195750502565 0.0249136648302432 0.0579987146869838 2.77678229499814 -2.93344396614445
cel-miR-230-5p WBGene00011104 -0.868050446050692 0.0249673611353059 0.0579987146869838 2.37045953407435 -2.93344396614445
cel-miR-1829a-3p WBGene00012637 -0.867250668436692 0.0252638976290824 0.0580746900913961 -4.69684736989962 1.48397565671398
cel-miR-1829a-3p WBGene00019951 -0.867125044455755 0.0253106269649668 0.0580746900913961 -5.25309999652138 1.48397565671398
cel-miR-259-5p WBGene00000683 -0.864900607168841 0.0261448622625246 0.0588540037448285 -4.49744075841788 1.58932034739685
cel-miR-2208a-5p WBGene00003371 -0.864795694278233 0.0261845252641073 0.0588540037448285 -2.15232102601212 4.24428583673426
cel-miR-230-5p WBGene00017364 -0.864771859753088 0.0261935400423065 0.0588540037448285 2.30906252698147 -2.93344396614445
cel-miR-1829a-3p WBGene00017063 -0.864544177921361 0.0262797289448833 0.0588540037448285 -2.13033164071509 1.48397565671398
cel-miR-1829a-3p WBGene00015004 -0.863470111727765 0.0266881290133846 0.0592252419910033 -4.11140302052934 1.48397565671398
cel-miR-1829a-3p WBGene00018134 -0.863036756697405 0.026853753076012 0.0592252419910033 -5.29488972479833 1.48397565671398
cel-miR-230-5p WBGene00016568 -0.862862303825047 0.0269205645413651 0.0592252419910033 2.17031920260119 -2.93344396614445
cel-miR-1829a-3p WBGene00010611 -0.862404690122759 0.0270961944602687 0.0592630218019913 -5.56059602174174 1.48397565671398
cel-let-7-5p WBGene00003968 -0.861045592448136 0.0276210024713142 0.0600596216527414 2.84818089404479 -1.18656172898968
cel-miR-1829a-3p WBGene00017533 -0.860267104846886 0.0279237608913837 0.0602627499162139 -2.72761910622099 1.48397565671398
cel-miR-1829a-3p WBGene00011918 -0.859977778276242 0.0280366804423027 0.0602627499162139 -5.69443710327771 1.48397565671398
cel-let-7-5p WBGene00011833 -0.858973622848101 0.0284302613254878 0.0607595299184711 2.3960152032697 -1.18656172898968
cel-miR-259-5p WBGene00018575 -0.855835966511487 0.0296768029157732 0.0624273477342634 -6.11531325649234 1.58932034739685
cel-miR-2208a-5p WBGene00015908 -0.85505781818339 0.0299898643186043 0.0624273477342634 -5.68595552989046 4.24428583673426
cel-miR-2208a-5p WBGene00010123 -0.854929824142441 0.0300415071426223 0.0624273477342634 -4.19101233830293 4.24428583673426
cel-miR-259-5p WBGene00005016 -0.854439281293673 0.0302398196079172 0.0624273477342634 -5.81455855145331 1.58932034739685
cel-miR-2208a-5p WBGene00010611 -0.85376318834031 0.0305141555224726 0.0624273477342634 -5.56059602174174 4.24428583673426
cel-miR-72-5p WBGene00022505 -0.853541257368208 0.0306044629673375 0.0624273477342634 -2.97488434663583 1.34562564964214
cel-miR-2208a-5p WBGene00013696 -0.853277583296217 0.0307119203118909 0.0624273477342634 -5.86196128219429 4.24428583673426
cel-miR-72-5p WBGene00001725 -0.852989713898501 0.0308294413975857 0.0624273477342634 -4.44727448555207 1.34562564964214
cel-miR-72-5p WBGene00018538 -0.852973722055462 0.0308359761969103 0.0624273477342634 -2.44594564664 1.34562564964214
cel-miR-72-5p WBGene00017815 -0.852827998294094 0.0308955539259448 0.0624273477342634 -4.14393264025195 1.34562564964214
cel-miR-50-5p WBGene00008476 -0.852458761879637 0.0310467558250615 0.0624273477342634 2.32124655249396 -1.24597285018944
cel-miR-50-5p WBGene00000799 -0.851554689575782 0.0314184440940578 0.0625460821290268 2.02052227590899 -1.24597285018944
cel-miR-2208a-5p WBGene00000698 -0.851501743029729 0.0314402765782274 0.0625460821290268 -6.10361971256513 4.24428583673426
cel-miR-41-5p WBGene00020335 -0.849366898710732 0.032326539326763 0.0639689190910548 2.79300350336082 -1.49869538405128
cel-miR-259-5p WBGene00015241 -0.846836533680736 0.0333920366130892 0.0654991455972274 -3.97785223115871 1.58932034739685
cel-miR-2208a-5p WBGene00016722 -0.846449008343064 0.0335566550547393 0.0654991455972274 -2.01117104737694 4.24428583673426
cel-miR-2208a-5p WBGene00013515 -0.846287842033818 0.0336252298253146 0.0654991455972274 -2.87066421677915 4.24428583673426
cel-miR-2208a-5p WBGene00020377 -0.845324023260418 0.0340367017653481 0.065957131918343 -3.47206147984901 4.24428583673426
cel-miR-259-5p WBGene00000730 -0.844557597501391 0.0343655846135788 0.0662511785849407 -3.94501857486757 1.58932034739685
cel-miR-259-5p WBGene00011132 -0.842436379930963 0.0352835811470296 0.0676720992255849 -5.69456737990353 1.58932034739685
cel-let-7-5p WBGene00001824 -0.841782866519937 0.0355686940307323 0.0677950106011486 2.1051503105222 -1.18656172898968
cel-miR-259-5p WBGene00012979 -0.841459418278027 0.0357102061187868 0.0677950106011486 -4.46766372202368 1.58932034739685
cel-miR-230-5p WBGene00009061 -0.840052514896445 0.0363288128966486 0.0685343424017402 2.14064658951094 -2.93344396614445
cel-miR-259-5p WBGene00016040 -0.839741734547152 0.03646613405868 0.0685343424017402 -3.40553973905409 1.58932034739685
cel-miR-259-5p WBGene00007249 -0.838829289766186 0.0368707117456755 0.0689482309644132 -5.88723656455165 1.58932034739685
cel-miR-230-5p WBGene00007553 -0.837910194957161 0.0372803561227778 0.0693674288055667 2.26882240435076 -2.93344396614445
cel-miR-2208a-5p WBGene00020195 -0.837133118726235 0.0376283589394141 0.0696683477393112 -2.5626810227872 4.24428583673426
cel-miR-2208a-5p WBGene00011748 -0.836452209918249 0.0379345411586385 0.0698181829263249 -6.6710365232684 4.24428583673426
cel-miR-72-5p WBGene00020012 -0.836123771141762 0.0380826452325408 0.0698181829263249 -2.12402735620575 1.34562564964214
cel-miR-259-5p WBGene00020353 -0.834816159841324 0.0386749731339559 0.0702820814223064 -4.67469325895714 1.58932034739685
cel-miR-50-5p WBGene00004001 -0.834735786514403 0.0387115207834094 0.0702820814223064 2.43267292837211 -1.24597285018944
cel-miR-1829a-3p WBGene00008205 -0.834046564060735 0.0390255904891237 0.0705100040721365 -2.16022714622039 1.48397565671398
cel-miR-259-5p WBGene00003495 -0.833078447640237 0.039468755661304 0.0709054494268995 -2.32973979572306 1.58932034739685
cel-miR-259-5p WBGene00044777 -0.832727692524754 0.0396298956123624 0.0709054494268995 -6.71950457600825 1.58932034739685
cel-miR-2208a-5p WBGene00020715 -0.832329458682359 0.0398132202664409 0.0709054494268995 -6.12733566100917 4.24428583673426
cel-miR-259-5p WBGene00007998 -0.831602359175182 0.040148957753857 0.0709248137655703 -4.7010975052565 1.58932034739685
cel-miR-259-5p WBGene00002204 -0.831484787282792 0.0402033703697885 0.0709248137655703 -5.4039210023844 1.58932034739685
cel-miR-50-5p WBGene00015167 -0.830749502075929 0.0405444444497208 0.0711907146675849 3.30389640497552 -1.24597285018944
cel-miR-230-5p WBGene00009518 -0.829239966242956 0.0412488887090907 0.0716311594327926 2.20220435459855 -2.93344396614445
cel-miR-72-5p WBGene00020342 -0.829231515262938 0.0412528484337732 0.0716311594327926 -4.25172030699727 1.34562564964214
cel-miR-230-5p WBGene00019473 -0.828868497735432 0.0414231087776623 0.0716311594327926 2.04639996511843 -2.93344396614445
cel-miR-230-5p WBGene00009706 -0.82857416691623 0.0415613946441604 0.0716311594327926 2.9318103122386 -2.93344396614445
cel-miR-259-5p WBGene00010634 -0.827503473889335 0.0420662557696276 0.0721687140267924 -4.5815394638326 1.58932034739685
cel-miR-259-5p WBGene00011027 -0.826938607298488 0.0423337528542475 0.0722959980250619 -5.47377247275046 1.58932034739685
cel-miR-259-5p WBGene00009232 -0.826218250840378 0.0426760317280046 0.0725492539376078 -2.24253630886669 1.58932034739685
cel-miR-2208a-5p WBGene00017386 -0.825730109896878 0.0429087040844446 0.0726147299890601 -6.69834894877779 4.24428583673426
cel-miR-259-5p WBGene00018773 -0.824418657633276 0.0435367299535211 0.0732431789679058 -4.28878129756679 1.58932034739685
cel-miR-72-5p WBGene00016010 -0.823645554826202 0.0439089453693323 0.0732431789679058 -3.96397133071498 1.34562564964214
