"id"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"symbol"	"entrezgene"	"description"
"ENSMUSG00000058952"	122.793099392734	-2.67851432408107	0.219801269276485	-12.1860730508876	3.68767302863213e-34	1.04275101006288e-31	"Cfi"	"12630"	"complement component factor i"
"ENSMUSG00000030786"	455.095832284794	-1.62693232790943	0.134099040551792	-12.1323189279723	7.12041173272625e-34	1.98040828618744e-31	"Itgam"	"16409"	"integrin alpha M"
"ENSMUSG00000013707"	285.460307107817	-2.20390647512238	0.181978811972354	-12.1107861472202	9.26023376962087e-34	2.534018163474e-31	"Tnfaip8l2"	"69769"	"tumor necrosis factor, alpha-induced protein 8-like 2"
"ENSMUSG00000053063"	647.820520945995	-2.67944204732788	0.222624241439078	-12.0357155627237	2.30625642650556e-33	6.21078516382433e-31	"Clec12a"	"232413"	"C-type lectin domain family 12, member a"
"ENSMUSG00000089929"	347.745577058931	-2.94671584603617	0.246239956956829	-11.966846820692	5.30049475736051e-33	1.40512803208404e-30	"Bcl2a1b"	"12045"	"B cell leukemia/lymphoma 2 related protein A1b"
"ENSMUSG00000030579"	4824.10359701701	-2.29922328587206	0.192898366983896	-11.9193507017299	9.38369844699707e-33	2.44928965925773e-30	"Tyrobp"	"22177"	"TYRO protein tyrosine kinase binding protein"
"ENSMUSG00000022488"	1887.0958192085	-2.26094942654987	0.192872125139884	-11.722530795521	9.77087073834221e-32	2.51170595373809e-29	"Nckap1l"	"105855"	"NCK associated protein 1 like"
"ENSMUSG00000040751"	636.775205076969	-2.62691340016185	0.225982041413924	-11.6244343299396	3.09637551708811e-31	7.8407622422264e-29	"Lat2"	"56743"	"linker for activation of T cells family, member 2"
"ENSMUSG00000024300"	1206.65551566154	-2.41617073691595	0.208398061658759	-11.5940173228305	4.41908519290042e-31	1.10256175562866e-28	"Myo1f"	"17916"	"myosin IF"
"ENSMUSG00000079625"	132.934580105154	-3.06925131311509	0.264977645430438	-11.5830575372851	5.02222341094904e-31	1.23488467232118e-28	"Tm4sf19"	"277203"	"transmembrane 4 L six family member 19"
"ENSMUSG00000040747"	2114.32477472356	-2.46687162657743	0.213295415164238	-11.565516420866	6.16194430374871e-31	1.49347924367715e-28	"Cd53"	"12508"	"CD53 antigen"
"ENSMUSG00000052688"	710.9296690399	-2.24622255146647	0.194567203142738	-11.5447131643178	7.85029193350358e-31	1.86781502671632e-28	"Rab7b"	"226421"	"RAB7B, member RAS oncogene family"
"ENSMUSG00000029771"	524.125498581841	-2.01392179742433	0.174457942790066	-11.5438813803266	7.9265991938922e-31	1.86781502671632e-28	"Irf5"	"27056"	"interferon regulatory factor 5"
"ENSMUSG00000001128"	834.384033401291	-1.94283585221375	0.169302731785005	-11.475513901813	1.75134057683056e-30	4.07030742828866e-28	"Cfp"	"18636"	"complement factor properdin"
"ENSMUSG00000033685"	931.006611415584	-1.83667467843568	0.160155647516194	-11.468060645504	1.90889376626754e-30	4.37652589709394e-28	"Ucp2"	"22228"	"uncoupling protein 2 (mitochondrial, proton carrier)"
"ENSMUSG00000015340"	1777.54954592599	-2.08678468517501	0.182568420677366	-11.430151377947	2.95593063679033e-30	6.68670922450463e-28	"Cybb"	"13058"	"cytochrome b-245, beta polypeptide"
"ENSMUSG00000009185"	332.000082205379	-2.67113575196767	0.234395695747674	-11.3958396012661	4.38581551615859e-30	9.79075605883508e-28	"Ccl8"	"20307"	"chemokine (C-C motif) ligand 8"
"ENSMUSG00000036469"	465.990220879407	-2.01803798806323	0.177350336620923	-11.3788224286074	5.33147509441268e-30	1.17472475911436e-27	"March1"	"72925"	"membrane-associated ring finger (C3HC4) 1"
"ENSMUSG00000049130"	142.301578653674	-2.46120058144228	0.216696877636246	-11.3578036208428	6.7828520479819e-30	1.4753572800777e-27	"C5ar1"	"12273"	"complement component 5a receptor 1"
"ENSMUSG00000051439"	262.74427087929	-1.93891395220512	0.17094698353106	-11.3421945924704	8.1085155024436e-30	1.74138068372732e-27	"Cd14"	"12475"	"CD14 antigen"
"ENSMUSG00000021190"	8381.04879837155	-1.69057502728033	0.149916292719944	-11.2767931797677	1.70861380512486e-29	3.62354272721855e-27	"Lgmn"	"19141"	"legumain"
"ENSMUSG00000021998"	4052.1704209184	-2.350053448785	0.208689331391657	-11.2610138386737	2.04393586991831e-29	4.28116246531284e-27	"Lcp1"	"18826"	"lymphocyte cytosolic protein 1"
"ENSMUSG00000026480"	1214.71952574609	-2.10194784472883	0.186819930555823	-11.2511970134833	2.28470153510618e-29	4.72710320056237e-27	"Ncf2"	"17970"	"neutrophil cytosolic factor 2"
"ENSMUSG00000063193"	334.102530605587	-2.6547671398545	0.236388721522157	-11.2305152409975	2.88789559458132e-29	5.90313694670683e-27	"Cd300lb"	"217304"	"CD300 antigen like family member B"
"ENSMUSG00000043004"	361.25655697821	-1.77820615599095	0.15870695931046	-11.2043363675846	3.88252497174608e-29	7.84177603221952e-27	"Gng2"	"14702"	"guanine nucleotide binding protein (G protein), gamma 2"
"ENSMUSG00000024696"	358.848159787889	-2.31842243423113	0.207402787609347	-11.1783571520649	5.20444888320241e-29	1.0388079970872e-26	"Lpxn"	"107321"	"leupaxin"
"ENSMUSG00000037280"	408.418210961849	-2.41747837422087	0.216286283315595	-11.1772153886125	5.27182590783965e-29	1.04002091107451e-26	"Galnt6"	"207839"	"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6"
"ENSMUSG00000028327"	362.508225360023	-2.88926988141999	0.25968033805346	-11.1262558539383	9.34800537580852e-29	1.82296849662031e-26	"Stra6l"	"74152"	"STRA6-like"
"ENSMUSG00000079293"	4493.54938090532	-2.6958272239234	0.242774108389632	-11.1042616603778	1.1960171360391e-28	2.30586667386811e-26	"Clec7a"	"56644"	"C-type lectin domain family 7, member a"
"ENSMUSG00000043157"	327.268736046743	-2.73979761906234	0.246899430387534	-11.0968162816818	1.2999228968121e-28	2.47803279408024e-26	"Arl11"	"219144"	"ADP-ribosylation factor-like 11"
"ENSMUSG00000024621"	1639.39159161158	-1.48530499560958	0.13445711261543	-11.0466822224408	2.2746672217498e-28	4.2880004538008e-26	"Csf1r"	"12978"	"colony stimulating factor 1 receptor"
"ENSMUSG00000060131"	179.24305787556	-2.31005133819455	0.210449875970667	-10.9767293876502	4.94504323295822e-28	9.11930472721404e-26	"Atp8b4"	"241633"	"ATPase, class I, type 8B, member 4"
"ENSMUSG00000034116"	516.89541783135	-2.15145213889615	0.195984688076876	-10.9776542239475	4.89468878247087e-28	9.11930472721404e-26	"Vav1"	"22324"	"vav 1 oncogene"
"ENSMUSG00000021423"	738.747423239176	-1.92133718266955	0.175455440915876	-10.9505705416725	6.60303874371926e-28	1.20459306802087e-25	"Ly86"	"17084"	"lymphocyte antigen 86"
"ENSMUSG00000035004"	784.859522004569	-2.04635294922269	0.187052292581561	-10.9400046424473	7.41961092981869e-28	1.3391608408011e-25	"Igsf6"	"80719"	"immunoglobulin superfamily, member 6"
"ENSMUSG00000040613"	1479.77259074911	-1.8461310180536	0.16953338470149	-10.8894836335877	1.29371701302108e-27	2.31044240451743e-25	"Apobec1"	"11810"	"apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1"
"ENSMUSG00000056529"	721.71989520999	-2.40429179865243	0.222228697613253	-10.818997836349	2.79820273129326e-27	4.94524036865848e-25	"Ptafr"	"19204"	"platelet-activating factor receptor"
"ENSMUSG00000004933"	145.869979967496	-2.39793588746625	0.221906307024491	-10.8060736065587	3.22165982896126e-27	5.63491553176873e-25	"Matk"	"17179"	"megakaryocyte-associated tyrosine kinase"
"ENSMUSG00000030844"	696.833353809935	-1.39816775043416	0.130417642796001	-10.7206948420404	8.13895782928092e-27	1.40903631154673e-24	"Rgs10"	"67865"	"regulator of G-protein signalling 10"
"ENSMUSG00000048865"	638.386575401977	-2.00670539150725	0.188058712907912	-10.6706323811218	1.3967253491763e-26	2.39362043172982e-24	"Arhgap30"	"226652"	"Rho GTPase activating protein 30"
"ENSMUSG00000059326"	206.997696076751	-1.95254241378921	0.183067805065469	-10.6656788346314	1.47319302740841e-26	2.49941929030111e-24	"Csf2ra"	"12982"	"colony stimulating factor 2 receptor, alpha, low-affinity (granulocyte-macrophage)"
"ENSMUSG00000021322"	133.687042797446	-2.07546995714179	0.1950025361618	-10.6432972513737	1.87378730226916e-26	3.13212026436155e-24	"Aoah"	"27052"	"acyloxyacyl hydrolase"
"ENSMUSG00000025017"	358.812538374724	-2.42195368966471	0.227566517077349	-10.6428385017709	1.88303823508711e-26	3.13212026436155e-24	"Pik3ap1"	"83490"	"phosphoinositide-3-kinase adaptor protein 1"
"ENSMUSG00000024121"	565.858735000392	-1.35816781003217	0.128305968805133	-10.5853829146087	3.48353495969003e-26	5.738024672437e-24	"Atp6v0c"	"11984"	"ATPase, H+ transporting, lysosomal V0 subunit C"
"ENSMUSG00000024672"	1715.5908863984	-2.65765770747693	0.252186223623725	-10.5384729954254	5.74236934885504e-26	9.36779215121872e-24	"Ms4a7"	"109225"	"membrane-spanning 4-domains, subfamily A, member 7"
"ENSMUSG00000044811"	1038.38455437909	-2.36249416565901	0.225520786617562	-10.4757268768547	1.11676348866417e-25	1.80447708082631e-23	"AF251705"	"140497"	"cDNA sequence AF251705"
"ENSMUSG00000002111"	364.89960374802	-2.12312898527134	0.202770282640071	-10.4706121509926	1.17878234105564e-25	1.88671898097641e-23	"Spi1"	"20375"	"spleen focus forming virus (SFFV) proviral integration oncogene"
"ENSMUSG00000015355"	668.448531700973	-2.17523199862039	0.208491758386477	-10.4331797834819	1.74934222627438e-25	2.77377011317488e-23	"Cd48"	"12506"	"CD48 antigen"
"ENSMUSG00000025154"	564.447722455927	-2.2377582092424	0.21576209322741	-10.3714149958855	3.34533945121399e-25	5.25528047493487e-23	"Arhgap19"	"71085"	"Rho GTPase activating protein 19"
"ENSMUSG00000098112"	267.385650528627	-1.73347730438844	0.167208654446242	-10.3671506126841	3.49799763016195e-25	5.44468144892914e-23	"Bin2"	"668218"	"bridging integrator 2"
"ENSMUSG00000057191"	503.015403985379	-2.3392722807922	0.225832526359681	-10.3584382573238	3.83167025429134e-25	5.90982886675518e-23	"AB124611"	"382062"	"cDNA sequence AB124611"
"ENSMUSG00000062380"	384.624381140344	-2.78396928311047	0.269769849101492	-10.3197940480854	5.73460332518122e-25	8.76516036171392e-23	"Tubb3"	"22152"	"tubulin, beta 3 class III"
"ENSMUSG00000019122"	1644.84469118789	-1.81605877128143	0.176027006135362	-10.3169326750062	5.90804863434174e-25	8.94963867234303e-23	"Ccl9"	"20308"	"chemokine (C-C motif) ligand 9"
"ENSMUSG00000035697"	454.582542030314	-1.35418500931619	0.131467370521375	-10.3005407649498	7.00663090689394e-25	1.05198672536604e-22	"Hmha1"	"70719"	"histocompatibility (minor) HA-1"
"ENSMUSG00000043740"	193.190126256534	-3.03446244774948	0.294884128121721	-10.2903552899833	7.78884418021042e-25	1.15917131896009e-22	"B430306N03Rik"	"320148"	"RIKEN cDNA B430306N03 gene"
"ENSMUSG00000071715"	241.10738544783	-1.8518481834933	0.18012919513737	-10.28066650762	8.61298989161941e-25	1.27067814348882e-22	"Ncf4"	"17972"	"neutrophil cytosolic factor 4"
"ENSMUSG00000021457"	1293.2525448174	-1.85480595208345	0.180477266395823	-10.2772276482484	8.92581706085077e-25	1.30547769184823e-22	"Syk"	"20963"	"spleen tyrosine kinase"
"ENSMUSG00000071713"	821.749916926156	-2.46417158746965	0.240201889713645	-10.2587518791267	1.08094809723029e-24	1.56746712971018e-22	"Csf2rb"	"12983"	"colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)"
"ENSMUSG00000054510"	119.10647958503	-3.39982433573255	0.332011726190263	-10.2400730683357	1.31137294296064e-24	1.8854875720568e-22	NA	NA	NA
"ENSMUSG00000030707"	1086.10109074221	-1.77980615989074	0.173910890044677	-10.234012139398	1.39612687909904e-24	1.9904780362012e-22	"Coro1a"	"12721"	"coronin, actin binding protein 1A"
"ENSMUSG00000021886"	155.154903642165	-1.95256400625948	0.190879292836009	-10.2293128670431	1.46555522119012e-24	2.0720508235593e-22	"Gpr65"	"14744"	"G-protein coupled receptor 65"
"ENSMUSG00000062082"	102.124163511012	-3.27362031091215	0.323100541696956	-10.1318936010406	3.98849473075317e-24	5.57377381286491e-22	"Cd200r4"	"239849"	"CD200 receptor 4"
"ENSMUSG00000037095"	257.592377171631	-2.29224035609538	0.226250734333179	-10.1314162044655	4.00801842019049e-24	5.57377381286491e-22	"Lrg1"	"76905"	"leucine-rich alpha-2-glycoprotein 1"
"ENSMUSG00000022408"	112.546602626963	-3.33610246580997	0.32996003078294	-10.1106259988337	4.9566541796343e-24	6.83695892777849e-22	"Fam83f"	"213956"	"family with sequence similarity 83, member F"
"ENSMUSG00000029553"	122.743169205289	-2.86508570214696	0.283554254762061	-10.1041887188437	5.29318504383709e-24	7.24227237530161e-22	"Tfec"	"21426"	"transcription factor EC"
"ENSMUSG00000026321"	297.921721653499	-1.48368419787085	0.14717239327622	-10.0812670422924	6.68583398343803e-24	9.07454874904078e-22	"Tnfrsf11a"	"21934"	"tumor necrosis factor receptor superfamily, member 11a, NFKB activator"
"ENSMUSG00000027737"	108.726132298258	-2.67763997608196	0.266181662120853	-10.0594456986531	8.34669611499865e-24	1.12388925624656e-21	"Slc7a11"	"26570"	"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11"
"ENSMUSG00000089942"	149.868666213211	-2.93515476780993	0.291972691138209	-10.0528400665408	8.92572404171022e-24	1.19239239442248e-21	"Pira2"	"18725"	"paired-Ig-like receptor A2"
"ENSMUSG00000040345"	345.966160162359	-1.95266932487714	0.19525498616606	-10.0006118318354	1.51458374978434e-23	2.00753342959696e-21	"Arhgap9"	"216445"	"Rho GTPase activating protein 9"
"ENSMUSG00000041515"	707.931835499819	-2.24543068805415	0.224563528202191	-9.99908892610748	1.53805536258181e-23	2.02284087453976e-21	"Irf8"	"15900"	"interferon regulatory factor 8"
"ENSMUSG00000024644"	1349.62954189975	-1.72467940194114	0.172811459348967	-9.98012173751975	1.86238143949034e-23	2.43055103864563e-21	"Cndp2"	"66054"	"CNDP dipeptidase 2 (metallopeptidase M20 family)"
"ENSMUSG00000033220"	461.17687867995	-2.02635263295558	0.203259591015378	-9.96928421843705	2.077203939604e-23	2.69021694956653e-21	"Rac2"	"19354"	"RAS-related C3 botulinum substrate 2"
"ENSMUSG00000030577"	335.636156357054	-2.54185352229404	0.255523116898841	-9.94764604135731	2.58218733349756e-23	3.31889320455451e-21	"Cd22"	"12483"	"CD22 antigen"
"ENSMUSG00000020437"	359.074904236859	-1.70294911182784	0.171371423357222	-9.9371825154189	2.86824882138094e-23	3.65885033861271e-21	"Myo1g"	"246177"	"myosin IG"
"ENSMUSG00000027533"	7330.94242757621	-2.18469548357379	0.219893947258321	-9.93522336932408	2.92519608682552e-23	3.7036475230658e-21	"Fabp5"	"16592"	"fatty acid binding protein 5, epidermal"
"ENSMUSG00000034641"	467.42392624039	-2.0269339617197	0.204149015217748	-9.92869820879495	3.12306049806332e-23	3.92487736371424e-21	"Cd300ld"	"217305"	"CD300 molecule-like family member d"
"ENSMUSG00000005800"	97.8389744491928	-2.69171473448177	0.2712709765814	-9.92260494802351	3.31976849553414e-23	4.14141119817884e-21	"Mmp8"	"17394"	"matrix metallopeptidase 8"
"ENSMUSG00000032089"	915.219244583636	-1.92155657248479	0.194379033406847	-9.88561646184783	4.80614469297798e-23	5.95190152270543e-21	"Il10ra"	"16154"	"interleukin 10 receptor, alpha"
