"V1" "exp-pA<15" "polyA-pA<15" "UU-pA<15" "U-pA<15" "U>3-pA<15" "polyA-NoU-pA<15" "exp-pA<25" "polyA-pA<25" "UU-pA<25" "U-pA<25" "U>3-pA<25" "polyA-NoU-pA<25" "exp" "polyA-pA>25" "UU-pA>25" "U-pA>25" "U>3-pA>25" "polyA-NoU-pA>25" "symbol"
"ENSG00000003756" 718 2 0 0 0 0 718 17 0 0 0 0 718 206 0 0 0 4 "RBM5"
"ENSG00000003989" 324 0 0 0 0 0 324 0 0 0 0 0 324 94 0 0 0 0 "SLC7A2"
"ENSG00000004142" 1006 37 0 31 0 0 1006 95 0 48 8 18 1006 489 5 3 0 56 "POLDIP2"
"ENSG00000004455" 4569 40 0 7 14 3 4569 172 0 11 9 15 4569 1508 5 0 5 33 "AK2"
"ENSG00000004478" 688 3 0 0 0 0 688 15 13 0 0 0 688 233 3 0 0 0 "FKBP4"
"ENSG00000004487" 1518 78 24 0 22 0 1518 111 2 0 0 33 1518 425 0 2 0 35 "KDM1A"
"ENSG00000004534" 778 0 0 0 0 0 778 32 0 2 0 0 778 318 0 0 0 2 "RBM6"
"ENSG00000004660" 219 0 0 0 0 0 219 16 0 0 15 0 219 70 0 0 0 0 "CAMKK1"
"ENSG00000004700" 1194 41 31 7 0 0 1194 28 2 2 0 0 1194 250 0 0 0 22 "RECQL"
"ENSG00000004766" 506 0 0 0 0 0 506 23 0 0 0 0 506 254 0 0 0 10 "CCDC132"
"ENSG00000004779" 5162 164 8 39 41 0 5162 36 6 3 5 13 5162 3575 11 7 0 240 "NDUFAB1"
"ENSG00000004799" 981 69 10 15 0 0 981 14 0 7 0 0 981 354 0 0 0 14 "PDK4"
"ENSG00000004864" 757 36 0 0 24 0 757 14 0 11 0 0 757 272 5 19 0 29 "SLC25A13"
"ENSG00000004866" 422 0 0 0 0 0 422 3 0 0 0 0 422 233 12 20 0 0 "ST7"
"ENSG00000004897" 1108 64 25 27 3 0 1108 29 0 10 0 0 1108 428 2 2 0 33 "CDC27"
"ENSG00000004961" 602 2 0 0 0 0 602 0 0 0 0 0 602 279 0 0 0 0 "HCCS"
"ENSG00000004975" 415 0 0 0 0 0 415 8 0 7 0 0 415 121 0 0 0 0 "DVL2"
"ENSG00000005007" 348 40 12 0 0 0 348 15 0 0 0 0 348 89 0 0 0 0 "UPF1"
"ENSG00000005020" 224 2 0 0 0 0 224 0 0 0 0 0 224 43 0 0 0 0 "SKAP2"
"ENSG00000005022" 8647 167 43 8 58 3 8647 158 20 69 10 2 8647 5619 110 12 4 213 "SLC25A5"
"ENSG00000005059" 805 41 0 2 0 0 805 46 0 41 0 0 805 571 3 0 0 7 "CCDC109B"
"ENSG00000005073" 170 0 0 0 0 0 170 0 0 0 0 0 170 85 0 0 0 0 "HOXA11"
"ENSG00000005075" 1068 6 0 0 0 0 1068 47 5 37 0 0 1068 692 2 13 0 18 "POLR2J"
"ENSG00000005100" 341 0 0 0 0 0 341 0 0 0 0 0 341 100 0 0 0 6 "DHX33"
"ENSG00000005102" 90 49 0 0 0 0 90 0 0 0 0 0 90 9 0 0 0 0 "MEOX1"
"ENSG00000005156" 223 10 0 9 0 0 223 3 0 3 0 0 223 58 0 0 0 0 "LIG3"
"ENSG00000005175" 770 8 0 0 0 0 770 3 0 0 0 0 770 229 0 0 0 0 "RPAP3"
"ENSG00000005189" 159 0 0 0 0 0 159 0 0 0 0 0 159 39 0 0 0 0 "LOC81691"
"ENSG00000005194" 1091 8 0 2 0 0 1091 15 0 12 0 0 1091 564 42 17 0 17 "CIAPIN1"
"ENSG00000005238" 184 38 0 33 0 0 184 33 0 0 3 0 184 39 0 0 5 0 "FAM214B"
"ENSG00000005243" 76 0 0 0 0 0 76 0 0 0 0 0 76 57 0 0 0 0 "COPZ2"
"ENSG00000005302" 382 9 0 0 3 0 382 51 0 15 24 0 382 157 0 0 0 3 "MSL3"
"ENSG00000005339" 555 45 2 0 35 0 555 0 0 0 0 0 555 143 0 0 0 0 "CREBBP"
"ENSG00000005436" 706 3 0 0 0 0 706 37 0 8 25 0 706 417 2 24 0 10 "GCFC2"
"ENSG00000005448" 119 0 0 0 0 0 119 61 0 59 0 0 119 42 0 2 0 0 "WDR54"
"ENSG00000005471" 34 0 0 0 0 0 34 16 0 0 0 0 34 16 12 0 0 0 "ABCB4"
"ENSG00000005483" 571 4 0 0 0 0 571 64 0 0 0 0 571 69 0 0 0 0 "KMT2E"
"ENSG00000005486" 258 15 0 0 13 0 258 0 0 0 0 0 258 149 16 0 0 0 "RHBDD2"
"ENSG00000005700" 531 8 0 5 0 0 531 75 0 48 0 0 531 194 0 0 0 14 "IBTK"
"ENSG00000005801" 455 14 0 13 0 0 455 22 0 2 0 0 455 93 0 19 0 0 "ZNF195"
"ENSG00000005810" 1150 43 0 0 32 0 1150 59 0 0 32 0 1150 260 13 0 0 10 "MYCBP2"
"ENSG00000005812" 559 60 0 49 9 0 559 0 0 0 0 0 559 149 0 0 0 2 "FBXL3"
"ENSG00000005882" 362 0 0 0 0 0 362 2 0 0 0 0 362 210 0 0 0 0 "PDK2"
"ENSG00000005884" 354 0 0 0 0 0 354 16 0 15 0 0 354 159 0 0 0 9 "ITGA3"
"ENSG00000005889" 3138 209 22 6 62 0 3138 30 2 12 0 0 3138 507 4 3 0 22 "ZFX"
"ENSG00000005893" 1626 5 0 0 0 0 1626 17 0 0 0 0 1626 775 42 8 0 14 "LAMP2"
"ENSG00000005955" 600 40 0 36 0 0 600 2 0 0 0 0 600 206 0 0 0 4 "GGNBP2"
"ENSG00000006007" 1891 4 0 0 0 0 1891 15 8 2 0 5 1891 977 22 18 4 49 "GDE1"
"ENSG00000006015" 257 0 0 0 0 0 257 0 0 0 0 0 257 128 0 0 0 0 "C19orf60"
"ENSG00000006016" 120 0 0 0 0 0 120 0 0 0 0 0 120 36 0 0 0 0 "CRLF1"
"ENSG00000006114" 212 0 0 0 0 0 212 17 0 0 0 0 212 88 0 0 0 0 "SYNRG"
"ENSG00000006125" 2221 14 0 6 0 0 2221 30 0 30 0 0 2221 162 2 3 0 3 "AP2B1"
"ENSG00000006194" 656 3 0 0 0 0 656 0 0 0 0 0 656 175 0 0 0 0 "ZNF263"
"ENSG00000006282" 578 6 0 0 0 0 578 4 0 0 0 0 578 334 0 0 0 10 "SPATA20"
"ENSG00000006327" 973 46 0 46 0 0 973 39 0 0 0 0 973 460 0 0 0 15 "TNFRSF12A"
"ENSG00000006451" 712 16 0 15 0 0 712 29 0 0 0 0 712 323 20 0 0 0 "RALA"
"ENSG00000006453" 250 2 0 0 0 2 250 34 0 0 0 33 250 100 0 0 0 0 "BAIAP2L1"
"ENSG00000006530" 123 0 0 0 0 0 123 0 0 0 0 0 123 72 0 0 0 2 "AGK"
"ENSG00000006534" 841 4 0 0 0 0 841 6 0 0 0 0 841 296 2 2 0 19 "ALDH3B1"
"ENSG00000006576" 570 36 0 0 34 0 570 2 0 0 0 0 570 251 0 0 0 23 "PHTF2"
"ENSG00000006607" 346 29 0 0 26 0 346 0 0 0 0 0 346 68 0 0 0 0 "FARP2"
"ENSG00000006611" 252 3 0 0 0 0 252 15 0 0 0 0 252 121 0 0 0 0 "USH1C"
"ENSG00000006625" 1433 5 0 0 0 0 1433 74 36 16 0 10 1433 713 4 36 0 21 "GGCT"
"ENSG00000006634" 1075 107 19 36 8 2 1075 77 2 20 0 0 1075 164 0 0 0 0 "DBF4"
"ENSG00000006638" 150 2 0 0 0 0 150 12 0 0 12 0 150 93 8 0 15 2 "TBXA2R"
"ENSG00000006652" 2525 40 6 28 0 0 2525 60 27 24 5 0 2525 917 3 0 0 57 "IFRD1"
"ENSG00000006695" 373 30 0 0 22 0 373 2 0 0 0 0 373 138 0 0 0 0 "COX10"
"ENSG00000006704" 1158 4 0 0 0 0 1158 5 0 0 0 0 1158 358 0 0 0 0 "GTF2IRD1"
"ENSG00000006712" 502 33 0 3 29 0 502 2 0 0 0 0 502 182 0 0 0 8 "PAF1"
"ENSG00000006715" 331 0 0 0 0 0 331 11 0 11 0 0 331 190 29 0 0 12 "VPS41"
"ENSG00000006744" 749 2 0 0 0 0 749 66 0 0 52 0 749 244 0 0 0 14 "ELAC2"
"ENSG00000006757" 350 0 0 0 0 0 350 0 0 0 0 0 350 267 0 0 0 9 "PNPLA4"
"ENSG00000006831" 541 38 0 0 4 0 541 35 4 0 10 0 541 237 50 2 0 0 "ADIPOR2"
"ENSG00000007038" 987 3 0 0 0 0 987 2 0 0 0 0 987 574 0 0 0 33 "PRSS21"
"ENSG00000007080" 155 0 0 0 0 0 155 3 0 0 0 0 155 66 9 0 0 0 "CCDC124"
"ENSG00000007168" 2403 135 0 24 44 0 2403 120 15 36 0 12 2403 892 74 35 0 11 "PAFAH1B1"
"ENSG00000007202" 1026 11 0 8 0 0 1026 34 0 24 0 0 1026 344 0 5 0 49 "KIAA0100"
"ENSG00000007341" 520 7 0 0 0 0 520 2 0 0 0 0 520 102 0 0 0 2 "ST7L"
"ENSG00000007372" 274 11 0 0 0 0 274 43 0 36 0 0 274 92 0 0 0 0 "PAX6"
"ENSG00000007376" 199 0 0 0 0 0 199 0 0 0 0 0 199 98 0 0 0 0 "RPUSD1"
"ENSG00000007392" 421 8 0 0 0 0 421 2 0 0 0 0 421 133 0 0 0 0 "LUC7L"
"ENSG00000007541" 130 0 0 0 0 0 130 0 0 0 0 0 130 30 0 0 0 4 "PIGQ"
"ENSG00000007545" 110 0 0 0 0 0 110 29 0 0 0 0 110 22 0 0 0 0 "CRAMP1L"
"ENSG00000007944" 371 83 2 0 0 0 371 18 0 0 0 0 371 74 0 0 0 0 "MYLIP"
"ENSG00000008018" 5718 61 0 5 15 0 5718 312 121 65 96 0 5718 3840 33 25 3 58 "PSMB1"
"ENSG00000008083" 217 0 0 0 0 0 217 0 0 0 0 0 217 39 0 0 0 0 "JARID2"
"ENSG00000008130" 495 19 0 0 17 0 495 12 9 0 0 0 495 178 17 0 0 0 "NADK"
"ENSG00000008256" 224 16 0 2 0 2 224 0 0 0 0 0 224 40 0 0 0 0 "CYTH3"
"ENSG00000008277" 306 2 0 0 0 2 306 15 15 0 0 0 306 87 0 0 0 0 "ADAM22"
"ENSG00000008282" 406 0 0 0 0 0 406 0 0 0 0 0 406 260 58 0 0 0 "SYPL1"
"ENSG00000008283" 349 0 0 0 0 0 349 0 0 0 0 0 349 177 0 0 0 27 "CYB561"
"ENSG00000008294" 1777 44 0 10 0 0 1777 55 0 54 0 0 1777 264 0 5 0 9 "SPAG9"
"ENSG00000008324" 1162 62 3 51 0 0 1162 260 101 73 0 10 1162 626 11 5 0 8 "SS18L2"
"ENSG00000008394" 7044 111 24 18 28 2 7044 203 47 18 2 2 7044 4579 220 20 0 203 "MGST1"
"ENSG00000008405" 233 0 0 0 0 0 233 6 0 0 0 0 233 92 0 0 0 3 "CRY1"
"ENSG00000008441" 118 38 0 0 0 0 118 20 2 0 16 0 118 28 0 0 0 0 "NFIX"
"ENSG00000008513" 379 36 16 0 0 0 379 4 3 0 0 0 379 46 0 0 0 2 "ST3GAL1"
"ENSG00000008517" 359 0 0 0 0 0 359 9 0 0 0 0 359 42 0 0 0 0 "IL32"
"ENSG00000008853" 194 39 0 0 0 0 194 63 12 51 0 0 194 38 0 3 0 0 "RHOBTB2"
"ENSG00000008869" 247 49 0 48 0 0 247 0 0 0 0 0 247 101 6 0 0 0 "HEATR5B"
"ENSG00000008952" 1277 27 0 4 14 0 1277 121 31 47 5 0 1277 330 2 6 0 22 "SEC62"
"ENSG00000008988" 93261 161 10 4 0 7 93261 1291 530 220 70 99 93261 64436 1308 212 13 1391 "SNORD54"
"ENSG00000009307" 6119 110 5 34 12 0 6119 275 18 66 16 41 6119 1939 83 5 0 77 "CSDE1"
"ENSG00000009335" 1123 9 0 4 0 0 1123 74 0 45 0 0 1123 447 0 3 0 31 "UBE3C"
"ENSG00000009413" 672 21 18 0 0 0 672 16 0 15 0 0 672 99 0 3 0 4 "REV3L"
"ENSG00000009780" 465 0 0 0 0 0 465 18 0 11 0 0 465 114 0 0 0 4 "FAM76A"
"ENSG00000009790" 50 0 0 0 0 0 50 31 0 0 0 0 50 10 0 0 0 0 "TRAF3IP3"
"ENSG00000009844" 1437 3 0 0 0 0 1437 21 0 20 0 0 1437 340 0 0 0 10 "VTA1"
"ENSG00000009954" 1677 103 0 68 0 0 1677 27 0 26 0 0 1677 359 3 13 0 13 "BAZ1B"
"ENSG00000010017" 551 4 0 0 3 0 551 46 0 4 36 0 551 406 0 37 0 28 "RANBP9"
"ENSG00000010072" 676 8 0 0 0 0 676 66 3 0 0 0 676 210 0 0 0 9 "SPRTN"
"ENSG00000010165" 365 47 0 18 0 8 365 0 0 0 0 0 365 168 0 0 0 5 "METTL13"
"ENSG00000010219" 674 21 0 18 0 2 674 52 29 0 0 3 674 433 0 0 0 17 "DYRK4"
"ENSG00000010244" 2849 109 0 16 50 0 2849 137 32 99 0 0 2849 743 3 18 0 66 "ZNF207"
"ENSG00000010256" 1376 4 0 0 0 0 1376 126 3 18 59 6 1376 666 47 3 2 20 "UQCRC1"
"ENSG00000010270" 1053 37 0 0 26 0 1053 47 12 13 0 0 1053 394 9 17 0 23 "STARD3NL"
"ENSG00000010278" 2076 92 0 89 0 0 2076 3 0 2 0 0 2076 1413 2 2 0 57 "CD9"
"ENSG00000010292" 6446 234 24 58 0 20 6446 275 37 119 0 9 6446 2683 42 5 3 107 "NCAPD2"
"ENSG00000010404" 304 0 0 0 0 0 304 15 12 0 0 0 304 163 21 6 0 0 "IDS"
"ENSG00000010626" 163 2 0 0 0 0 163 3 0 0 0 0 163 43 0 0 0 0 "LRRC23"
"ENSG00000010704" 132 0 0 0 0 0 132 0 0 0 0 0 132 48 0 0 0 0 "HFE"
"ENSG00000010803" 206 2 0 0 0 0 206 0 0 0 0 0 206 45 0 0 0 0 "SCMH1"
"ENSG00000010810" 261 7 0 0 0 0 261 0 0 0 0 0 261 127 2 0 0 0 "FYN"
"ENSG00000010818" 84 44 43 0 0 0 84 0 0 0 0 0 84 15 0 0 0 0 "HIVEP2"
"ENSG00000010932" 225 0 0 0 0 0 225 13 2 4 0 0 225 190 0 0 0 0 "FMO1"
"ENSG00000011007" 1474 88 0 77 0 0 1474 123 2 47 0 0 1474 634 43 9 0 44 "TCEB3"
"ENSG00000011009" 146 0 0 0 0 0 146 0 0 0 0 0 146 64 2 0 0 3 "LYPLA2"
"ENSG00000011028" 356 0 0 0 0 0 356 7 0 0 0 0 356 170 0 0 0 6 "MRC2"
"ENSG00000011114" 617 97 35 5 44 6 617 34 18 0 0 15 617 35 0 0 0 0 "BTBD7"
"ENSG00000011143" 257 0 0 0 0 0 257 0 0 0 0 0 257 151 0 0 0 0 "MKS1"
"ENSG00000011198" 936 62 0 0 28 0 936 75 2 35 0 0 936 496 2 0 0 4 "ABHD5"
"ENSG00000011201" 341 3 0 0 0 0 341 32 0 0 0 0 341 74 0 0 0 9 "KAL1"
"ENSG00000011258" 234 0 0 0 0 0 234 0 0 0 0 0 234 89 0 0 0 0 "MBTD1"
"ENSG00000011260" 735 4 0 0 0 0 735 21 0 21 0 0 735 375 0 0 0 7 "UTP18"
"ENSG00000011275" 555 6 0 0 0 0 555 35 33 0 0 0 555 118 0 0 0 15 "RNF216"
"ENSG00000011295" 837 9 0 0 2 0 837 22 0 0 19 0 837 289 0 0 0 2 "TTC19"
"ENSG00000011304" 1313 4 0 0 0 0 1313 26 0 0 0 7 1313 558 13 12 0 53 "PTBP1"
"ENSG00000011376" 208 0 0 0 0 0 208 0 0 0 0 0 208 60 0 0 0 0 "LARS2"
"ENSG00000011405" 2419 7 0 0 0 0 2419 28 26 0 0 0 2419 533 4 0 0 11 "PIK3C2A"
"ENSG00000011422" 1163 79 22 0 11 0 1163 81 46 0 0 0 1163 438 2 0 0 16 "PLAUR"
"ENSG00000011426" 3490 162 23 60 0 0 3490 120 0 11 0 42 3490 1688 21 4 19 105 "ANLN"
"ENSG00000011451" 55 8 8 0 0 0 55 10 0 3 0 0 55 13 0 0 0 0 "WIZ"
"ENSG00000011454" 539 4 0 0 0 0 539 0 0 0 0 0 539 28 0 0 0 2 "GPR21"
"ENSG00000011465" 192 0 0 0 0 0 192 0 0 0 0 0 192 81 0 0 0 0 "DCN"
"ENSG00000011478" 141 16 0 0 0 0 141 0 0 0 0 0 141 17 0 0 0 0 "QPCTL"
"ENSG00000011485" 316 22 0 3 0 0 316 0 0 0 0 0 316 14 0 0 0 0 "PPP5C"
"ENSG00000011566" 495 77 0 31 41 0 495 0 0 0 0 0 495 54 0 0 0 0 "MAP4K3"
"ENSG00000012048" 883 10 0 4 0 0 883 28 0 27 0 0 883 115 0 0 0 8 "BRCA1"
"ENSG00000012061" 420 2 0 0 0 0 420 25 0 0 0 0 420 136 0 0 0 5 "ERCC1"
"ENSG00000012232" 199 29 28 0 0 0 199 19 0 0 0 0 199 47 0 15 0 0 "EXTL3"
"ENSG00000012660" 1008 10 0 0 0 0 1008 42 13 29 0 0 1008 216 0 0 0 12 "ELOVL5"
"ENSG00000012963" 578 2 0 0 0 0 578 2 0 0 0 0 578 387 5 0 0 21 "UBR7"
"ENSG00000012983" 1130 34 0 30 0 0 1130 0 0 0 0 0 1130 90 0 0 0 0 "MAP4K5"
"ENSG00000013275" 2377 18 0 0 0 0 2377 27 0 0 16 2 2377 1358 10 33 2 46 "PSMC4"
"ENSG00000013288" 207 2 0 0 0 0 207 0 0 0 0 0 207 51 9 0 0 3 "MAN2B2"
"ENSG00000013306" 971 3 0 0 0 0 971 10 3 0 0 0 971 584 2 15 0 71 "SLC25A39"
"ENSG00000013374" 1005 0 0 0 0 0 1005 13 0 0 0 0 1005 315 34 0 0 17 "NUB1"
"ENSG00000013375" 567 0 0 0 0 0 567 26 0 0 0 0 567 207 0 0 0 2 "PGM3"
"ENSG00000013392" 34 0 0 0 0 0 34 0 0 0 0 0 34 32 0 0 0 0 "RWDD2A"
"ENSG00000013441" 1703 130 0 84 0 0 1703 44 0 4 0 0 1703 336 3 0 0 3 "CLK1"
"ENSG00000013503" 266 0 0 0 0 0 266 52 0 19 0 0 266 109 0 0 0 0 "POLR3B"
"ENSG00000013561" 312 7 2 0 0 0 312 35 2 0 0 17 312 131 0 0 0 13 "RNF14"
"ENSG00000013573" 347 0 0 0 0 0 347 0 0 0 0 0 347 46 0 0 0 0 "DDX11"
"ENSG00000013583" 448 0 0 0 0 0 448 0 0 0 0 0 448 301 0 0 0 2 "HEBP1"
"ENSG00000013588" 1051 17 0 16 0 0 1051 32 0 0 4 2 1051 394 11 0 2 8 "GPRC5A"
"ENSG00000013810" 853 31 29 0 0 0 853 17 0 0 0 0 853 355 10 0 0 22 "TACC3"
"ENSG00000014123" 327 0 0 0 0 0 327 37 13 24 0 0 327 111 3 11 0 0 "UFL1"
"ENSG00000014138" 565 6 0 0 0 0 565 57 0 0 20 0 565 132 0 0 0 2 "POLA2"
"ENSG00000014641" 5411 29 0 8 6 0 5411 173 48 68 37 4 5411 3744 53 34 0 185 "MDH1"
"ENSG00000014824" 1626 19 12 3 0 0 1626 55 10 0 0 0 1626 619 21 0 0 48 "SLC30A9"
"ENSG00000014919" 447 6 0 0 0 0 447 0 0 0 0 0 447 161 0 2 0 7 "COX15"
"ENSG00000015133" 211 0 0 0 0 0 211 10 0 5 5 0 211 58 0 0 0 0 "CCDC88C"
"ENSG00000015153" 293 0 0 0 0 0 293 2 0 0 0 0 293 130 0 0 0 4 "YAF2"
"ENSG00000015171" 596 22 0 0 0 0 596 19 0 0 0 19 596 279 19 0 0 13 "ZMYND11"
"ENSG00000015475" 801 0 0 0 0 0 801 45 33 0 0 0 801 467 4 0 0 11 "BID"
"ENSG00000015479" 4498 24 2 0 0 2 4498 104 3 40 0 0 4498 1262 0 41 0 52 "MATR3"
"ENSG00000015532" 118 0 0 0 0 0 118 0 0 0 0 0 118 87 0 0 0 6 "XYLT2"
"ENSG00000015676" 213 16 0 15 0 0 213 2 0 2 0 0 213 15 0 0 0 4 "NUDCD3"
"ENSG00000016082" 81 0 0 0 0 0 81 0 0 0 0 0 81 34 0 0 0 0 "ISL1"
"ENSG00000016864" 1265 3 0 0 0 0 1265 72 0 37 0 0 1265 540 3 2 0 24 "GLT8D1"
"ENSG00000017260" 920 51 0 0 41 0 920 56 0 0 49 0 920 523 6 0 5 27 "ATP2C1"
"ENSG00000017483" 789 3 0 0 0 0 789 0 0 0 0 0 789 287 0 0 0 11 "SLC38A5"
"ENSG00000017797" 415 2 0 0 0 0 415 4 0 0 0 0 415 111 0 0 0 0 "RALBP1"
"ENSG00000018408" 930 10 0 9 0 0 930 17 0 0 3 0 930 338 20 0 0 11 "WWTR1"
"ENSG00000018510" 3033 112 14 49 42 0 3033 172 0 70 0 33 3033 1485 58 13 0 89 "AGPS"
"ENSG00000018610" 174 25 0 0 0 2 174 0 0 0 0 0 174 73 0 0 0 8 "CXorf56"
"ENSG00000018699" 484 34 0 33 0 0 484 20 15 0 0 0 484 182 23 0 0 15 "TTC27"
"ENSG00000019186" 97 0 0 0 0 0 97 4 0 0 0 0 97 66 0 0 0 0 "CYP24A1"
"ENSG00000019549" 525 25 11 13 0 0 525 73 0 0 0 0 525 135 0 0 0 0 "SNAI2"
"ENSG00000019995" 344 6 0 3 0 0 344 56 0 38 15 0 344 87 0 0 0 0 "ZRANB1"
"ENSG00000020129" 191 2 0 0 0 0 191 7 0 5 0 0 191 37 0 0 0 6 "NCDN"
"ENSG00000020256" 558 36 0 0 30 0 558 77 0 31 0 2 558 113 0 4 0 23 "ZFP64"
"ENSG00000020426" 413 35 0 23 2 0 413 15 0 0 13 0 413 104 0 0 0 0 "MNAT1"
"ENSG00000020633" 87 3 0 0 0 0 87 32 0 0 0 0 87 16 0 0 0 0 "RUNX3"
"ENSG00000020922" 702 34 0 30 0 0 702 46 0 0 0 0 702 297 0 2 0 0 "MRE11A"
"ENSG00000021355" 700 2 0 0 0 0 700 2 0 0 0 0 700 423 0 0 0 0 "SERPINB1"
"ENSG00000021574" 649 23 0 0 20 0 649 23 0 0 4 17 649 135 0 0 0 2 "SPAST"
"ENSG00000021762" 183 9 0 9 0 0 183 0 0 0 0 0 183 39 0 0 0 0 "OSBPL5"
"ENSG00000021776" 940 63 0 16 0 0 940 47 0 23 0 0 940 309 0 15 0 0 "AQR"
"ENSG00000021826" 9779 323 16 52 40 43 9779 255 37 111 0 4 9779 2868 64 40 0 79 "CPS1"
"ENSG00000022267" 571 23 0 0 0 0 571 26 0 25 0 0 571 175 0 8 0 29 "FHL1"
"ENSG00000022277" 931 9 0 0 0 0 931 51 2 39 9 0 931 547 0 0 0 43 "RTFDC1"
"ENSG00000022840" 293 6 0 0 0 0 293 16 3 0 0 0 293 95 14 0 0 0 "RNF10"
"ENSG00000022976" 51 14 0 0 12 0 51 0 0 0 0 0 51 23 0 0 0 0 "ZNF839"
"ENSG00000023041" 884 18 0 16 0 0 884 38 10 28 0 0 884 462 10 6 0 39 "ZDHHC6"
"ENSG00000023171" 429 2 0 0 0 0 429 19 0 18 0 0 429 121 0 2 0 0 "GRAMD1B"
"ENSG00000023191" 379 2 0 0 0 0 379 12 0 0 0 0 379 175 0 0 0 12 "RNH1"
"ENSG00000023228" 1983 13 4 0 0 2 1983 21 14 0 0 0 1983 782 20 0 0 34 "NDUFS1"
"ENSG00000023287" 2481 58 0 6 36 0 2481 318 39 94 55 43 2481 1052 9 35 4 39 "RB1CC1"
"ENSG00000023318" 1182 30 0 0 27 0 1182 20 0 0 0 12 1182 641 23 28 0 28 "ERP44"
"ENSG00000023330" 371 41 0 5 31 0 371 24 0 3 0 21 371 166 2 0 0 9 "ALAS1"
"ENSG00000023516" 618 72 0 0 0 0 618 29 0 25 0 0 618 85 0 0 0 0 "AKAP11"
"ENSG00000023572" 1074 3 0 0 0 0 1074 56 0 22 0 0 1074 546 0 0 0 12 "GLRX2"
"ENSG00000023608" 420 4 0 0 0 0 420 36 0 0 0 0 420 204 0 0 0 0 "SNAPC1"
"ENSG00000023697" 1229 6 2 0 0 0 1229 29 18 10 0 0 1229 706 0 8 0 41 "DERA"
"ENSG00000023734" 3846 64 0 15 15 0 3846 171 19 111 0 0 3846 2472 10 64 0 93 "STRAP"
"ENSG00000023902" 138 2 0 0 0 0 138 13 0 13 0 0 138 58 0 0 0 0 "PLEKHO1"
"ENSG00000023909" 2074 87 26 6 2 0 2074 167 14 29 0 11 2074 800 14 0 0 28 "GCLM"
"ENSG00000024048" 343 33 2 19 0 0 343 0 0 0 0 0 343 98 8 0 0 0 "UBR2"
"ENSG00000024422" 112 0 0 0 0 0 112 0 0 0 0 0 112 44 0 9 0 0 "EHD2"
"ENSG00000024526" 2027 49 10 11 0 0 2027 82 18 17 0 17 2027 886 27 2 0 11 "DEPDC1"
