"AL_26s_A10_R" "AL_26s_A12_R" "AL_26s_A8_R" "AL_26s_B10_R" "AL_26s_B11_R" "AL_26s_B12_R" "AL_26s_B1_R" "AL_26s_B2_R" "AL_26s_B3_R" "AL_26s_B6_R" "AL_26s_B7_R" "AL_26s_B8_R" "AL_26s_B9_R" "AL_26s_C1_R"
"ENSMUSG00000031130" 0.997719363193959 0.997719363193959 0.997719363193959 3.19138590553317 0.997719363193959 0.997719363193959 6.41323437108579 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000030898" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.91951485982206 0.997719363193959 0.997719363193959 0.997719363193959 2.79320808359459 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000032773" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.97852630849735 3.25749284658798 3.05644200859049 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.85841283601533
"ENSMUSG00000045613" 0.997719363193959 7.62811134669724 0.997719363193959 5.48623427086611 8.11186552435758 0.997719363193959 0.997719363193959 0.997719363193959 8.24328309108636 0.997719363193959 0.997719363193959 7.06036112514466 0.997719363193959 0.997719363193959
"ENSMUSG00000046159" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.25749284658798 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 6.673229086009
"ENSMUSG00000074939" 0.997719363193959 0.997719363193959 3.96556375042923 0.997719363193959 0.997719363193959 5.78035027297073 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.92068003162486 0.997719363193959 0.997719363193959
"ENSMUSG00000027107" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000032303" 0.997719363193959 0.997719363193959 7.73603851497975 0.997719363193959 5.24851983757643 6.18222404066918 0.997719363193959 4.38983316027219 0.997719363193959 0.997719363193959 0.997719363193959 4.44079729709788 6.86078276553802 3.85841283601533
"ENSMUSG00000027577" 0.997719363193959 7.62811134669724 9.67867599738866 5.2359966062126 8.18063996415512 9.14708667994307 7.18742718763487 7.2642837653358 7.44887386785137 4.55303715687297 0.997719363193959 8.0132813226177 8.563308661567 7.65904573226972
"ENSMUSG00000035594" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.2965849606758 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.94818088254864 0.997719363193959
"ENSMUSG00000031491" 0.997719363193959 0.997719363193959 10.1018068348188 0.997719363193959 0.997719363193959 10.4599475336912 0.997719363193959 0.997719363193959 2.79320808359459 0.997719363193959 0.997719363193959 7.19590110624194 11.1071764892479 0.997719363193959
"ENSMUSG00000030525" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.09841544474099 0.997719363193959 3.56882843830943 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000027950" 0.997719363193959 0.997719363193959 3.96556375042923 5.69941616561424 5.91951485982206 5.78035027297073 5.31573346574048 5.3194336503413 4.73720592646176 0.997719363193959 4.45392816420185 5.93450051944405 3.12369491203674 5.70118420930612
"ENSMUSG00000031492" 0.997719363193959 0.997719363193959 8.10072676034999 0.997719363193959 0.997719363193959 8.37310400752324 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 6.21541730014635 7.01863596202523 0.997719363193959
"ENSMUSG00000035200" 0.997719363193959 0.997719363193959 3.13909719557376 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.85841283601533
"ENSMUSG00000044288" 0.997719363193959 5.85671022910634 0.997719363193959 6.67142642720999 6.29529533475644 0.997719363193959 6.13121981670712 7.80270276964564 8.06866511574812 0.997719363193959 9.27495605189306 5.37289971122209 0.997719363193959 7.82738616359564
"ENSMUSG00000018634" 0.997719363193959 0.997719363193959 3.96556375042923 5.48623427086611 0.997719363193959 6.49619585473731 3.25749284658798 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000052336" 4.07171922706732 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.79320808359459 0.997719363193959 0.997719363193959 3.92068003162486 3.94818088254864 0.997719363193959
"ENSMUSG00000021478" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.87199411174676 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.75552006459585
"ENSMUSG00000032259" 0.997719363193959 0.997719363193959 6.88039035716026 0.997719363193959 0.997719363193959 6.58730931404988 0.997719363193959 0.997719363193959 4.73720592646176 0.997719363193959 0.997719363193959 0.997719363193959 6.77486825432099 0.997719363193959
"ENSMUSG00000022122" 6.24963694393808 7.40814392327194 0.997719363193959 4.54911223425534 0.997719363193959 3.783118402312 8.21473045725497 5.88014498068268 7.18097925147305 6.45792961101415 0.997719363193959 0.997719363193959 5.15354205974634 0.997719363193959
"ENSMUSG00000048376" 0.997719363193959 0.997719363193959 0.997719363193959 4.93305328138388 3.95455715609153 8.05972456213315 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.44079729709788 8.15080747128406 5.30448698619507
"ENSMUSG00000050147" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.4596325120939 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000045551" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.40302350023489 0.997719363193959
"ENSMUSG00000006378" 6.50634737589572 0.997719363193959 3.96556375042923 0.997719363193959 5.80799849710603 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.12369491203674 0.997719363193959
"ENSMUSG00000051136" 0.997719363193959 0.997719363193959 4.48771124630659 0.997719363193959 0.997719363193959 6.06029519550462 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000000263" 0.997719363193959 0.997719363193959 4.48771124630659 0.997719363193959 6.2101232580076 0.997719363193959 0.997719363193959 3.87199411174676 5.81455635698791 4.55303715687297 0.997719363193959 3.92068003162486 0.997719363193959 0.997719363193959
"ENSMUSG00000018589" 0.997719363193959 0.997719363193959 3.13909719557376 8.16751067030553 6.59314601963767 0.997719363193959 8.5420577428836 0.997719363193959 4.73720592646176 0.997719363193959 0.997719363193959 8.67793313439659 0.997719363193959 4.75552006459585
"ENSMUSG00000038257" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.43267883726112 5.01177566453802 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.82228539976321 0.997719363193959 0.997719363193959
"ENSMUSG00000028020" 4.98341076364451 7.14849768115858 8.55729343610434 8.81919988838009 9.24153308363196 8.77308739628877 7.79064916007455 8.13020982777143 9.29628132650988 8.02087778103416 7.33406769508045 9.16465765009026 8.77726669662882 9.37698129522786
"ENSMUSG00000036357" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.07075665454821 0.997719363193959 0.997719363193959 6.92496939822822 8.67793313439659 0.997719363193959 9.79770909376056
"ENSMUSG00000041468" 4.07171922706732 4.90558617861424 0.997719363193959 0.997719363193959 2.7002591154254 2.97852630849735 4.62620001005264 6.02724853509478 0.997719363193959 0.997719363193959 0.997719363193959 5.77045150218326 3.12369491203674 0.997719363193959
"ENSMUSG00000043398" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.783118402312 0.997719363193959 0.997719363193959 4.07050971387661 4.55303715687297 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000066197" 0.997719363193959 0.997719363193959 0.997719363193959 3.19138590553317 2.7002591154254 0.997719363193959 0.997719363193959 3.87199411174676 3.56882843830943 4.55303715687297 5.38666032111347 0.997719363193959 0.997719363193959 4.75552006459585
"ENSMUSG00000044197" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.22136029066883 5.56666210354966 0.997719363193959 4.98212486836983 5.49033379040047 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000042804" 0.997719363193959 0.997719363193959 4.8702849396743 4.54911223425534 4.61521430529959 3.783118402312 3.25749284658798 5.3194336503413 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.46954992010369 0.997719363193959
"ENSMUSG00000038390" 0.997719363193959 0.997719363193959 0.997719363193959 3.19138590553317 0.997719363193959 0.997719363193959 0.997719363193959 3.05644200859049 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000052229" 10.3672585020112 5.85671022910634 5.82017702745107 4.93305328138388 0.997719363193959 0.997719363193959 6.13121981670712 3.05644200859049 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.40302350023489 0.997719363193959
"ENSMUSG00000050075" 0.997719363193959 4.90558617861424 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.79320808359459 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000056679" 4.98341076364451 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.97852630849735 0.997719363193959 3.05644200859049 4.07050971387661 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.70118420930612
"ENSMUSG00000040133" 6.72420564067033 0.997719363193959 5.17237821963118 3.19138590553317 0.997719363193959 0.997719363193959 3.25749284658798 0.997719363193959 5.93581531324162 0.997719363193959 0.997719363193959 3.09937094495168 0.997719363193959 4.75552006459585
"ENSMUSG00000051212" 0.997719363193959 0.997719363193959 4.8702849396743 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.73720592646176 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.70118420930612
"ENSMUSG00000032641" 4.98341076364451 0.997719363193959 5.17237821963118 4.02440131284661 2.7002591154254 3.783118402312 0.997719363193959 0.997719363193959 5.37419339536313 6.77328860639879 0.997719363193959 0.997719363193959 4.46954992010369 4.75552006459585
"ENSMUSG00000053164" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.31573346574048 0.997719363193959 2.79320808359459 0.997719363193959 0.997719363193959 5.37289971122209 0.997719363193959 0.997719363193959
"ENSMUSG00000044067" 0.997719363193959 0.997719363193959 0.997719363193959 6.04961335271592 6.02302636876987 2.97852630849735 0.997719363193959 3.05644200859049 4.44203153248354 0.997719363193959 6.92496939822822 5.37289971122209 0.997719363193959 0.997719363193959
"ENSMUSG00000040125" 0.997719363193959 0.997719363193959 6.88039035716026 0.997719363193959 0.997719363193959 4.97368788133903 0.997719363193959 3.05644200859049 6.33903937110302 0.997719363193959 0.997719363193959 0.997719363193959 6.77486825432099 3.85841283601533
"ENSMUSG00000049649" 0.997719363193959 0.997719363193959 3.13909719557376 0.997719363193959 3.95455715609153 0.997719363193959 3.25749284658798 5.07075665454821 4.98212486836983 4.55303715687297 6.66666881279009 4.82228539976321 0.997719363193959 0.997719363193959
"ENSMUSG00000026271" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.44203153248354 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000039904" 8.48238247599735 0.997719363193959 6.26563530699424 5.2359966062126 3.4596325120939 4.2965849606758 6.94320077488802 0.997719363193959 0.997719363193959 5.49033379040047 6.66666881279009 6.3377137620099 0.997719363193959 0.997719363193959
"ENSMUSG00000026424" 8.54095392840648 4.90558617861424 3.13909719557376 4.02440131284661 0.997719363193959 3.783118402312 8.01821640580683 0.997719363193959 6.85173000228985 5.49033379040047 5.94848468480321 6.65250050422232 3.12369491203674 0.997719363193959
"ENSMUSG00000041907" 0.997719363193959 0.997719363193959 0.997719363193959 3.19138590553317 0.997719363193959 0.997719363193959 3.25749284658798 0.997719363193959 3.56882843830943 0.997719363193959 0.997719363193959 4.82228539976321 0.997719363193959 0.997719363193959
"ENSMUSG00000046793" 0.997719363193959 0.997719363193959 5.42203627815721 4.93305328138388 5.6871346483162 0.997719363193959 5.56666210354966 3.87199411174676 6.04766791778806 0.997719363193959 0.997719363193959 0.997719363193959 5.40302350023489 0.997719363193959
"ENSMUSG00000091735" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.56882843830943 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000047415" 0.997719363193959 4.90558617861424 0.997719363193959 4.02440131284661 3.4596325120939 0.997719363193959 0.997719363193959 4.38983316027219 4.44203153248354 4.55303715687297 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000043999" 0.997719363193959 0.997719363193959 3.13909719557376 4.02440131284661 4.61521430529959 0.997719363193959 0.997719363193959 5.07075665454821 4.07050971387661 0.997719363193959 0.997719363193959 3.92068003162486 0.997719363193959 0.997719363193959
"ENSMUSG00000047678" 4.98341076364451 0.997719363193959 3.96556375042923 0.997719363193959 2.7002591154254 0.997719363193959 0.997719363193959 0.997719363193959 2.79320808359459 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.75552006459585
"ENSMUSG00000048216" 4.07171922706732 8.13830922488532 6.38804253702888 6.56668366507945 7.27683708351346 6.90323295187779 4.09841544474099 5.88014498068268 6.42440740861636 0.997719363193959 8.23260211559298 5.77045150218326 7.01863596202523 5.70118420930612
"ENSMUSG00000019828" 0.997719363193959 7.40814392327194 0.997719363193959 7.24693702729468 8.08819233286689 6.49619585473731 6.85165121115275 8.96999639854848 8.28952383660214 6.05377457509094 0.997719363193959 7.89873298365137 6.11249511971026 8.73894290467462
"ENSMUSG00000023192" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 6.13121981670712 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000003974" 0.997719363193959 7.62811134669724 0.997719363193959 6.56668366507945 0.997719363193959 0.997719363193959 6.41323437108579 4.38983316027219 2.79320808359459 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 7.24875152764196
"ENSMUSG00000063239" 0.997719363193959 4.90558617861424 3.13909719557376 5.48623427086611 0.997719363193959 4.67450036283059 0.997719363193959 3.05644200859049 4.44203153248354 0.997719363193959 0.997719363193959 5.12370286765179 0.997719363193959 0.997719363193959
"ENSMUSG00000049583" 0.997719363193959 4.90558617861424 6.50087137148602 8.30410302965282 8.03964771868043 7.74049317072627 6.53594566841146 8.13020982777143 7.70915755463805 4.55303715687297 6.35181245135135 6.65250050422232 7.40922252495258 8.86038661976765
"ENSMUSG00000056755" 0.997719363193959 0.997719363193959 0.997719363193959 5.69941616561424 4.85852383389016 0.997719363193959 5.78034493008334 0.997719363193959 8.01462997266337 0.997719363193959 0.997719363193959 4.82228539976321 0.997719363193959 0.997719363193959
"ENSMUSG00000024211" 0.997719363193959 0.997719363193959 0.997719363193959 4.02440131284661 0.997719363193959 0.997719363193959 4.09841544474099 3.05644200859049 4.73720592646176 0.997719363193959 0.997719363193959 4.82228539976321 0.997719363193959 6.2675702775411
"ENSMUSG00000028778" 0.997719363193959 4.90558617861424 5.82017702745107 4.93305328138388 3.95455715609153 5.61696236789787 0.997719363193959 6.59741178452537 6.15146904616999 0.997719363193959 0.997719363193959 5.37289971122209 5.15354205974634 7.12494162075061
"ENSMUSG00000032360" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.41000014312618 0.997719363193959 0.997719363193959 0.997719363193959 5.19143697409275 0.997719363193959 0.997719363193959 5.12370286765179 0.997719363193959 6.01199517243339
"ENSMUSG00000053004" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.62620001005264 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.85841283601533
"ENSMUSG00000034987" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.62620001005264 3.87199411174676 2.79320808359459 0.997719363193959 0.997719363193959 4.82228539976321 0.997719363193959 0.997719363193959
"ENSMUSG00000039059" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.85852383389016 0.997719363193959 4.09841544474099 6.16073093167218 4.73720592646176 0.997719363193959 0.997719363193959 5.12370286765179 0.997719363193959 3.85841283601533
"ENSMUSG00000021721" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.4596325120939 0.997719363193959 0.997719363193959 0.997719363193959 4.07050971387661 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000049511" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.7002591154254 0.997719363193959 5.31573346574048 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000070687" 0.997719363193959 7.40814392327194 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.05644200859049 6.15146904616999 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000050783" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.7002591154254 0.997719363193959 0.997719363193959 4.38983316027219 4.73720592646176 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 6.48461091489034
"ENSMUSG00000034997" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 5.78034493008334 3.87199411174676 0.997719363193959 0.997719363193959 0.997719363193959 5.12370286765179 0.997719363193959 0.997719363193959
"ENSMUSG00000041380" 0.997719363193959 6.8316369588667 0.997719363193959 7.24693702729468 8.32940784837472 4.2965849606758 5.96642313170796 6.93217173342371 8.21959479007662 6.45792961101415 5.38666032111347 9.24500327259568 0.997719363193959 5.30448698619507
"ENSMUSG00000032269" 0.997719363193959 0.997719363193959 0.997719363193959 5.2359966062126 0.997719363193959 0.997719363193959 4.62620001005264 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000026322" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.7002591154254 0.997719363193959 4.09841544474099 0.997719363193959 2.79320808359459 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000039106" 0.997719363193959 0.997719363193959 0.997719363193959 5.69941616561424 5.06666009575811 2.97852630849735 5.31573346574048 5.07075665454821 0.997719363193959 0.997719363193959 0.997719363193959 3.09937094495168 0.997719363193959 0.997719363193959
"ENSMUSG00000024798" 0.997719363193959 0.997719363193959 0.997719363193959 4.02440131284661 5.80799849710603 0.997719363193959 5.78034493008334 5.3194336503413 4.98212486836983 0.997719363193959 0.997719363193959 5.93450051944405 0.997719363193959 0.997719363193959
"ENSMUSG00000035773" 0.997719363193959 0.997719363193959 0.997719363193959 4.02440131284661 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000050199" 0.997719363193959 0.997719363193959 3.13909719557376 0.997719363193959 5.24851983757643 6.39893788513749 5.01177566453802 6.16073093167218 6.33903937110302 0.997719363193959 0.997719363193959 7.06036112514466 5.61565668384256 6.01199517243339
"ENSMUSG00000020140" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.7002591154254 0.997719363193959 0.997719363193959 6.93217173342371 0.997719363193959 0.997719363193959 0.997719363193959 5.12370286765179 0.997719363193959 6.9895005610189
"ENSMUSG00000038668" 9.14237679463878 0.997719363193959 3.96556375042923 0.997719363193959 2.7002591154254 0.997719363193959 5.56666210354966 3.05644200859049 4.44203153248354 5.49033379040047 0.997719363193959 6.21541730014635 5.40302350023489 0.997719363193959
"ENSMUSG00000049929" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.2965849606758 4.09841544474099 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000033446" 4.07171922706732 0.997719363193959 5.98442551454232 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.05644200859049 4.44203153248354 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000068037" 0.997719363193959 0.997719363193959 0.997719363193959 3.19138590553317 0.997719363193959 0.997719363193959 3.25749284658798 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000074037" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.56882843830943 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000038537" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.87199411174676 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000047259" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.7002591154254 0.997719363193959 0.997719363193959 0.997719363193959 5.19143697409275 6.05377457509094 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000050164" 0.997719363193959 0.997719363193959 4.8702849396743 4.02440131284661 5.24851983757643 3.783118402312 0.997719363193959 3.05644200859049 4.98212486836983 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.85841283601533
"ENSMUSG00000048965" 0.997719363193959 0.997719363193959 5.82017702745107 4.93305328138388 2.7002591154254 5.92710227831586 0.997719363193959 6.02724853509478 4.07050971387661 0.997719363193959 0.997719363193959 0.997719363193959 3.94818088254864 4.75552006459585
"ENSMUSG00000036437" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 2.7002591154254 2.97852630849735 3.25749284658798 0.997719363193959 3.56882843830943 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959
"ENSMUSG00000028004" 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.32237690676993 0.997719363193959 0.997719363193959 5.5314825891563 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 4.75552006459585
"ENSMUSG00000044014" 0.997719363193959 0.997719363193959 0.997719363193959 4.02440131284661 3.4596325120939 2.97852630849735 0.997719363193959 3.05644200859049 4.73720592646176 0.997719363193959 0.997719363193959 0.997719363193959 3.94818088254864 0.997719363193959
"ENSMUSG00000027568" 0.997719363193959 0.997719363193959 6.60551265691837 0.997719363193959 0.997719363193959 7.1017241040665 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 7.76165417722437 0.997719363193959
"ENSMUSG00000020591" 4.07171922706732 6.42500572720774 5.42203627815721 5.2359966062126 6.94906994004265 4.67450036283059 8.3546906637874 6.85547917733563 7.74278469486396 4.55303715687297 6.35181245135135 6.98749611127678 0.997719363193959 0.997719363193959
"ENSMUSG00000026525" 0.997719363193959 0.997719363193959 0.997719363193959 3.19138590553317 2.7002591154254 2.97852630849735 0.997719363193959 3.87199411174676 0.997719363193959 0.997719363193959 0.997719363193959 0.997719363193959 3.94818088254864 0.997719363193959
"ENSMUSG00000025905" 0.997719363193959 0.997719363193959 7.42893777461046 0.997719363193959 4.61521430529959 6.29464634052227 0.997719363193959 6.49999960704047 0.997719363193959 0.997719363193959 6.35181245135135 0.997719363193959 5.8009387639867 0.997719363193959
