s11+s12	s13+s14	s15+s16	s1	s2	s3	s4	s5	s6	s7	s8	s9
ENSMUST00000159958	11.4824722927677	11.669440702359	11.6012364515439	11.7786075545374	11.9600844293496	11.7995492374583	11.5044006148677	11.776543799846	11.7243562105657	11.69776888203	11.731954258857	11.5379967246683
ENSMUST00000189400	9.78943613094969	9.6770547624397	9.77904776368096	9.74571523871946	9.9915674026171	9.87049362632178	9.63901584366267	10.0089181875308	9.93800573732229	9.58156769683028	9.55213852872252	9.62276576454723
ENSMUST00000160782	6.39579726791468	6.20442217709902	6.35190140963581	6.47505035024448	6.39847866287812	6.4630610544439	6.20095734656033	6.29671402489966	6.29283146972941	6.27541311048815	6.25056512760554	6.21664566977672
ENSMUST00000027065	7.79162382429071	7.93504667751535	7.92372025868214	7.87472138671411	7.98483329691391	8.05732338325666	7.90335525688183	7.95250410960114	7.78880317772739	7.73040215540339	7.78122269322104	7.67178264167695
ENSMUST00000027067	8.74646988515792	8.14496198906074	9.03261856671566	8.35523424773294	8.7198113737758	8.90541373104708	8.31091457476427	8.23200663861698	8.33029400381962	8.46279413530441	8.24536828482506	9.20969958189852
ENSMUST00000182303	7.26933495133563	7.41003132408647	7.44198971604398	7.40628708606049	7.40609076432829	7.43116543182592	7.11138984565754	7.20269790316797	7.5103272638561	7.26775959596188	7.3301254526406	7.41199096505127
ENSMUST00000144602	10.0246105290355	9.83857984074755	10.1113766707132	9.9858324319368	10.1254466651301	9.96313510615343	10.0546017800078	9.92276738107699	9.9645308488022	10.0249308012949	9.95338212852789	9.84718945867512
ENSMUST00000054588	6.6038358619056	6.22693665847644	6.10470500064096	6.61337233619304	6.50822306593086	6.54634215970491	6.38819819034912	6.69007090542596	6.3050903510111	6.15668724806781	6.22245714998844	6.35527910365292
ENSMUST00000191471	12.4534442090466	12.4513001146299	12.347991535077	12.5113732410365	12.5316243974519	12.4499552755176	12.3572429934038	12.5126662843287	12.5026943220431	12.5570094572508	12.5479352613311	12.3528492736255
ENSMUST00000188572	7.1453646978705	7.14212315159756	6.92664919450822	7.20415942966278	7.13719238361886	7.1094162197837	7.17630251205442	7.22537021079908	7.03260069049018	7.05737516700575	7.22203424751726	7.14276685131679
ENSMUST00000095050	8.38560205174814	7.9634517735812	8.0487677557822	7.84936410617725	7.82614806805439	7.83232741844761	8.02250662905728	8.08224996451912	7.96766794586064	8.38469077547074	8.40507001423817	7.92090315499016
ENSMUST00000190159	6.52584579589818	6.56066210844205	6.56244357258438	6.55336935380169	6.5178008839411	6.48963721275286	6.50763726281537	6.51434580146462	6.56575178041501	6.39019755043851	6.50908074190293	6.65763346154857
ENSMUST00000140354	9.22500197185334	9.47798116238939	9.2948378088616	9.39741722709572	9.43644816920246	9.43114433325047	9.28299638822961	9.28003982131191	9.50195097919234	9.35254335061732	9.21095522336655	9.45284784323439
ENSMUST00000182513	15.558456441095	15.7664026950839	15.7027583975703	15.784181641031	15.655828834817	15.5812287894985	15.4033697766483	15.5670374626354	15.7651447298186	15.571919396025	15.6331210134854	15.6711508855498
ENSMUST00000027303	11.1539933088145	11.1957160292627	11.2339328933241	11.1017053369873	11.0539600250513	11.1104535794083	11.2903063795572	11.1341501613903	11.1314556847959	11.2513167813722	11.1763197233241	11.307254680194
ENSMUST00000185610	9.59435554344484	9.6463122879032	9.51682140693966	9.22501009446292	9.02294189873288	9.22995248939412	9.49612005524994	9.52481963318967	9.11610145636626	9.46875091762117	9.3979089798547	9.68531330854281
ENSMUST00000159747	7.18358548856174	7.19029779236173	6.99133511157991	7.103245243658	7.13315182257822	7.11182830692582	7.15272821316194	7.017133918278	7.23365366198759	7.12279367696964	7.22171919441926	7.18899073812139
ENSMUST00000156687	12.2429413791367	12.1403159667574	11.9054819019049	11.666236495548	11.8118526323786	11.8073459467146	11.7690705428685	11.8465174356649	11.989462645478	12.3838388126079	12.2834608502304	12.2139653268714
ENSMUST00000088174	10.6291435151607	10.2539871672669	9.97880125067954	10.2424610900747	10.2321709527193	10.178601445645	10.2276933989944	10.2976101230395	10.3745332865503	10.5356538357532	10.5098325102763	10.3871983128991
ENSMUST00000126413	9.99452632936872	9.86668694280763	9.82560181618064	9.33606034573161	9.29112710102602	9.59107618816097	9.48195751021305	9.6246390986913	9.88593006276061	9.77812917398034	9.80611831154691	10.0446951581751
ENSMUST00000179162	6.60023373911549	6.64188328583941	6.4834500589471	6.50887218647221	6.45838604156947	6.4955159411948	6.48778520558028	6.48233290602933	6.63773792119789	6.53605079941676	6.59068797098413	6.57232952064802
ENSMUST00000153128	8.29101235973857	8.27501911538392	8.3657529220819	8.28278709776932	8.21625333219739	8.24045788464782	8.23732926266427	8.34319582172338	8.37333230179203	8.42843715336367	8.45642366899775	8.2015134162487
ENSMUST00000097776	9.30310320914674	9.31064029433306	9.21200308629863	9.21170859283207	9.23818931680726	9.28843868713356	9.31406919433756	9.30395560661216	9.44513535114216	9.27883467348825	9.14131712511342	9.41470973238497
ENSMUST00000081180	13.6239291535507	13.4891324571897	14.1257985056737	13.8455234458	14.0953448394191	13.8191879586778	14.430330967545	13.9301416034721	13.4850949105924	13.6418275936503	13.6130545601482	13.4410555316162
ENSMUST00000146676	10.5200772427441	10.5673744938618	10.5618309515498	10.5762082091001	10.4726201543178	10.3343186279733	10.5857385501735	10.687158701003	10.5723023779797	10.6080332874317	10.5452599352852	10.5866499947716
ENSMUST00000027285	11.3914133349456	11.4608672830289	11.4050482301951	11.4504722852418	11.4110234818933	11.5312248513667	11.6258242327862	11.5760760897193	11.4299578177892	11.4795079652428	11.4027054866701	11.347863251588
ENSMUST00000128085	8.20331114396539	8.24063983408677	8.30649052330484	8.47647613088551	8.55830212340265	8.30367001429269	8.52626763882254	8.30418742959162	8.11317537828606	8.25809950485777	8.14435156773785	8.06476301030011
ENSMUST00000027256	12.1533016222376	12.2328247182356	12.5650534334428	12.4057213530896	12.5951686917433	12.3850660541352	12.8248816072102	12.5465708672418	12.1511992520962	12.2124646482697	12.154207660134	12.1395103522773
ENSMUST00000027252	12.0303297348232	12.1597324166281	12.0937686853677	12.0651475820321	12.119998433099	11.8676594689001	11.9213957929147	11.9347529480805	11.9566581014809	12.1551548439711	12.1608066385808	12.0852727958639
ENSMUST00000027247	11.397633043529	11.4728756919656	11.5066023514235	11.6886263616055	11.5881937532023	11.6497575417445	11.6859830405216	11.6313444465281	11.5680212010184	11.4569856328393	11.6445339544426	11.7162199457666
ENSMUST00000173050	7.88183349809337	7.46172685358034	7.39805750771672	7.92999046815212	7.52975373345391	8.04961471395002	7.65929481704943	7.4341595634887	7.71414496463012	7.77514418701364	7.33576753413271	7.98099116125861
ENSMUST00000179954	15.9562838133513	15.9301329636411	15.9350233648799	16.1377847654527	15.9783601022164	16.0958719762625	16.4195414124408	16.2333350803283	15.9559184473427	15.9644276021344	15.9406441379843	15.8905745741827
ENSMUST00000161515	10.0992365155286	10.0493077699102	9.98293141386304	9.93058827572328	9.97619179621388	10.0248387932552	9.99181790972736	9.91375437866652	10.068864688941	10.0868600593774	10.0336335654542	9.84761892334288
ENSMUST00000168431	13.4399503422052	13.3380690184275	13.2442224957807	13.2890076386004	13.2525313314963	13.2243943957432	13.0925755758289	13.171957923721	13.3233855068867	13.5139268141049	13.4431595773067	13.3992475978102
ENSMUST00000027241	10.4508747923388	10.4300939035979	10.6728889529196	10.4015945236333	10.324752502042	10.3430497798525	10.3209229860155	10.4357061342266	10.5469486418259	10.3966441082473	10.4711849099908	10.602479673258
ENSMUST00000095020	6.79710100097792	6.52379476810003	6.68462773787252	6.67355342474515	6.40104561863702	6.56363730263763	6.59445585106865	6.66435103907895	6.53197135194815	6.86732348413798	6.85377481252557	6.64595229895833
ENSMUST00000174335	6.60977509671946	6.72942531661744	6.89165215382226	6.69458815231887	6.70889949149509	6.75844771193317	6.6217177186088	6.38264630721677	6.55184432328236	6.59271087330146	6.70594369137505	6.81667671851959
ENSMUST00000167723	6.0507189280396	5.98900898444819	6.48000289137785	6.47488753000384	6.30526529177973	6.25229176843697	6.18108255212937	6.23351666179225	6.30694835935017	5.96399722286375	6.01510916008485	6.4763255682415
ENSMUST00000057208	10.9500609700273	10.7952009145957	11.0231374793247	10.8918662902954	10.9713176773455	10.9940183506561	11.1176649465494	10.923291372616	10.8100362452927	10.8806008257513	10.7681482696181	10.7185701409716
ENSMUST00000010434	9.94817549112557	10.0503299629669	10.0448373647041	9.89776949379822	9.96571908773751	10.0096934921713	9.67484254831263	9.76531259217232	9.96712780633898	10.0461647488724	10.0460160562291	9.94283604641256
ENSMUST00000178557	10.5870658964297	10.5610764843871	10.5929369092425	10.3426318579099	10.2574690052599	10.3924107230652	10.8132596302256	10.7179101132345	10.5393979176351	10.3755113078704	10.4738287963793	10.5016620221728
ENSMUST00000187435	10.6592576246042	10.7699858191756	10.6083471199861	10.5926656494261	10.6294456961091	10.8932235974781	10.7001539864164	10.8209041766793	10.874017113911	10.6934177015097	10.6465407656839	10.6528434514802
ENSMUST00000027217	11.3320127759998	11.5646910114079	11.3057414697966	11.9316412852435	12.0094947006006	12.2398219369032	12.2922749462605	12.0906130010618	11.8602118774547	11.3296199256276	11.2715844377753	11.703098087747
ENSMUST00000185579	12.4862160856841	12.4512099980222	12.4551803186323	12.2833234230172	12.3347503002485	12.3340636986121	12.3225671507522	12.3195447224008	12.3710032673354	12.6177598832397	12.4922841560393	12.2802788658407
ENSMUST00000155917	9.91931676430232	9.9307042890555	9.8429402668859	9.88397821207649	9.89628680285002	10.0226029240293	9.80469902817448	10.0063655308053	9.79707945208068	9.87896146218479	9.89509052367632	9.75786046486101
ENSMUST00000188376	10.625416747656	10.6870358289143	10.6379190403069	10.820253805048	10.8307761753511	10.7029039915318	10.5366470999615	10.7083127380765	10.8176907615757	10.6042342436924	10.5916007482092	10.8091766824905
ENSMUST00000074525	10.4560013588731	10.4728125383012	10.5746453862647	10.5328039503091	10.5959852289413	10.9546804940271	10.651393375181	10.6344616100169	10.6958626696041	10.3204224211354	10.1540668018458	10.4140603784756
ENSMUST00000129611	14.926525191904	14.2983304002533	14.5866229577584	15.3091890522656	14.9740902728843	15.3752962147512	15.0070188716094	14.9111393170747	14.9500799595997	15.4315759490087	14.722903932327	14.6812962716107
ENSMUST00000027139	11.1868234852182	10.9663464263578	10.8963489583177	11.0336748358976	10.9891277417006	11.1164796652173	11.0022245441615	10.9801488168502	10.9339462804891	11.1272338339153	11.1292644863288	10.9588705004309
ENSMUST00000188209	6.57492998702604	6.49528624292475	6.38425819367023	6.97407476157944	6.75457822627185	6.66053343114351	6.91923432945562	6.70552853002489	6.6141997822666	6.75713647873909	6.59940779725652	6.59683360569859
ENSMUST00000187358	6.44301349056353	6.53409769242821	6.60744211244702	6.31910669880441	6.24810821813162	6.29903146465452	6.32197203366758	6.32521833551706	6.25927936008927	6.58761615681483	6.60258204556297	6.33446601749346
ENSMUST00000186016	8.50706619754532	8.34636653042392	8.33814127446757	8.61213633995336	8.42733427274825	8.42170895149728	8.3776183639849	8.1677604334752	8.23098538350928	8.35207253469441	8.34214915670447	8.32089485845353
ENSMUST00000186103	7.51086987448754	8.03518911836808	8.38668532160321	7.98221526786272	8.11534756601858	7.88713358233141	7.81808167017052	7.83331540197035	7.85139512212008	7.76779950773944	7.83930977835139	7.9233526460201
ENSMUST00000051572	14.7920619764707	15.0362659145314	14.9988184207902	15.1439762367799	15.2031916348544	15.3030765351168	15.0288528574561	15.2580477856417	15.2893515631922	14.8266568327311	15.1004601887674	15.0201932074273
ENSMUST00000168302	13.5678284246367	12.6935940060756	12.6107402342587	12.8744147597227	12.897673785231	12.7705052637698	12.7271187186323	12.5903422759397	12.7957083553788	13.1291857051272	12.9082957036452	12.7581526342797
ENSMUST00000165859	8.68049754384352	8.73782079616341	8.5293049322953	8.67799827129532	8.70875716930628	8.80818563634653	8.64258874068117	8.71449832218874	8.76543424069375	8.61937845134572	8.66171202400205	8.49063112994029
ENSMUST00000186922	11.6048925463431	11.7479336866965	12.2967533759619	12.1996230942979	12.3881605862288	12.1200972476895	12.4537850496378	11.8238072815684	11.7697409959544	11.8720367848483	11.7605621410253	11.7061910038474
ENSMUST00000135746	10.6173028293393	10.5233384387844	10.4719877473625	10.3832476708583	10.6652469593511	10.6154898505589	10.6316502197484	10.4806780480235	10.4324551673086	10.5871621021649	10.5040298990901	10.3388353576034
ENSMUST00000190007	6.88226548478143	6.8404028308012	6.7383579553638	6.67724015664957	6.84827019235727	6.73588796303254	6.7717199968292	6.83969835842477	6.73780461296199	6.92439651452805	6.93715807615217	6.98978875277642
ENSMUST00000087617	11.12380523302	11.1951396611083	11.4222299721069	10.9392902083122	11.3808061965263	11.1441964894029	11.3836877798061	11.4516949495338	11.2358164463716	11.2052655905814	11.1242226817766	11.0939873429704
ENSMUST00000190239	6.15866247899766	6.13929135869528	6.16884764965902	6.02254827904127	6.29503317894583	6.15335543615811	6.04707672078067	6.2501883834208	6.2749253827761	6.27228047079263	6.15405935909403	6.12850245523826
ENSMUST00000075242	12.5083254097853	12.4235423480602	12.7450927471243	12.5224325837638	12.6774050519219	12.5113239543826	12.9088344900618	12.4634721579617	12.3448839854	12.6017562670455	12.5360326362253	12.4747996594365
ENSMUST00000159311	11.702848181354	11.764503859463	11.658792467504	11.5747221999187	11.7668374674193	11.8133620589548	11.7611536791381	11.703536527013	11.6630883533687	11.7761579081218	11.7669555044251	11.5984711096061
ENSMUST00000181563	6.69973405575293	6.74077196667613	6.73666494279929	6.75755451169434	6.68043526545696	6.86043191281227	6.7188191946321	6.75033253123219	6.77933894522659	6.72904951555903	6.76392354123793	6.78795294306179
ENSMUST00000061334	8.73636398707322	8.69815351313084	8.77656348949403	8.55856122511374	8.71596910643415	8.6321464145769	8.55657183222961	8.65422958708267	8.61273914629009	8.73014223017623	8.66188838715073	8.56940619441918
ENSMUST00000135190	11.0509180168451	10.9932404500809	11.1608067229919	11.4819862258563	11.2999916059472	11.347088238501	11.5863342020205	11.3735694844965	11.1481117499611	10.9414009401448	11.1692773302337	11.0783646674715
ENSMUST00000042986	7.24586182650376	7.13989435717709	7.22544878088978	6.91037042180791	6.97672613131132	7.00054699687064	7.06547548694645	6.95725484897602	6.96537250429215	7.31096968279141	7.1972884632582	7.18048234370358
ENSMUST00000042734	8.23724519952933	8.27533768484621	8.19023564930211	8.07854657595789	8.12379544358181	8.23971463096713	8.08827888734437	8.14707286977759	8.12482610207314	8.38818160462631	8.23378780507722	8.0336353855446
ENSMUST00000027114	9.71851043841619	9.72519237928123	9.92886838091051	9.82349210914329	9.85095400281606	9.81164779430619	9.96334573213313	9.7292389655381	9.83755650419188	9.79567460354653	9.70653313295278	9.63907808510146
ENSMUST00000172287	9.557675648448	9.77323941590856	9.70956323850968	9.79920108875855	9.79158902875614	9.60403390353476	9.56925983341211	9.49637440581401	9.65832475658558	9.53999739391832	9.74460570833053	9.7029133033197
ENSMUST00000027202	6.94884477109293	6.64225503543949	6.77749911975502	6.76636661448458	6.57822847576188	6.57945385797171	6.61274949619689	6.71265506524211	6.60066038103572	6.92401979391705	6.96404154212866	6.59701318902357
ENSMUST00000001027	10.6054370398238	10.7823714215704	11.1445347451712	10.985663714419	11.2942995892409	10.9814436993494	11.0601198648253	10.7407680357844	10.6836840108441	10.5178128273652	10.7144560831103	10.7668102273723
ENSMUST00000161549	7.69427244149319	7.4088194680742	7.5783933414613	7.36227988194783	7.38524664787138	7.35337587436525	7.59287181777188	7.34026809106907	7.51496765989973	7.2271046779884	7.30803378789595	7.65019646326946
ENSMUST00000050552	13.5280387985972	13.4284286339551	13.4189513730161	13.3509184211114	13.4011056636029	13.4657397205093	13.3906463714963	13.3780711332178	13.4325957005594	13.6024662359991	13.4875426654715	13.3516165011411
ENSMUST00000087521	10.3041777510325	10.2536087249742	10.241165669226	10.2805615875384	10.335796643564	10.2844660319617	10.3079450086246	10.2914190453329	10.2650898662599	10.3055230053057	10.3061084529669	10.3264478474698
ENSMUST00000027193	11.8704838549334	11.9225753174676	12.3676501377956	12.3062140266182	12.4883487582628	12.3275877805359	12.659353116363	12.1585869830646	11.9804121073745	11.9840031226747	11.901057656637	11.9754007584657
ENSMUST00000081455	7.14947089144876	7.16674121192305	7.20962477585618	7.00634485558397	7.0974281244248	7.21609374068023	7.25402938084085	7.06595252467756	7.04569802544312	7.12259695119691	7.12006933973295	7.13898034647888
ENSMUST00000185352	7.78006927819333	7.58477754781526	7.62271139064637	7.84970884489246	7.74844148687226	7.90547976111511	7.99518592572017	7.82893311490082	7.85163747191031	7.73301488701103	7.60788686773231	7.80840515166783
ENSMUST00000149874	13.1509709017182	13.3503415509257	13.319811844933	13.1856162171726	13.2391200038554	13.2146567730814	12.9386991184686	13.0875493321432	13.3766270541459	13.3037425891249	13.315174963999	13.2804656292152
ENSMUST00000027189	11.6061489627576	11.4149911366072	11.3131809390633	11.2445672209861	11.307694574244	11.3083204004683	11.2769199953399	11.2903675516488	11.3267941742027	11.6003858262049	11.6072867676677	11.3215790117279
ENSMUST00000123965	9.83762915226896	9.7887800082442	10.0508183618303	10.0332048921626	10.1191107942801	9.81147486345285	9.97131591196913	9.73358923958342	9.63943319467848	9.93927399154433	9.90189769492586	9.67733480719021
ENSMUST00000190598	7.03663651378112	6.92736543662073	7.00392120463894	6.95678060442594	7.1755604967804	7.01488822252794	6.93229213552882	6.94422843334994	7.13107452251532	7.09554067718501	6.97323950541546	7.02101289571518
ENSMUST00000114246	9.15344645677115	8.96010412711272	8.99997757660522	8.92871014184171	9.08291993164049	9.00406014636831	8.95846319998673	8.93069366906282	8.91568260116448	9.20186304263503	9.14139562748828	9.04773689831155
ENSMUST00000191088	11.2600145828496	11.0779313532684	11.060969867026	11.0656925859321	10.983705468463	11.2942744228707	11.0597792854209	11.0310215509403	11.1040825605677	11.2572396787205	11.139736245227	11.1285435420413
ENSMUST00000087435	13.7657964788188	13.7925943570455	13.786537055497	13.9722440340974	13.965008727926	13.7502395651023	13.6804825089811	13.9747809137149	13.8677971010166	13.681968464644	13.7321052110112	13.6966016619881
ENSMUST00000036540	10.3569997162026	10.4504770694632	10.7053029006026	10.5263004250918	10.4305384343117	10.4857758754743	10.2929578919869	10.438622830811	10.3903442686771	10.4675695623934	10.4404602454701	10.53577116882
ENSMUST00000130075	9.1039558280191	9.21178389195521	9.17586039101977	9.25675663281035	9.21933697058413	9.2606721406819	9.11260930170333	9.09023083982244	9.16772697028452	9.06256114804837	9.14451148334056	9.21481371727955
ENSMUST00000118718	6.75197315273548	6.6446400616656	6.93145499608631	6.86593948839925	6.82674385731993	6.69489692474434	6.8059657719227	6.89063793063193	6.661075078213	6.74137760641151	6.89161117321945	6.91262022659589
ENSMUST00000160834	12.9147488772653	12.9490528532877	13.0033236548325	12.9247120989064	13.0342760729317	12.9951587228521	12.8823219534726	12.7757124569009	12.9264771732277	12.9550628589775	12.844938079749	12.7926481003413
ENSMUST00000114202	11.415882809897	11.4683539285884	11.4050662265429	11.5529866329654	11.5006178181794	11.5712056669511	11.3726398710122	11.3495317678261	11.5258329713991	11.4460471076018	11.4031238790203	11.4542161089762
ENSMUST00000052332	10.5968140007074	10.5923002684081	10.5333382374753	10.5239511704103	10.6355596012163	10.5955498591884	10.36260064593	10.4692486568992	10.5959111754362	10.7066613381659	10.5913694293435	10.5439085743739
ENSMUST00000178619	11.0004665019358	10.7939793512856	10.8110612818786	10.4983843863674	10.5736542341056	10.5953812185741	10.8630952978628	10.7231236240641	10.7093642948011	11.1286028824555	11.0342466873872	10.8101488821533
ENSMUST00000132833	7.65824075670876	6.93444301486705	6.76802029039208	6.32883611793764	6.26055711336079	6.29549161499481	6.4099229313434	6.45132438478475	6.43787638385373	7.75286039804247	7.74264127344809	6.73002519996873
ENSMUST00000121555	7.91736532603649	7.89190632870975	8.0918331243815	8.08148275083769	7.96359671114013	7.93190544356969	8.21504767518934	8.1321890415222	7.92067297706762	7.83673321834896	7.84760812017226	7.93058165743499
ENSMUST00000138768	10.6416339412122	10.6663768193251	10.7374146534446	10.9083499915098	10.8668605260116	10.7825564536632	10.647115701371	10.6990563102774	10.8293620364802	10.6777649162439	10.5848698826913	10.8770041760393
ENSMUST00000118720	9.92268871695318	9.93807349494674	9.9874335302607	9.78110779005465	9.59533933732204	9.7877308542951	10.1217505856096	10.1061857828879	9.8173648911209	9.80078287665341	9.92602035216934	9.94231586284775
ENSMUST00000126344	10.9584815162288	10.5885320808637	10.644339187894	10.2091310044879	10.3860358880353	10.0360720849452	10.5284673989085	9.89297198675532	10.0783681141992	11.2491449132414	11.0638201489334	10.4757088107671
ENSMUST00000186436	9.97044920997806	9.89284858381338	10.1909942117051	10.1172400276867	10.2603426127363	10.147988358489	10.2786413553755	9.90557969026867	9.88275120486633	10.1577287513414	9.90937342955732	9.83004394493106
ENSMUST00000185480	9.20485439707948	9.19405352883451	9.08355764320046	9.18163756918056	9.22792134204127	9.15863768128749	9.07072368292359	8.94849516330203	9.17362465894822	9.14956576312775	9.23240445837457	9.13490818362441
ENSMUST00000129339	14.4623494302611	14.5181302828336	14.4920818267959	14.7203099576734	14.4619524550365	14.4875856418453	14.8147259064962	14.6619771855744	14.4536062883708	14.4904930482473	14.5603574572066	14.5927780213489
ENSMUST00000182642	6.76327699443525	6.95807587697815	6.94261691531974	7.16593830379399	7.06143748974932	6.96586960094972	7.01325336182172	6.82363558377844	6.65903529271137	6.67602386957936	6.67931477133943	6.94885039057094
ENSMUST00000027103	10.2453462793126	9.97123157032571	10.127625235897	9.94972755348752	10.1125389992538	10.0861861068866	10.1964322516077	9.95083335324554	9.94367934198268	10.2517651369901	10.0610225310682	9.95403176455211
ENSMUST00000181595	9.94096525137039	10.0742205699116	9.94308000146471	10.1716156344176	10.1699006142964	9.98724768227926	9.92405340953122	10.138961643523	10.1546141205913	9.86647236001181	10.0108288788871	10.012197419937
ENSMUST00000185594	11.9724200496806	12.1084837124712	12.0840246690548	11.9903774153273	12.0514178847182	12.061443163251	11.8491886589502	11.9191830927252	12.1145519039394	12.0457722494093	12.0743771206037	12.1050915399158
ENSMUST00000114077	11.7764032896715	11.8506641849742	11.8357447845706	11.8227688144305	11.8922212164319	11.8859285782138	11.7335866065073	11.9174067413474	11.9898623698751	11.8091191362591	11.8628083292375	11.7955626890995
ENSMUST00000185915	6.77785237368022	6.72790019520493	7.01135310362491	6.58645696350405	7.18164363462816	6.8546573246031	6.88723246333033	6.50891100959933	6.59497529210892	6.57722268211244	6.8721146783918	6.68719848675626
ENSMUST00000185317	12.2396107280398	12.0343546993867	11.9784752984409	11.862939934014	11.8988634915658	11.8431894831664	11.7868506168536	11.8162949812711	11.8974081001262	12.2295730834975	12.1639692674964	11.9353063840555
ENSMUST00000151016	10.8961636777631	10.8754246121788	11.0692562409347	10.838226223527	10.9591058103436	10.898258380386	10.9822164418282	10.693807286461	10.8295816451138	10.9612907441008	10.8472645863744	10.8631833100839
