id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol	entrezgene	description	xloc
ENSMUST00000005548	2705.79340013714	-4.03292907191501	0.201170648811583	-20.0473035989075	2.13085550582237e-89	1.60273979124776e-86	Hmox1	15368	heme oxygenase (decycling) 1	XLOC_032821
ENSMUST00000112170	752.629272055362	-3.41525952632774	0.171123353318309	-19.9578810261797	1.28026898643632e-88	9.1481620425807e-86	Tlr8	170744	toll-like receptor 8	XLOC_038715
ENSMUST00000114487	810.2837896979	-4.80652275508143	0.241469999388248	-19.9052584886674	3.66396909899698e-88	2.49341820922694e-85	Il1rn	16181	interleukin 1 receptor antagonist	XLOC_017309
ENSMUST00000139380	1340.08147044309	-3.77654269926018	0.190231993723465	-19.8523004744935	1.05269478574397e-87	6.83820962866686e-85	Tlr13	279572	toll-like receptor 13	XLOC_036996
ENSMUST00000063820	353.29593924767	-4.35286888043935	0.222676745141903	-19.5479275470164	4.29622410834531e-85	2.66944951010273e-82	F10	14058	coagulation factor X	XLOC_032420
ENSMUST00000019071	9452.83134165744	-3.24137739459884	0.167105085404942	-19.3972396874942	8.14277951562816e-84	4.84868591907675e-81	Ccl6	20305	chemokine (C-C motif) ligand 6	XLOC_006340
ENSMUST00000159715	1053.47378375653	-3.97627982884088	0.205860908167865	-19.3153710640318	3.98855037864785e-83	2.28001493845026e-80	NA	NA	NA	XLOC_012494
ENSMUST00000021283	1276.44615099718	-4.23012311660112	0.219312822040188	-19.2880793619352	6.76397846157645e-83	3.71784677670727e-80	Pik3r5	320207	phosphoinositide-3-kinase, regulatory subunit 5, p101	XLOC_004664
ENSMUST00000015667	57561.8805195931	-4.51915585496645	0.234654708223721	-19.2587478392202	1.19226934249937e-82	6.31063747172538e-80	Ctss	13040	cathepsin S	XLOC_021035
ENSMUST00000026021	2714.29086932372	-4.1794587888719	0.217104657372334	-19.2508941975581	1.38747378694914e-82	7.08156710331792e-80	Msr1	20288	macrophage scavenger receptor 1	XLOC_033385
ENSMUST00000047194	1850.90843391995	-3.60336707424242	0.18901350834302	-19.0640716942996	5.02109519796255e-81	2.4743610853132e-78	Igsf6	80719	immunoglobulin superfamily, member 6	XLOC_032101
ENSMUST00000043938	697.994989672355	-3.05241001650516	0.160499440355275	-19.0181972581866	1.20557955499966e-80	5.7429791401667e-78	Plcl2	224860	phospholipase C-like 2	XLOC_014267
ENSMUST00000167214	6381.60683709756	-2.59660001457641	0.137543446199177	-18.8783986902311	1.71713573042919e-79	7.91599571727858e-77	Pla2g7	27226	phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)	XLOC_014195
ENSMUST00000064821	1431.51292972583	-2.2861079119024	0.121389059999355	-18.8328990430814	4.05918682911444e-79	1.81280746796483e-76	Itgam	16409	integrin alpha M	XLOC_030311
ENSMUST00000052949	2222.01005528146	-4.77975835506493	0.255218617874681	-18.7280943485554	2.92189128818769e-78	1.26535601210576e-75	Hk3	212032	hexokinase 3	XLOC_009344
ENSMUST00000107783	973.685086691577	-4.7424837509087	0.254200046503582	-18.656502294707	1.11814880032768e-77	4.69984250161261e-75	Stra6l	74152	STRA6-like	XLOC_022554
ENSMUST00000038859	1245.24208776381	-2.75463941673885	0.147881205737143	-18.6273800176824	1.92730675256519e-77	7.86946880025973e-75	Pik3cd	18707	phosphatidylinositol 3-kinase catalytic delta polypeptide	XLOC_024938
ENSMUST00000001156	2355.69160162227	-3.17831299616344	0.171835241363564	-18.4962815016441	2.21220410591825e-76	8.78183579935492e-74	Cfp	18636	complement factor properdin	XLOC_037644
ENSMUST00000078451	4063.99915782881	-3.29663064153908	0.17933146709603	-18.3828900466964	1.8011213372947e-75	6.95670946791314e-73	Pirb	18733	paired Ig-like receptor B	XLOC_030476
ENSMUST00000108615	2378.4759273603	-4.2910191805667	0.235894653963516	-18.1904045236665	6.14847009444333e-74	2.31231016104446e-71	Pira2	18725	paired-Ig-like receptor A2	XLOC_030481
ENSMUST00000029046	25563.2479076289	-4.01460962194116	0.221386105101061	-18.1339728620662	1.71880489014997e-73	6.29831812439315e-71	Fabp5	16592	fatty acid binding protein 5, epidermal	XLOC_020591
ENSMUST00000074839	1516.46180344188	-4.20828383110767	0.232147209203229	-18.1276520426468	1.92818152363463e-73	6.88891053856563e-71	Ear2	13587	eosinophil-associated, ribonuclease A family, member 2	XLOC_009998
ENSMUST00000102881	5397.15179675526	-3.68812457709021	0.204245256678938	-18.057332821627	6.9080719906849e-73	2.40788431265556e-70	Plek	56193	pleckstrin	XLOC_005602
ENSMUST00000099126	752.551832139269	-2.38966151992752	0.132466465098278	-18.0397470269521	9.49776936683247e-73	3.23172909574769e-70	Mafb	16658	v-maf musculoaponeurotic fibrosarcoma oncogene family, protein B (avian)	XLOC_020322
ENSMUST00000096355	2264.55165587753	-4.34295122668107	0.241473908246163	-17.9851780187107	2.54569885944611e-72	8.46060055821961e-70	Csf2rb	12983	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)	XLOC_011663
ENSMUST00000033053	6532.74672094213	-3.70081366816739	0.206146541713802	-17.9523441790516	4.60068295354212e-72	1.49428091111524e-69	Itgax	16411	integrin alpha X	XLOC_030312
ENSMUST00000151698	6631.34611461147	-3.66065782885804	0.204147341322062	-17.9314499280351	6.7009190389818e-72	2.12806297746864e-69	Laptm5	16792	lysosomal-associated protein transmembrane 5	XLOC_023270
ENSMUST00000070639	1229.41681829066	-3.80207922115162	0.212093653398129	-17.9264167514461	7.33577587958599e-72	2.27903419772094e-69	Gm14548	100038909	predicted gene 14548	XLOC_030483
ENSMUST00000068878	1304.14094155456	-4.29522264063178	0.240162242004621	-17.8846708157777	1.55267445915326e-71	4.72112142462963e-69	Ly9	17085	lymphocyte antigen 9	XLOC_002385
ENSMUST00000112076	10495.2463419778	-4.35514246984512	0.243958573534644	-17.8519754675753	2.78990754191098e-71	8.30636847530204e-69	Clec7a	56644	C-type lectin domain family 7, member a	XLOC_028849
ENSMUST00000132833	162.32815961122	-4.24169276314357	0.238821850739897	-17.7609073457991	1.41921673074838e-70	4.13918904063778e-68	Cd28	12487	CD28 antigen	XLOC_000354
ENSMUST00000021757	433.442467824513	-3.30101151360101	0.18724559108065	-17.6293150324656	1.46733901392924e-69	4.19394836961256e-67	Aoah	27052	acyloxyacyl hydrolase	XLOC_008345
ENSMUST00000187516	3107.53482666904	-3.5139552804367	0.199664892811765	-17.5992646025633	2.49543421746083e-69	6.99259811798682e-67	Slc11a1	18173	solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1	XLOC_000459
ENSMUST00000168698	4182.66500454777	-3.62482226772392	0.207122549020168	-17.500857752436	1.41127744847401e-68	3.87857038771964e-66	Cotl1	72042	coactosin-like 1 (Dictyostelium)	XLOC_033866
ENSMUST00000102894	9100.51127625219	-3.93687881214391	0.225269309804002	-17.4763211889326	2.17059027909186e-68	5.85281239217016e-66	Gp49a	14727	glycoprotein 49 A	XLOC_002767
ENSMUST00000110020	29178.0949074196	-2.64490200853998	0.151664965989221	-17.4391098912584	4.16510358501013e-68	1.10228695061815e-65	Lgmn	19141	legumain	XLOC_007996
ENSMUST00000070690	1474.90076557849	-3.70748062839187	0.212972681019978	-17.4082450886933	7.14404725418227e-68	1.85628326017307e-65	Ptafr	19204	platelet-activating factor receptor	XLOC_023291
ENSMUST00000081035	13704.6178970377	-3.98910630729995	0.229804747651329	-17.358676650808	1.69587404885961e-67	4.32781000575941e-65	Mpeg1	17476	macrophage expressed gene 1	XLOC_016234
ENSMUST00000041377	3353.86855266554	-2.14325744195569	0.123684887032787	-17.3283696446078	2.87359700978643e-67	7.20466225734348e-65	Lyn	17096	Yamaguchi sarcoma viral (v-yes-1) oncogene homolog	XLOC_022253
ENSMUST00000038845	6282.67736931565	-3.7377752460116	0.216121513477054	-17.2947856318268	5.14941976965113e-67	1.26879927462214e-64	Cd53	12508	CD53 antigen	XLOC_021996
ENSMUST00000092162	5889.83960518079	-4.26738262519654	0.248313365664474	-17.1854729356885	3.41153594702807e-66	8.26343393542003e-64	Lyz1	17110	lysozyme 1	XLOC_003945
ENSMUST00000018765	269.34684759229	-4.14446784861114	0.24143942687558	-17.1656630495022	4.79970446963401e-66	1.14320960959233e-63	Mmp8	17394	matrix metallopeptidase 8	XLOC_033916
ENSMUST00000147210	3149.44803765605	-1.80914639401471	0.105976452962299	-17.0712110421201	2.43104337987301e-65	5.69541654783036e-63	Ptpn1	19246	protein tyrosine phosphatase, non-receptor type 1	XLOC_018712
ENSMUST00000045295	2067.19895815387	-2.24277883471907	0.1316089370837	-17.0412350742771	4.06064949074828e-65	9.35979707617479e-63	Pnpla7	241274	patatin-like phospholipase domain containing 7	XLOC_017318
ENSMUST00000034299	2788.76136905037	-2.7514688565024	0.162216033351062	-16.9617564901724	1.57563073821368e-64	3.57418077457328e-62	Ifi30	65972	interferon gamma inducible protein 30	XLOC_033520
ENSMUST00000079957	4177.27004487674	-3.12314097329886	0.186162751312173	-16.7764010323511	3.6319092367028e-63	8.10993982839371e-61	Fcer1g	14127	Fc receptor, IgE, high affinity I, gamma polypeptide	XLOC_002374
ENSMUST00000061753	1718.65798317038	-2.59671742705773	0.154795556894292	-16.7751418655446	3.70972036167738e-63	8.15624825980484e-61	Wdfy4	545030	WD repeat and FYVE domain containing 4	XLOC_010793
ENSMUST00000042610	1158.1749406914	-2.41427795558025	0.144160207428213	-16.7471870265065	5.93678844071299e-63	1.28549460009438e-60	AI607873	226691	expressed sequence AI607873	XLOC_002417
ENSMUST00000100874	815.240570742347	-3.03394616372805	0.181548412715836	-16.7114992543441	1.08083563686577e-62	2.30540628155951e-60	Selplg	20345	selectin, platelet (p-selectin) ligand	XLOC_026627
ENSMUST00000043069	3223.19555077576	-2.76278105254888	0.165403100470294	-16.7033208246605	1.23968947026315e-62	2.60535326757804e-60	Cyth4	72318	cytohesin 4	XLOC_011667
ENSMUST00000036069	931.464418964752	-4.01693036158179	0.241840233836853	-16.6098514620674	5.91394569452059e-62	1.2248724336289e-59	Mamdc2	71738	MAM domain containing 2	XLOC_016807
ENSMUST00000150167	27561.2512113081	-3.91788852559161	0.236021876966512	-16.5996837918017	7.00590252817407e-62	1.43030504328765e-59	Mmp12	17381	matrix metallopeptidase 12	XLOC_033912
ENSMUST00000189661	6100.0508027709	-2.81964449298296	0.170090782223006	-16.5772915858904	1.01710563240243e-61	2.04724740741734e-59	Soat1	20652	sterol O-acyltransferase 1	XLOC_002264
ENSMUST00000081103	1710.86160522026	-2.25764481029541	0.136498982337499	-16.53964572947	1.90137238682853e-61	3.77396010835647e-59	Fcgr2b	14130	Fc receptor, IgG, low affinity IIb	XLOC_002366
ENSMUST00000086361	1468.53563006654	-3.53634079707692	0.214267095569527	-16.5043577394711	3.4134537746576e-61	6.6824202594016e-59	AB124611	382062	cDNA sequence AB124611	XLOC_034018
ENSMUST00000024829	11056.7205890644	-3.00485892079474	0.182461331040795	-16.4684698048317	6.18142634220477e-61	1.19376707914119e-58	Abcg1	11307	ATP-binding cassette, sub-family G (WHITE), member 1	XLOC_013953
ENSMUST00000115149	302.971998087733	-4.37434435003695	0.265718077577139	-16.462351338392	6.83913327633514e-61	1.30317404869474e-58	Tm4sf19	277203	transmembrane 4 L six family member 19	XLOC_012778
ENSMUST00000168817	6877.25361055273	-2.83783714577587	0.173119182100936	-16.3923899786062	2.16752279533212e-60	4.0757984563278e-58	Fcgr3	14131	Fc receptor, IgG, low affinity III	XLOC_002367
ENSMUST00000098689	1731.32856413217	-3.89980531057479	0.238028169682338	-16.383797412631	2.49657853032086e-60	4.63358490607993e-58	NA	NA	NA	XLOC_034312
ENSMUST00000131607	1552.62422791693	-2.86315696930689	0.175526005100081	-16.3118676783784	8.12693693307905e-60	1.48900071423888e-57	Arhgap30	226652	Rho GTPase activating protein 30	XLOC_001133
ENSMUST00000032800	17277.7509708801	-3.19530970067474	0.195969658572541	-16.3051245991325	9.07536855494829e-60	1.64172268378185e-57	Tyrobp	22177	TYRO protein tyrosine kinase binding protein	XLOC_029442
ENSMUST00000087605	3884.76264432543	-3.31941816684569	0.203602695524846	-16.3034097278963	9.33366832355202e-60	1.66734317514852e-57	Myo1f	17916	myosin IF	XLOC_013987
ENSMUST00000006235	134043.982070764	-3.10165225293753	0.190979750850069	-16.24073881724	2.59776541491265e-59	4.58329204253292e-57	Ctsb	13030	cathepsin B	XLOC_010378
ENSMUST00000023044	249.104101275184	-5.2393894744183	0.323676533049746	-16.1871156523203	6.21755193970407e-59	1.08359798500379e-56	Fam83f	213956	family with sequence similarity 83, member F	XLOC_011702
ENSMUST00000032185	4699.56505492385	-2.39038846646387	0.148023208098379	-16.148741114131	1.15903019812989e-58	1.99562657367159e-56	Slc6a6	21366	solute carrier family 6 (neurotransmitter transporter, taurine), member 6	XLOC_027638
ENSMUST00000019248	863.869883118686	-3.99608586669897	0.247521422306239	-16.1444041063845	1.24343537183748e-58	2.11546844034875e-56	Cd22	12483	CD22 antigen	XLOC_031019
ENSMUST00000176819	289.322547416289	-5.08954606001775	0.316757693388238	-16.0676320299494	4.30209054176752e-58	7.23307952145878e-56	Cd200r4	239849	CD200 receptor 4	XLOC_012879
ENSMUST00000092836	6728.77681593337	-3.2192365267911	0.200497856449024	-16.0562141850608	5.1716877236617e-58	8.59402200684295e-56	Wfdc17	100034251	WAP four-disulfide core domain 17	XLOC_004943
ENSMUST00000115315	5953.73043067447	-2.58160137590937	0.162268888567189	-15.9094044379335	5.45297413942375e-57	8.95729349729941e-55	Acp5	11433	acid phosphatase 5, tartrate resistant	XLOC_035006
ENSMUST00000118068	1118.54481746246	-3.91364433886596	0.24635285365624	-15.8863365322613	7.88002829909491e-57	1.27969868661779e-54	NA	NA	NA	XLOC_030477
ENSMUST00000129421	399.038585981867	-4.86430506269372	0.306331343272603	-15.879227410187	8.82587943029027e-57	1.41719823526155e-54	Hal	15109	histidine ammonia lyase	XLOC_003092
ENSMUST00000067618	264.79788423401	-5.12522627181179	0.322860679202121	-15.8744207702147	9.52864778504809e-57	1.51304339440136e-54	NA	NA	NA	XLOC_017800
ENSMUST00000021738	6577.16296021387	-2.97906135463109	0.187967517778495	-15.8488093572725	1.43269629343639e-56	2.24996293730764e-54	Gpr137b	83924	G protein-coupled receptor 137B	XLOC_009019
ENSMUST00000009728	1084.14699004791	-3.35800310541791	0.21190326184999	-15.8468684063727	1.47763019325252e-56	2.29530577084476e-54	Syngr1	20972	synaptogyrin 1	XLOC_011694
ENSMUST00000057488	274.677004290849	-3.88123041736315	0.245387092003845	-15.8167668301898	2.38425976515245e-56	3.66381250578426e-54	Cd200r1	57781	CD200 receptor 1	XLOC_012878
ENSMUST00000117095	9715.11611200366	-2.83145454530248	0.17906463450621	-15.8124721451029	2.55250939158667e-56	3.88062890586862e-54	Pld3	18807	phospholipase D family, member 3	XLOC_030942
ENSMUST00000034594	2159.45408437678	-2.98903533914783	0.189547694701554	-15.7693046272818	5.06038519765326e-56	7.61241735364871e-54	Il10ra	16154	interleukin 10 receptor, alpha	XLOC_035175
ENSMUST00000016400	20390.9529838985	-2.16549279263291	0.137415195239762	-15.7587578932197	5.97967016744436e-56	8.90161107947368e-54	Ctsz	64138	cathepsin Z	XLOC_020477
ENSMUST00000120135	3207.27483008873	-2.88224178443151	0.183234742163763	-15.7297778270431	9.45422233185635e-56	1.3928896014903e-53	Syk	20963	spleen tyrosine kinase	XLOC_008633
ENSMUST00000099337	1075.1283571234	-2.82387115111876	0.179572643874944	-15.7255085751554	1.0113549070523e-55	1.47482377313107e-53	Plxnc1	54712	plexin C1	XLOC_003863
ENSMUST00000042081	2280.38498081903	-3.4664118679128	0.22046115291582	-15.7234588591505	1.04461768640167e-55	1.50794256124912e-53	C3ar1	12267	complement component 3a receptor 1	XLOC_028756
ENSMUST00000145854	1481.42399159442	-3.23952126794866	0.20697939581468	-15.6514190951122	3.24893089903974e-55	4.64304714781769e-53	Hvcn1	74096	hydrogen voltage-gated channel 1	XLOC_025760
ENSMUST00000168419	3770.95856133231	-2.62176739384846	0.167830123809755	-15.6215543094062	5.19242556883168e-55	7.3470251291261e-53	Cndp2	66054	CNDP dipeptidase 2 (metallopeptidase M20 family)	XLOC_016046
ENSMUST00000044155	381.628676676277	-2.62269490068986	0.168207700411878	-15.5920025912479	8.25060343244983e-55	1.15597425150138e-52	Ubash3b	72828	ubiquitin associated and SH3 domain containing, B	XLOC_035130
ENSMUST00000031982	1458.79109096564	-3.41586552724376	0.21925922569296	-15.5791188099295	1.00936576904807e-54	1.40047050538504e-52	Hpgds	54486	hematopoietic prostaglandin D synthase	XLOC_028367
ENSMUST00000044844	1320.47466678331	-2.9479938770066	0.189463556251291	-15.5596882869473	1.36763331581459e-54	1.87931228041407e-52	Mfsd12	73822	major facilitator superfamily domain containing 12	XLOC_003015
ENSMUST00000005185	4052.93896378157	-2.15314592298853	0.138618592511309	-15.5328797095733	2.07833262574587e-54	2.8287096718604e-52	Cstb	13014	cystatin B	XLOC_002926
ENSMUST00000046332	9671.80408186628	-3.18205256738606	0.205591631719085	-15.4775393374665	4.91931883378017e-54	6.63226277863701e-52	C1qc	12262	complement component 1, q subcomponent, C chain	XLOC_024762
ENSMUST00000047405	6253.11887216936	-3.02158194010094	0.195295807978501	-15.4718218039456	5.3763705671221e-54	7.18072072661139e-52	Nckap1l	105855	NCK associated protein 1 like	XLOC_011927
ENSMUST00000149663	726.804241822886	-3.61098519174875	0.233530886394392	-15.4625593535	6.20820346653947e-54	8.21494775373292e-52	Cd300lb	217304	CD300 antigen like family member B	XLOC_006787
ENSMUST00000105465	189903.384311564	-2.7210635991248	0.176516002684294	-15.4153932660232	1.28983262642541e-53	1.69110073983905e-51	Psap	19156	prosaposin	XLOC_002814
ENSMUST00000027559	710.037012307875	-2.1634260253414	0.14043379900202	-15.4053086985867	1.50767418752828e-53	1.95874289217879e-51	Tnfrsf11a	21934	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	XLOC_000742
ENSMUST00000069548	1108.1154428249	-2.80579418665735	0.182160996166536	-15.4028263223386	1.56669248815629e-53	2.01708129263437e-51	Arhgap9	216445	Rho GTPase activating protein 9	XLOC_003250
ENSMUST00000090860	17942.9214635862	-2.23619242795205	0.145847214625855	-15.3324315016135	4.64276881871498e-53	5.92409010609427e-51	Gm20746	434624	predicted gene, 20746	XLOC_008775
ENSMUST00000140769	7778.73367161681	-2.2348515970715	0.14590568141152	-15.3170978364318	5.87841967232287e-53	7.4343801360324e-51	Creg1	433375	cellular repressor of E1A-stimulated genes 1	XLOC_001093
ENSMUST00000133124	2642.02025360257	-2.32530926237377	0.151969446520724	-15.3011629351212	7.51025651445924e-53	9.41483121474886e-51	Itga6	16403	integrin alpha 6	XLOC_017732
ENSMUST00000146314	1782.63139348577	-2.3644244445516	0.154702773353517	-15.2836590663347	9.82648216349619e-53	1.22113266607412e-50	NA	NA	NA	XLOC_001495
ENSMUST00000094434	117682.07307659	-2.27417532321839	0.14907071754607	-15.2556810663742	1.50912137185435e-52	1.85921151079056e-50	Ftl1	14325	ferritin light chain 1	XLOC_031236
ENSMUST00000029929	189.285076591053	-4.90389637397787	0.321477999959758	-15.2542207385629	1.54326416377683e-52	1.88502462944741e-50	Clca3a2	80797	chloride channel calcium activated 3A2	XLOC_022184
ENSMUST00000178114	13906.8497369189	-2.47990066229191	0.162667742622729	-15.2451901176466	1.77216376403008e-52	2.14627053828422e-50	Lipa	16889	lysosomal acid lipase A	XLOC_016868
ENSMUST00000169733	664.632493288379	-2.51609993144877	0.167152574471347	-15.0527142008218	3.31355608959171e-51	3.97933025851724e-49	NA	NA	NA	XLOC_014983
ENSMUST00000122259	6015.0286063686	-1.95009827754836	0.130110966413623	-14.9879624392997	8.80120703104389e-51	1.0481504140054e-48	Sgpl1	20397	sphingosine phosphate lyase 1	XLOC_003590
ENSMUST00000178136	2068.83504235697	-3.26115996213787	0.217763407526545	-14.9757022962654	1.05843816156156e-50	1.25009419560961e-48	Abcc3	76408	ATP-binding cassette, sub-family C (CFTR/MRP), member 3	XLOC_006436
ENSMUST00000117695	1256.94942179153	-3.27256446819937	0.219043700094022	-14.9402355182763	1.80336743068785e-50	2.11245278294754e-48	Blnk	17060	B cell linker	XLOC_016910
ENSMUST00000003459	1061.51300305436	-2.55104806189238	0.172006356941056	-14.8311266354335	9.21728799232392e-50	1.07092896502684e-47	Myo1g	246177	myosin IG	XLOC_005547
ENSMUST00000143539	12491.71556791	-3.04163983680905	0.205115276915544	-14.8289287982262	9.52406468852665e-50	1.0976484553527e-47	Lcp1	18826	lymphocyte cytosolic protein 1	XLOC_010452
ENSMUST00000077636	2265.87157917597	-3.53441126228169	0.238983988696046	-14.7893224209968	1.71673297326963e-49	1.9627064736797e-47	Lat2	56743	linker for activation of T cells family, member 2	XLOC_026796
ENSMUST00000064679	1747.20175444322	-2.84244852597192	0.192597975766445	-14.7584548314196	2.71428344892165e-49	3.07855752131264e-47	5430435G22Rik	226421	RIKEN cDNA 5430435G22 gene	XLOC_000871
ENSMUST00000131791	131862.187849536	-2.68968189613127	0.182412841666737	-14.7450249201492	3.31197526155983e-49	3.72688491834264e-47	Ifitm10	320802	interferon induced transmembrane protein 10	XLOC_032317
ENSMUST00000015484	4583.28195670473	-2.73687500252137	0.186555080143204	-14.6706002346357	9.94613047794902e-49	1.11046992703414e-46	Cybb	13058	cytochrome b-245, beta polypeptide	XLOC_037574
ENSMUST00000046384	13348.1876077682	-3.19887195742816	0.218753064419186	-14.6232098092958	1.997562302643e-48	2.21295836178846e-46	C1qb	12260	complement component 1, q subcomponent, beta polypeptide	XLOC_024761
ENSMUST00000186054	592.276964203516	-2.58601108854725	0.176915542258536	-14.6172069199447	2.18168587528331e-48	2.39834406489798e-46	NA	NA	NA	XLOC_016724
ENSMUST00000092464	2814.02789435004	-3.27320861562205	0.224007130103243	-14.6120733483504	2.35248276033838e-48	2.56636115480884e-46	AF251705	140497	cDNA sequence AF251705	XLOC_006790
ENSMUST00000152320	1064.95746757033	-2.63764350695751	0.180859552556577	-14.5839325027214	3.55438285432205e-48	3.84815798266033e-46	March1	72925	membrane-associated ring finger (C3HC4) 1	XLOC_032723
ENSMUST00000025523	4915.65413190266	-1.96258551646699	0.134759556769523	-14.5636091681688	4.78626688392017e-48	5.14289774722581e-46	Csf1r	12978	colony stimulating factor 1 receptor	XLOC_015561
ENSMUST00000118517	1023.55280148894	-2.40895305757169	0.165500710217492	-14.5555451357639	5.38549059991594e-48	5.74358553458199e-46	NA	NA	NA	XLOC_023198
ENSMUST00000063838	2007.4665616369	-1.5891025093486	0.10925726230862	-14.5445938857579	6.32048263595432e-48	6.69081610003135e-46	Fam49b	223601	family with sequence similarity 49, member B	XLOC_012123
ENSMUST00000059672	1084.54417739862	-3.29303788357101	0.226516427408708	-14.5377442212141	6.98569440347081e-48	7.34062931764715e-46	Pik3ap1	83490	phosphoinositide-3-kinase adaptor protein 1	XLOC_016914
ENSMUST00000137822	4028.53729246343	-1.42446609455124	0.0981113014998162	-14.5188787914908	9.20027842746943e-48	9.5971663508734e-46	Rasa3	19414	RAS p21 protein activator 3	XLOC_033236
ENSMUST00000169220	1923.87038521407	-2.8766281471112	0.198213014814738	-14.5128116324747	1.00514588217672e-47	1.04090868131794e-45	Vav1	22324	vav 1 oncogene	XLOC_014308
ENSMUST00000054274	2134.32516228285	-3.78500170879133	0.260921955171319	-14.5062599515864	1.10588054134377e-47	1.13698840405351e-45	Lhfpl2	218454	lipoma HMGIC fusion partner-like 2	XLOC_008844
ENSMUST00000049614	447.760707555243	-4.31630667768971	0.298522670195643	-14.4588907598238	2.20319830846206e-47	2.24899335901652e-45	B430306N03Rik	320148	RIKEN cDNA B430306N03 gene	XLOC_014256
ENSMUST00000055159	681.132871648869	-3.65209836824655	0.253092714749575	-14.4298834198375	3.35647975484566e-47	3.40194696287229e-45	Arl11	219144	ADP-ribosylation factor-like 11	XLOC_010357
ENSMUST00000052172	1178.99221969464	-3.23053932742554	0.224056369994735	-14.4184221475223	3.9629908438832e-47	3.98838747534752e-45	Cxcr4	12767	chemokine (C-X-C motif) receptor 4	XLOC_002064
