baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	symbol
ENSG00000204020	195.476032196157	1.38515191527351	0.302514742181945	4.57879145089868	4.67670189148402e-06	0.00253159226789813	LIPN
ENSG00000157168	77.6491895953697	1.40252569896182	0.311700725860925	4.49959073751916	6.80844139501176e-06	0.00344530026817705	NRG1
ENSG00000172460	32.5807498768857	-1.63999686506433	0.364641517918072	-4.49755934109732	6.87379791921823e-06	0.00344530026817705	PRSS30P
ENSG00000169583	50.4108341811045	-1.57531296641228	0.352876545496439	-4.46420422812765	8.03668807261692e-06	0.00388430356024017	CLIC3
ENSG00000149557	25.3916613161989	-1.62314267140361	0.366593977983757	-4.42763048190477	9.52739383075495e-06	0.00444600761074506	FEZ1
ENSG00000008438	780.09427271492	1.20721707118731	0.273753134265331	4.40987488390628	1.0343036004977e-05	0.00466574354184511	PGLYRP1
ENSG00000244682	907.969868063826	1.1772962001109	0.268016352856182	4.39262823915317	1.11988532361164e-05	0.00488884131756009	FCGR2C
ENSG00000260528	1057.45065024966	1.26935664379502	0.289537535248071	4.3840831991177	1.1647525543966e-05	0.00492581134957787	FAM157C
ENSG00000112053	443.737652142023	1.43089986218507	0.327805135815448	4.36509287331807	1.2706875930593e-05	0.00515675509710167	SLC26A8
ENSG00000077238	7206.97122585475	1.20239164635369	0.275724037368395	4.36085173360196	1.29557136851738e-05	0.00515675509710167	IL4R
ENSG00000166527	347.033982032509	1.45137058510528	0.33682119113301	4.30902396676146	1.63976599811741e-05	0.0063402723578637	CLEC4D
ENSG00000113916	16541.4191367696	1.23447028612542	0.289169476076633	4.26902003238498	1.96333637621066e-05	0.00738050866090524	BCL6
ENSG00000234571	27.4621439271329	1.4624856463014	0.343949394354489	4.25203727730392	2.11834588075827e-05	0.00774147550599552	RP5-998N21.4
ENSG00000198574	162.161193728648	-1.4891306420201	0.350693009764575	-4.24625128119826	2.17376833834205e-05	0.00774147550599552	SH2D1B
ENSG00000138772	1423.13412810315	1.42200372626177	0.336646826587368	4.22402236990263	2.39980214179535e-05	0.00832731343202987	ANXA3
ENSG00000077984	4069.35823088298	1.31241509418784	0.312457715785657	4.20029664138026	2.66565499017231e-05	0.00901857724550047	CST7
ENSG00000170525	2622.441121133	1.29706835981229	0.311855865216796	4.15919180776218	3.19375627023589e-05	0.0105417325866103	PFKFB3
ENSG00000167434	704.950838829507	1.22398796976686	0.299244177839098	4.09026494218038	4.3088070156941e-05	0.0138835917484258	CA4
ENSG00000152766	73.7746663748645	1.26304491878198	0.310690660921441	4.06528125124864	4.79745729370885e-05	0.0147554521717641	ANKRD22
ENSG00000099985	186.841659950409	1.29541747175003	0.318618594831597	4.06573091703801	4.7882157058173e-05	0.0147554521717641	OSM
ENSG00000257017	279.7567628303	1.38963782208449	0.3424843368186	4.05752226508542	4.95960902919474e-05	0.0149151975537983	HP
ENSG00000091106	1046.52986763371	1.08197715959014	0.268266866082143	4.03321206003442	5.50195868205945e-05	0.0159863646777913	NLRC4
ENSG00000115607	2715.03419772189	1.26463299938369	0.313720434786714	4.03108264287427	5.55205157656241e-05	0.0159863646777913	IL18RAP
ENSG00000215196	36.2589420550647	1.40803344370436	0.350775262155045	4.01406141086997	5.96828075400146e-05	0.0168268215508129	AC091878.1
ENSG00000113368	1523.72182277328	1.16812727917202	0.292352751397051	3.99560898123911	6.45281641461027e-05	0.0174651929077842	LMNB1
ENSG00000174171	139.936392218812	-1.13628259368799	0.284138792152803	-3.99904069795908	6.35997441095207e-05	0.0174651929077842	RP11-23P13.6
ENSG00000147894	1838.61625271497	1.20604512317026	0.302551875648724	3.98624242730041	6.71279257687289e-05	0.017812592537808	C9orf72
ENSG00000102010	278.173561098005	1.30729374398473	0.32963976040573	3.96582542826652	7.31423827232383e-05	0.0190353051037228	BMX
ENSG00000160883	5435.42070808918	1.13987263008225	0.288266349886328	3.95423409819336	7.67802065967214e-05	0.019605028978744	HK3
ENSG00000143595	74.867457958366	1.40464734150865	0.357031800225986	3.93423594374385	8.34617667939196e-05	0.0205898432012718	AQP10
ENSG00000091436	334.221351599935	1.22241160032797	0.310760860083057	3.93360862755129	8.36799952759881e-05	0.0205898432012718	pk
ENSG00000163568	264.530196845461	1.22311229418109	0.311898425205442	3.92150839933049	8.79963805320927e-05	0.0211861621529705	AIM2
ENSG00000157800	866.152504952018	1.15441009810955	0.295259274277385	3.90981824680984	9.23655927750876e-05	0.0211861621529705	SLC37A3
ENSG00000255571	18.8376678113514	-1.39089062094536	0.355007694569506	-3.91791682890704	8.93175108990363e-05	0.0211861621529705	LINC00925
ENSG00000087253	2363.72977215405	0.909903669236553	0.232633525541577	3.91131788558108	9.17938589717046e-05	0.0211861621529705	LPCAT2
ENSG00000096063	2825.17474195057	1.154316366244	0.295679352081446	3.90394648161307	9.46367166696957e-05	0.0213453114448499	SRPK1
ENSG00000176720	26.9233179184986	-1.38603315012866	0.35572646165591	-3.8963453651344	9.76551084525424e-05	0.0214896889318984	BOK
ENSG00000144824	47.2423628653437	-1.24905309378649	0.320732716485012	-3.89437381840919	9.84527239915541e-05	0.0214896889318984	PHLDB2
ENSG00000138496	3437.7516021524	0.808148698386319	0.208153918195399	3.8824572959885	0.000103406180272519	0.0218655599629375	PARP9
ENSG00000148110	1716.40363718263	0.822572310217005	0.211764360949328	3.88437556975809	0.000102593217375004	0.0218655599629375	HIATL1
ENSG00000143452	35.0565953944678	1.23791926439667	0.320956847738833	3.85696480108746	0.000114803686503733	0.0239021275300772	HORMAD1
ENSG00000137757	194.926578532657	1.03990452252586	0.270122197261771	3.84975589961644	0.000118235598350424	0.0242436720072165	CASP5
ENSG00000223401	318.482270368561	1.1727017483477	0.305134861195704	3.84322441477956	0.000121428338367057	0.0245267119868863	RP11-211G3.2
ENSG00000164047	477.815583587346	1.31314426547039	0.342536723268871	3.83358681352147	0.000126288202550227	0.0247689600740902	CAMP
ENSG00000129682	49.8626488850886	1.30898364646024	0.341171582633938	3.83673117307874	0.000124682827263562	0.0247689600740902	FGF13
ENSG00000229754	450.983014920762	1.05217589973482	0.276871482169328	3.80023212029953	0.000144560613992361	0.0277304329322572	CXCR2P1
ENSG00000111796	334.07043561076	-1.25409317461125	0.330141737892733	-3.79865079349258	0.00014548590395258	0.0277304329322572	KLRB1
ENSG00000168916	58.7876156768813	1.27892557679354	0.337734138130027	3.786782064362	0.000152610839409281	0.028291540955148	ZNF608
ENSG00000180549	1066.87613827772	1.01928717281652	0.269054166703153	3.78840880000605	0.000151615228595177	0.028291540955148	FUT7
ENSG00000166002	180.778099336308	0.89616630187258	0.236891738127974	3.78302050107147	0.000154936647541132	0.0283345628537046	SMCO4
ENSG00000214837	117.486592799035	1.10263670761165	0.292305147893328	3.77221104574609	0.000161807301626173	0.0291037009033821	LINC01347
ENSG00000135636	11709.9847660271	0.972401858318585	0.257952016281861	3.7697005525867	0.000163443528312794	0.0291037009033821	DYSF
ENSG00000163421	6057.95183645748	1.23730321287821	0.328811977840817	3.76295055004718	0.000167920414509186	0.0295125580461405	PROK2
ENSG00000157985	48.8473050770385	-1.34421880907076	0.358323722933785	-3.75140891611902	0.000175843635325007	0.0296820550639384	AGAP1
ENSG00000053108	21.7968269865138	1.38349947934611	0.368619948329737	3.75318667808111	0.000174600730155216	0.0296820550639384	FSTL4
ENSG00000258227	143.70373033857	1.20159396734127	0.320295002144087	3.75152268782742	0.000175763844383388	0.0296820550639384	CLEC5A
ENSG00000204103	361.995034084381	0.891245623595333	0.237767407925899	3.7483927312405	0.000177971424577891	0.0296820550639384	MAFB
ENSG00000128383	6720.18664109032	0.940547638927046	0.251096881105476	3.74575595995539	0.000179851364460426	0.0296820550639384	APOBEC3A
ENSG00000138678	1132.05735877443	0.961777772419764	0.25728303955073	3.73820899387394	0.000185335853829939	0.0298589298795306	AGPAT9
ENSG00000159496	682.227530040515	0.974163430713213	0.260418012454077	3.74076824230812	0.000183458630857893	0.0298589298795306	RGL4
ENSG00000151726	33699.4841801888	1.08854504115992	0.291662380328634	3.73220927544164	0.000189807704094647	0.0299734921444647	ACSL1
ENSG00000101188	63.5222412382491	1.28692429339452	0.344897563449045	3.73132323848571	0.000190476636697256	0.0299734921444647	NTSR1
ENSG00000249437	637.767908493649	1.11014218617987	0.298423732675065	3.72001977265206	0.000199207181757629	0.0308080403920911	NAIP
ENSG00000170074	180.49133641193	-0.984478460526345	0.264744660183809	-3.71859609875732	0.000200333078733763	0.0308080403920911	FAM153A
ENSG00000203814	73.7941118075479	1.1416846249269	0.308435353513104	3.70153619526106	0.000214298078589081	0.0325853471634386	HIST2H2BF
ENSG00000251230	68.7498721622549	1.20770004300671	0.327127136145537	3.69183693299417	0.000222640200610364	0.0334776648317784	RP11-701P16.5
ENSG00000158089	195.296218071564	1.29272357730453	0.351429935251943	3.67846744864739	0.000234639630088381	0.0345847543564903	GALNT14
ENSG00000134545	40.1217317605439	-1.31947548952947	0.358752752913408	-3.677952235388	0.000235113973309474	0.0345847543564903	KLRC1
ENSG00000156453	17.3536050536361	-1.33941279096275	0.364807637931281	-3.67155906756277	0.000241075344763566	0.0350803509751111	PCDH1
ENSG00000143185	30.3383884916521	-1.30923408663745	0.358248332730636	-3.65454341869011	0.000257640061996181	0.0363191974895241	XCL2
ENSG00000109272	50.062483029002	1.30919089133514	0.358173901045402	3.65518226625112	0.000256999325169958	0.0363191974895241	PF4V1
ENSG00000205565	76.5881525301449	1.2729939004875	0.347939991179544	3.65865934574507	0.000253538081439346	0.0363191974895241	NA
ENSG00000128594	1730.48538803182	0.811183429422938	0.222270620971893	3.64953058517578	0.000262719959266337	0.0366534969974364	LRRC4
ENSG00000148600	35.6718012645258	-1.26708497449301	0.350589438681833	-3.61415614588128	0.000301327429640193	0.0416108582175585	CDHR1
ENSG00000144290	121.764770054485	-1.23621138292706	0.344599307132171	-3.58738789469739	0.000334007260219648	0.0456167949504404	SLC4A10
ENSG00000206561	194.546366837792	-1.13593378898055	0.317628239287577	-3.57629973811015	0.000348492055935102	0.0456167949504404	COLQ
ENSG00000196526	209.781385473877	1.21964300783452	0.340919772204136	3.57750739990589	0.00034688640191625	0.0456167949504404	AFAP1
ENSG00000078124	347.243653585571	0.746495246194776	0.208970814709827	3.57224642700152	0.000353932126638309	0.0456167949504404	ACER3
ENSG00000213373	97.7982174988708	1.14071204239728	0.318508248486864	3.58142072557448	0.000341730832642953	0.0456167949504404	LINC00671
ENSG00000108984	211.644745263724	0.989323814998739	0.276800566519396	3.57413941538814	0.000351381679748765	0.0456167949504404	MAP2K6
ENSG00000141447	192.87607260526	0.99344917778551	0.277505060259322	3.5799317564053	0.000343683952253836	0.0456167949504404	OSBPL1A
ENSG00000173083	1058.20373183813	0.94545959804036	0.265335819549026	3.5632565540804	0.000366282382561301	0.046326163394412	HPSE
ENSG00000158352	25.0101509094128	1.31190861341666	0.367984755256311	3.56511674648826	0.000363694261115194	0.046326163394412	SHROOM4
ENSG00000154734	27.1722246868048	-1.24562396875135	0.350083540991981	-3.55807635292366	0.000373580730962908	0.0468117410381577	ADAMTS1
ENSG00000070019	47.959889182037	1.09783542658667	0.308987374887828	3.55301062700447	0.000380849079233675	0.0472846843052232	GUCY2C
ENSG00000198734	1757.3678884475	1.13187584109349	0.321750413822825	3.51786910744043	0.000435026883932131	0.0511932071326393	F5
ENSG00000145491	295.813189578607	1.00010824491141	0.283691346804011	3.52533926811075	0.000422940749067695	0.0511932071326393	ROPN1L
ENSG00000113088	273.354650323871	-1.210396957213	0.343905091563059	-3.51956684244395	0.00043225210186034	0.0511932071326393	GZMK
ENSG00000229314	283.583554001019	1.11373056394059	0.316503965342219	3.51885184988558	0.000433418667187442	0.0511932071326393	ORM1
ENSG00000072401	2377.18111164242	1.05357037631823	0.299236292027025	3.52086429483987	0.000430142691313388	0.0511932071326393	UBE2D1
ENSG00000100300	2876.51928364581	0.892762959894311	0.25337962146899	3.52342052892195	0.000426014833593184	0.0511932071326393	TSPO
ENSG00000168824	158.167222878416	-1.10092420000264	0.313720378085115	-3.50925307027379	0.000449367108700579	0.0519767955730336	D4S234E
ENSG00000175274	2667.57618143199	0.941467163214836	0.268276324703711	3.50931884971441	0.000449255975744094	0.0519767955730336	TP53I11
ENSG00000204634	360.198510449407	0.750610922444762	0.215761477702785	3.4788922027997	0.000503491075236066	0.0577435993319465	TBC1D8
ENSG00000102796	864.170406543974	0.933577875294733	0.269858222411509	3.4595124319433	0.000541154295650445	0.0615415217061972	DHRS12
ENSG00000096968	998.270386479785	0.911393965915014	0.263931668025221	3.45314365924411	0.000554093831624839	0.0624879318614912	JAK2
ENSG00000114541	244.719596304846	0.886919161562158	0.257146014590662	3.44908772151884	0.000562483941051306	0.0629098774731184	FRMD4B
ENSG00000151553	1066.12413582342	0.977621005203717	0.283808935942241	3.44464490505921	0.000571810048292323	0.0634287326519673	FAM160B1
ENSG00000173372	77.7331386904305	1.23195582565318	0.358292419195332	3.4384088516859	0.000585143491156857	0.0641153556214675	C1QA
ENSG00000132740	424.360619088834	0.805570173182668	0.234359150923019	3.4373318473375	0.000587475363708119	0.0641153556214675	IGHMBP2
ENSG00000184557	1775.62409000034	1.05489864125227	0.307442574921516	3.43120545852039	0.000600905292293798	0.0650564105648957	SOCS3
ENSG00000148848	39.3485741458187	-1.21750213351232	0.355929242162681	-3.42062969065029	0.000624763389920032	0.0671025631411729	ADAM12
ENSG00000138061	642.221566937582	0.992298505024348	0.290356600640877	3.41751660831591	0.000631952382025986	0.0673402487083281	CYP1B1
ENSG00000232788	29.0115643965501	1.12386152948516	0.329646751367863	3.40929047479376	0.000651320885039557	0.0683281049398475	AC078883.3
ENSG00000074660	953.816504580661	0.808264512629539	0.236974580489916	3.41076461010524	0.000647809914322098	0.0683281049398475	SCARF1
ENSG00000257335	9386.35983417147	0.974125179905386	0.286482093106985	3.40030041438439	0.000673118556611771	0.0695367437147107	MGAM
ENSG00000108861	720.826878018951	0.768576015420065	0.22590811803852	3.40216200326636	0.000668549946867481	0.0695367437147107	DUSP3
ENSG00000138738	145.839015229011	0.964810532323474	0.284064368281183	3.39645038257121	0.000682659326453949	0.0699880959462219	PRDM5
ENSG00000162551	13669.1654124026	1.09192072227351	0.321745474939325	3.39374072775824	0.000689449330136104	0.070152765298736	ALPL
ENSG00000250687	34.1766669035789	1.21008293392285	0.357460855684793	3.38521803066989	0.000711217379934931	0.0718276477810404	RP11-497H16.7
ENSG00000198821	1822.69420896873	-0.92252002167763	0.273120585990068	-3.37770226412438	0.000730941754139973	0.0731550438731059	CD247
ENSG00000145736	41.0121857493718	1.11864391660946	0.331340599274283	3.37611484695677	0.000735172243164294	0.0731550438731059	GTF2H2
ENSG00000183621	700.695213555343	0.875244758974971	0.260111288131421	3.36488571973375	0.000765753684248956	0.0750938015140661	ZNF438
ENSG00000110079	48.7557874876851	1.00433092577098	0.29839818391697	3.36574074475748	0.000763384198086994	0.0750938015140661	MS4A4A
ENSG00000198216	349.861097452236	1.03644682150283	0.310256852810057	3.34060895711257	0.000835948724272768	0.0752167452634932	CACNA1E
ENSG00000170837	742.788972311151	0.998601221156205	0.298807795952635	3.34195169832348	0.000831915360221599	0.0752167452634932	GPR27
ENSG00000173597	3179.25707961557	0.989100553382281	0.29560843850898	3.34598213221249	0.000819916790080114	0.0752167452634932	SULT1B1
ENSG00000120306	977.608487714368	1.00332152074692	0.300001891710325	3.3443839804707	0.000824655135326988	0.0752167452634932	CYSTM1
ENSG00000183696	1340.48966599274	0.938067096647123	0.280227073169271	3.34752486987752	0.000815366713870029	0.0752167452634932	UPP1
ENSG00000179869	53.34197287151	1.20012936086326	0.3589480257965	3.34346277068997	0.000827397951030502	0.0752167452634932	ABCA13
ENSG00000130150	1554.50340621756	0.875665417233595	0.261491801662322	3.34872990918617	0.000811828938073833	0.0752167452634932	MOSPD2
ENSG00000134548	34.1638988699545	1.17562677698708	0.349927660214389	3.35962803359647	0.000780474774479389	0.0752167452634932	SPX
ENSG00000169508	562.796138201983	-0.857037987462601	0.255772043557591	-3.35078836428668	0.000805818615956449	0.0752167452634932	GPR183
ENSG00000131969	117.58548095824	1.09856581674827	0.328960129761869	3.33951052835343	0.00083926169620834	0.0752167452634932	ABHD12B
ENSG00000197119	573.457885990166	0.871950050352997	0.260051766446655	3.35298645445603	0.000799446189841805	0.0752167452634932	SLC25A29
ENSG00000162069	87.2016691161436	1.1094508222982	0.330713730771865	3.35471653901037	0.000794463471688478	0.0752167452634932	CCDC64B
ENSG00000101474	6686.01564015737	0.948389339657146	0.283886182791032	3.34073793353744	0.000835560515203042	0.0752167452634932	APMAP
ENSG00000186529	7508.21675916692	0.861639271255434	0.258239158627851	3.33659417043386	0.000848116909224508	0.0755103035035214	CYP4F3
ENSG00000206077	38.4427195222813	-1.13327036711119	0.340313424683986	-3.33007834810966	0.000868215504520699	0.076794512566527	ZDHHC11B
ENSG00000271361	98.8775403388309	1.08609242804113	0.326336816771776	3.32813330345344	0.000874300205912623	0.0768305499130878	HTATSF1P2
ENSG00000108370	35.3214963793352	-1.12668385948349	0.339616947133321	-3.31751365470345	0.000908224761769301	0.0792968109743481	RGS9
ENSG00000176788	8615.90267684964	0.966003695718828	0.29167082554925	3.31196544563458	0.000926429880054436	0.0799419522130656	BASP1
ENSG00000186818	351.097041532358	0.77703452391876	0.234635668841481	3.31166411209083	0.00092742824927594	0.0799419522130656	LILRB4
ENSG00000173369	38.1105832908779	1.21310013718074	0.368250310230797	3.29422706099132	0.000986927397914712	0.0811599355974249	C1QB
ENSG00000169994	224.715031688653	0.930442446397855	0.283089307780837	3.28674528081501	0.00101352465203316	0.0811599355974249	MYO7B
ENSG00000115271	12449.5814778639	0.970910441185537	0.294914980366134	3.29217064518107	0.000994172682734299	0.0811599355974249	GCA
ENSG00000184500	43.2290548350461	1.20256587265704	0.364937029764326	3.29526952480995	0.000983273230829606	0.0811599355974249	PROS1
ENSG00000196743	1017.8812604732	0.948232876587378	0.288404554474217	3.28785680349632	0.00100953173831122	0.0811599355974249	GM2A
ENSG00000112062	6184.75143213082	0.947715350446738	0.287789323095467	3.2930872495654	0.000990937186684417	0.0811599355974249	MAPK14
ENSG00000232869	106.009071562274	-0.824922016744378	0.250819440779201	-3.28890780627554	0.00100576962811373	0.0811599355974249	TRBV29-1
ENSG00000214279	152.630714594362	-1.14767930610733	0.34855179068786	-3.29270810470493	0.000992274335369483	0.0811599355974249	SCART1
ENSG00000197063	541.52491996462	0.820543790164811	0.24936696200827	3.2905072250012	0.00100006933571912	0.0811599355974249	MAFG
ENSG00000086548	70.0186718967759	1.18712842869852	0.360989782632808	3.28853747615912	0.00100709375754756	0.0811599355974249	CEACAM6
ENSG00000075275	69.9989165646883	-1.09472870459776	0.332904436715391	-3.28841728695155	0.00100752384536677	0.0811599355974249	CELSR1
ENSG00000142173	330.435420644598	-1.06351990872829	0.323537172449488	-3.2871645031587	0.00101201696920616	0.0811599355974249	COL6A2
ENSG00000135604	1665.02120475203	0.853226520764019	0.26001655371168	3.28143154189376	0.00103281592484105	0.082218223005141	STX11
ENSG00000175471	733.158221627342	0.912179738258405	0.279067525860447	3.26867031714237	0.00108054123557959	0.0845258065959456	MCTP1
ENSG00000171860	541.765085979498	1.01168448644087	0.309371966948828	3.27012332894471	0.00107500604779305	0.0845258065959456	C3AR1
ENSG00000260787	66.6193991476902	1.10911023364292	0.339211989052971	3.26966696177039	0.00107674172783742	0.0845258065959456	NA
ENSG00000164125	550.966547518216	0.913631489976811	0.280243819874157	3.26013073325605	0.00111360871001615	0.0856276515491395	FAM198B
ENSG00000211706	57.1110012679719	-0.948185988861277	0.290558985957385	-3.26331669191722	0.00110116394006355	0.0856276515491395	TRBV6-1
ENSG00000197540	428.417778278499	-0.957961192128845	0.293784811607138	-3.26075805923512	0.00111114805819419	0.0856276515491395	GZMM
ENSG00000163701	33.1609560775936	-1.13443240887766	0.348379511919109	-3.25631206791823	0.00112869622221366	0.0862974348882341	IL17RE
ENSG00000133067	53.841681921827	-1.15061928464699	0.353632320072492	-3.25371641486592	0.00113905926508316	0.0866005001930924	LGR6
ENSG00000139832	199.130085950527	0.969523610951372	0.298150854813943	3.25178880186806	0.00114681201875494	0.0867028326805063	RAB20
ENSG00000090376	2399.59432115793	0.90526923434738	0.278610734037675	3.24922597642977	0.00115719510061629	0.087001784981335	IRAK3
ENSG00000162769	330.355492901719	-0.894033897312164	0.275778419670479	-3.2418559014894	0.00118754051406636	0.0873423140046745	FLVCR1
ENSG00000227184	36.4176236518652	-1.04900402426569	0.323492080110548	-3.24275025189864	0.00118381932968822	0.0873423140046745	NA
ENSG00000100504	11084.4292665841	0.93524027738097	0.288419384066991	3.24264015890049	0.00118427681888913	0.0873423140046745	PYGL
ENSG00000184702	578.32069978126	1.04684918557138	0.322704978713135	3.24398213422658	0.0011787113919725	0.0873423140046745	SEPT5
ENSG00000198756	18.4595812686229	-1.16857404481853	0.360952178768955	-3.23747608008353	0.00120592048615931	0.0874506833171912	COLGALT2
ENSG00000211713	20.021507748243	-1.18901190230065	0.367504421211299	-3.23536761376	0.00121486207519633	0.0874506833171912	TRBV6-4
ENSG00000215244	130.475548430588	0.990149350331715	0.306023746217042	3.23553110688825	0.00121416654904204	0.0874506833171912	RP11-563J2.2
ENSG00000068305	1016.60587309798	0.791881071048942	0.244655259256258	3.23672204495512	0.00120911119359205	0.0874506833171912	MEF2A
ENSG00000115507	82.0434061259711	0.966900328224206	0.298998889544264	3.23379237193142	0.0012215822881399	0.087469169869827	OTX1
ENSG00000165490	109.717010120395	0.958570168901331	0.2969222307276	3.22835432885028	0.00124504652270611	0.0886800767988519	DDIAS
ENSG00000175857	977.959401989402	0.778752558557431	0.241590028412979	3.22344661190326	0.00126657906309432	0.0897414369678292	GAPT
ENSG00000038945	64.4657155422402	1.00003040852061	0.310559118845152	3.2200967475672	0.00128147341064797	0.0903238524286406	MSR1
ENSG00000250138	532.37020133278	1.08031394756602	0.335995739479126	3.21526085194045	0.00130326035617083	0.0908461844995768	RP11-848G14.5
ENSG00000139572	49.4544787232247	1.09703608098243	0.341300655724822	3.21428061324011	0.0013077180417518	0.0908461844995768	GPR84
ENSG00000102524	1791.3964677373	0.826228010344137	0.257072023030138	3.21399427524353	0.00130902283140601	0.0908461844995768	TNFSF13B
ENSG00000172936	7937.68520286701	0.773366950959246	0.241025779629081	3.20864827052689	0.00133360527116463	0.0920800006870967	MYD88
ENSG00000038427	5326.19826700573	0.752689825287114	0.234880532789172	3.20456453478299	0.00135266962420955	0.0929222234742529	VCAN
ENSG00000232254	91.0878983951021	0.998689203743266	0.312056500264468	3.20034738227493	0.0013726204161931	0.0938165257188948	CSF2RBP1
ENSG00000171476	168.824578779745	-1.02307944778757	0.320053375616406	-3.19659008694151	0.00139062394178483	0.0945694161013771	HOPX
ENSG00000163220	60872.5485721477	0.960042370306534	0.301307864988452	3.18625061560649	0.00144129686201602	0.0961603606815585	S100A9
ENSG00000021355	4291.89548176395	0.845646217383159	0.265895418148439	3.18037152829413	0.00147086341986866	0.0961603606815585	SERPINB1
ENSG00000111962	57.9336183048938	-1.01962710196725	0.320329251346566	-3.1830596103261	0.00145727609135909	0.0961603606815585	UST
ENSG00000165646	200.805424912746	0.924045928516357	0.290401353253491	3.18196151004076	0.00146281257360605	0.0961603606815585	SLC18A2
ENSG00000173391	37.8697967490161	1.1730996883831	0.368642451715196	3.1822154039096	0.00146153075284295	0.0961603606815585	OLR1
ENSG00000260910	69.2647537116421	0.903459935954643	0.283248565174289	3.1896364078622	0.00142451893232357	0.0961603606815585	LINC00565
ENSG00000272098	251.955303676973	0.856270965111092	0.269005896906906	3.18309366061005	0.00145710472326076	0.0961603606815585	NA
ENSG00000213096	103.253579382726	1.0167171454794	0.319545764365373	3.18175754104776	0.00146384309164906	0.0961603606815585	ZNF254
ENSG00000116983	101.55727758922	-0.86952291197719	0.273833273143189	-3.1753734745102	0.00149643764907401	0.0964347176424694	HPCAL4
ENSG00000171617	283.081784602414	1.00860173025355	0.317621407622116	3.17548410166833	0.00149586718194571	0.0964347176424694	ENC1
ENSG00000141497	89.8549048866644	0.886148019789879	0.278890167319791	3.17740861324011	0.00148597512798324	0.0964347176424694	ZMYND15
ENSG00000143797	1152.51347569095	0.868430665148456	0.274137937255635	3.16786021607305	0.00153565337266934	0.0984928772148536	MBOAT2
ENSG00000005379	444.847264300834	-0.935542174590666	0.29568056796126	-3.16402995652132	0.00155600778817147	0.099327610364738	BZRAP1
