"cd1" "cd2" "cd3" "wt1" "wt2" "wt3" "name"
"ENSG00000227775" "7.45851334151543" "7.85009744803248" "7.91283325665135" "7.93358751888236" "7.54109369248128" "7.95425339495562" "LST1"
"ENSG00000240731" "5.24172050142105" "5.40289752824715" "5.27176119234552" "5.31285499604906" "5.54574912449903" "5.4543294802429" "C1orf106"
"ENSG00000224956" "5.23520129715293" "5.35027069079152" "5.1566752177145" "5.11839721724509" "5.4108022353834" "5.02723286820731" "MLX"
"ENSG00000189339" "11.2027142318373" "10.7759949257465" "10.6400366888305" "10.696844833119" "10.8152993762427" "11.0215509355745" "ZPBP2"
"ENSG00000127054" "10.1092781274537" "10.256832286674" "10.2619632625484" "10.171463209117" "10.5151633580669" "10.2967342609595" "REL"
"ENSG00000178821" "-0.534072020369166" "-0.600232402593271" "-0.604295794483559" "-0.605378274689503" "-0.496575555908692" "-0.530930634946195" "TNF"
"ENSG00000225630" "2.22354490134915" "2.35431075188457" "2.35625499377964" "2.22639151424582" "2.22007885210257" "2.28745565281648" "TYK2"
"ENSG00000197785" "6.65755216882365" "6.67896757822012" "7.05908696571969" "6.81252629744821" "7.06089690910204" "6.92493730210232" "ESRRA"
"ENSG00000169885" "2.27755888493408" "2.11010831906954" "2.30986374013299" "2.14035866888597" "2.25651682304446" "2.23954949834823" "LTB"
"ENSG00000272455" "5.53243726371111" "5.74177574087881" "5.81338194378962" "5.69122194299589" "5.92837861079278" "5.58755528186233" "GPX4"
"ENSG00000008128" "7.51166685291973" "7.39515359674767" "7.20591407154592" "7.14323433497978" "7.35695396168703" "7.25045873845325" "SLC22A5"
"ENSG00000078808" "10.5702909767722" "10.5710358107646" "10.5328532052328" "10.5026247155914" "10.7051020404067" "10.6045855443804" "GPR65"
"ENSG00000233750" "6.59209146986243" "6.39465091647991" "6.0060561579338" "5.98427578600834" "5.89223728197069" "6.10359583751358" "PRDM1"
"ENSG00000187583" "3.22325625583578" "2.94904352852005" "2.79254600396319" "3.08817076209235" "3.21492964453792" "3.07780760747713" "DNMT3A"
"ENSG00000260179" "2.70899540107175" "2.69094038949995" "2.49177468142277" "2.67417278535191" "2.90077162626348" "2.95090161045213" "FADS1"
"ENSG00000272004" "-0.893150426385351" "-1.01950463937755" "-0.971657164336174" "-1.02325889704251" "-1.0216092724984" "-1.01812748235406" "IKZF1"
"ENSG00000215915" "3.22632967137657" "3.54354378542476" "3.33141686074442" "3.68785812412171" "3.7982755400884" "3.51654971819794" "PTGER4"
"ENSG00000131591" "6.68512638667134" "6.95865906341105" "7.17396870004177" "6.98400948025038" "7.25033104674117" "6.86093408818836" "NDFIP1"
"ENSG00000273443" "1.23251996700937" "1.32409183648435" "1.13494237867527" "1.16967673606371" "1.09365838623849" "1.05484118381759" "PRDX5"
"ENSG00000169962" "4.68692260277336" "4.90789928918308" "4.96092156943724" "4.69289972698965" "5.61644070143471" "5.03173034043053" "ERAP2"
"ENSG00000248527" "2.66627117701479" "2.73316990757966" "2.77849495663582" "2.47507229615548" "2.63273633072479" "2.47312771225479" "ZMIZ1"
"ENSG00000198744" "8.32218299243164" "8.20361263538068" "10.2619336564991" "8.04641186495461" "8.11286570112701" "8.20709521343483" "CCL7"
"ENSG00000162576" "5.74910198479435" "5.36730577915007" "5.89765697952388" "6.01216400171579" "5.72930060578846" "5.72563851427427" "IL3"
"ENSG00000107404" "8.18597390847755" "8.03142822101443" "8.1373832267901" "8.25245356059908" "8.40440021353093" "8.11669780731959" "TMEM174"
"ENSG00000223972" "2.26151259436881" "1.98960958539283" "2.28220126630137" "2.11565846744179" "2.23290249808683" "2.00408995480187" "ZPBP"
"ENSG00000231050" "0.645349649540801" "0.702951135869332" "0.730651573197913" "0.845773841322677" "0.689155684609268" "0.773368679934441" "LTA"
"ENSG00000223663" "-0.0428615172942935" "0.0771813657630316" "0.0502492634148969" "-0.052018112276303" "-0.0486594212700371" "0.0896554001386746" "TAGAP"
"ENSG00000229344" "1.52097057936673" "1.45674326949" "1.36914502531399" "1.36016375802059" "1.42654393189065" "1.41850504960739" "TNFSF8"
"ENSG00000067606" "7.75842119327556" "8.05266687128186" "7.53103370351276" "7.59482910422718" "7.81836490213501" "7.72068142838778" "C2orf74"
"ENSG00000160087" "9.58309009793625" "9.65664845969535" "9.49787692149308" "9.42338159824387" "9.59823614146407" "9.58584986987844" "C11orf30"
"ENSG00000272141" "-1.01866491335894" "-0.957841882203682" "-1.02236496926302" "-0.975406000499348" "-1.02150892960971" "-0.95139634691052" "PTPN22"
"ENSG00000205090" "1.95652950364083" "2.03721032577055" "1.80170353643935" "1.91278561624585" "1.90423525550554" "1.85661099256679" "MST1"
"ENSG00000162572" "5.77931457471204" "5.59956911685124" "6.0423087363412" "5.97803304773293" "6.03776953439094" "5.9257115000794" "YDJC"
"ENSG00000230021" "-1.70315581321365" "-1.64333776586993" "-1.70535448877018" "-1.65926655470182" "-1.70484705039526" "-1.70278689464832" "TAB1"
"ENSG00000184163" "3.1826798905075" "3.33900705277983" "2.95058750160946" "3.03171284049008" "2.97450693863236" "3.16063418628712" "CDKAL1"
"ENSG00000162585" "7.96682035310951" "8.28938395925207" "8.16531204365464" "8.09778792878774" "8.32883597489905" "8.17840990771676" "RTEL1"
"ENSG00000228463" "5.79227819944651" "5.99019523460865" "5.26928050970667" "6.15762915118733" "5.38962316480399" "5.34794182743627" "CREM"
"ENSG00000228794" "6.82605176530196" "6.62573561603619" "7.06245564900038" "7.1941780830597" "6.96793949026245" "7.02534550105505" "THADA"
"ENSG00000186891" "5.51332927923809" "5.18002874632542" "5.20797228719251" "5.33028259495493" "5.97571251925819" "5.51798471638821" "SLC22A23"
"ENSG00000187642" "0.541648437985987" "0.477450129462906" "0.652976391275846" "0.557924001863284" "0.620908104431335" "0.481107512170648" "NKX2-3"
"ENSG00000205231" "-1.56288773991017" "-1.56341031522301" "-1.56546260252312" "-1.56600824965702" "-1.51061053610667" "-1.49527781452541" "IL2RA"
"ENSG00000242485" "8.51950918363736" "8.42988648564186" "8.51018654022939" "8.47363746596339" "8.86720138628394" "8.46209863521514" "NOD2"
"ENSG00000271806" "2.74676175066888" "2.77391940029176" "2.8698444881195" "2.77902145414593" "2.75842858814778" "2.76136668162453" "IRGM"
"ENSG00000230699" "-1.06820961955635" "-1.13172566861829" "-1.08500779856361" "-1.0885555901485" "-1.13356680324147" "-1.13051696618838" "SCAMP3"
"ENSG00000235373" "4.95013380366436" "4.88425053200749" "4.78773811656098" "4.37060909854324" "4.52769318595319" "4.4167169062074" "BACH2"
"ENSG00000221978" "11.0455923419982" "11.0377746374686" "11.065821244589" "11.2154338333258" "11.2922618306094" "11.1605505171457" "SNAPC4"
"ENSG00000224051" "8.20410880275221" "8.23060082238747" "8.13822021277323" "8.06899050888416" "8.47172817214017" "8.02693850472894" "BSN"
"ENSG00000187608" "8.06249952843022" "8.28592246356415" "7.86996694679148" "8.16899293333987" "9.07253150127424" "8.49162303314136" "CD244"
"ENSG00000228327" "4.04878472750756" "3.61920954528285" "3.9300475557954" "3.93905680512549" "4.07240369940384" "4.07702498098428" "IL12B"
"ENSG00000215790" "6.78059710490627" "6.32176083880338" "6.48663784351075" "6.6561367172635" "6.21999672202623" "5.97078162669828" "MCCD1"
"ENSG00000160072" "8.15551492538157" "8.15729009396355" "8.43832438228095" "8.4944114588766" "8.89816000546436" "8.53051157669593" "ORMDL3"
"ENSG00000217801" "4.67067864819409" "4.67634024067507" "4.64316090232246" "4.70966710180301" "4.61948128514181" "4.04155747107049" "SLC2A4RG"
"ENSG00000272512" "0.502830243126834" "0.562748352944157" "0.543268749202004" "0.53806301866012" "0.600865340459852" "0.753009048207435" "TNFSF18"
"ENSG00000224870" "8.15179693948813" "8.22927105012469" "8.10131529334805" "8.14576768216538" "8.28527178432787" "8.02585263446437" "SMAD3"
"ENSG00000187730" "1.04841177731711" "1.39611936231729" "0.955254133852333" "0.897999552033407" "0.962131012219728" "0.920126142431845" "HLA-DQA2"
"ENSG00000230415" "2.92782149412095" "2.6169367430668" "2.98964833505704" "2.92950189831244" "2.98921996500875" "2.89930032445099" "ICOSLG"
"ENSG00000169972" "6.51783452710847" "6.77240772882753" "6.5069497437528" "6.49029609415102" "6.68756645788295" "6.45430852671864" "IL23R"
"ENSG00000131584" "9.66459099077114" "9.74349470036312" "9.77921035723714" "9.68363910747848" "9.94438399766588" "9.74589664671784" "IKZF3"
"ENSG00000268575" "6.5202183711581" "6.34305954370363" "6.51670091060116" "6.73216271988531" "6.44560958837354" "6.27155232466037" "NCR3"
"ENSG00000240618" "3.92333265313796" "4.5965767407364" "4.00236491891286" "3.69658241922088" "3.55441963746998" "3.66617411342653" "CCR6"
"ENSG00000182873" "7.27169473439112" "7.47994540562172" "7.067605165935" "7.19161450386385" "7.54134185868454" "7.42949678304906" "TNFRSF6B"
"ENSG00000229376" "0.946211567193998" "0.940874555654302" "0.967011631051577" "1.11950404642461" "0.926006352118611" "1.01182591828503" "CCL2"
"ENSG00000215014" "1.35346435997903" "1.34718854824184" "1.54197235533299" "1.40436867006492" "1.32966256329432" "1.58817762997028" "FUT2"
"ENSG00000186827" "6.15779545502466" "5.84484090836104" "5.8764445097981" "6.04324417363691" "6.48704611905245" "5.75269496003345" "ZNF365"
"ENSG00000008130" "13.4598089907123" "13.8314133755975" "13.2207133331527" "13.1435865223878" "13.1913485713777" "13.3652089814179" "MUC19"
"ENSG00000188976" "8.78508459279292" "8.75658594805034" "9.03158185545558" "9.05164518291116" "9.26231556756366" "9.03875823744557" "FASLG"
"ENSG00000230021" "-1.70315581321365" "-1.64333776586993" "-1.70535448877018" "-1.65926655470182" "-1.70484705039526" "-1.70278689464832" "MAP3K7IP1"
"ENSG00000230021" "-1.70315581321365" "-1.64333776586993" "-1.70535448877018" "-1.65926655470182" "-1.70484705039526" "-1.70278689464832" "C13orf31"
"ENSG00000189409" "1.64690910454845" "1.70130920639841" "1.8885701105573" "1.94158683436632" "2.02424540848445" "1.71415731281885" "MUC1"
"ENSG00000223823" "1.550370854715" "1.54608462722" "1.75557611004624" "1.73928295217567" "1.89449432975274" "1.79193735477672" "FIGNL1"
"ENSG00000222623" "2.78308905443509" "2.67774094011244" "2.43137702202376" "2.45089456509551" "2.26475497637919" "2.42582772355234" "ATG16L1"
